run_id,depth,schedule,seed,checkpoint_label,epoch,train_acc,val_acc,final_rep_erank,rank_nonzero,top1_mass,top5_mass,top10_mass,top20_mass,singular_values_path
depth4_bal_MAMAMAAM,4,MAMAMAAM,0,best_val,2500,1.0,1.0,15.159414086270385,128,0.23358472539595956,0.6477684412448744,0.8251719462419095,0.9405463113485648,/jumbo/lisp/f006j44/erank/erank-interp/outputs/arch_order_sweep_6gpu/spectra/depth4_bal_MAMAMAAM_best_val_singular_values.npy
