run,checkpoint_type,epoch,layer,pre,mid,post,delta_attn,delta_mlp
standard_modular_addition,best_val,5886,0,1.00000000000007,8.29929165112761,7.849864969126643,7.2992916511275405,-0.4494266820009676
standard_modular_addition,best_val,5886,1,7.849864969126643,17.85590440157858,24.847925712718013,10.006039432451939,6.992021311139432
standard_key_value,best_val,506,0,3.1227077225156505,3.6301984954361597,2.9401548295616347,0.5074907729205091,-0.690043665874525
standard_key_value,best_val,506,1,2.9401548295616347,8.982293759995132,6.908055788902658,6.042138930433497,-2.074237971092474
attention_only_modular_addition,best_val,31609,0,1.000000000000061,19.86249792568703,19.86249792568703,18.86249792568697,0.0
attention_only_modular_addition,best_val,31609,1,19.86249792568703,64.07175723728984,64.07175723728984,44.209259311602814,0.0
attention_only_key_value,best_val,512,0,3.632422663399874,10.281514129000703,10.281514129000703,6.649091465600829,0.0
attention_only_key_value,best_val,512,1,10.281514129000703,9.641397571116762,9.641397571116762,-0.6401165578839407,0.0
