run_name,variant,seed,epoch,checkpoint_label,train_acc,val_acc,sum_delta_attn,sum_delta_mlp,final_rep_erank,layer0_delta_attn,layer1_delta_attn,layer2_delta_attn,layer0_delta_mlp,layer1_delta_mlp,layer2_delta_mlp,strongest_negative_mlp_layer,strongest_negative_mlp_delta
normal_seed0,normal,0,2100,first_val_acc_ge_0.50,1.0,0.5992167101827677,31.05720610098979,19.508571060509063,51.5657771614989,12.540736205276202,1.0847351059878303,17.43173478972576,-0.4561429393040264,-0.28084938479507393,20.24556338460816,0,-0.4561429393040264
normal_seed0,normal,0,2100,periodic_full,1.0,0.5992167101827677,31.05720610098979,19.508571060509063,51.5657771614989,12.540736205276202,1.0847351059878303,17.43173478972576,-0.4561429393040264,-0.28084938479507393,20.24556338460816,0,-0.4561429393040264
normal_seed0,normal,0,2150,first_val_acc_ge_0.75,1.0,0.8420365535248042,27.380476683519234,12.660421730260415,41.04089841377969,12.237984427244738,0.6256454668587157,14.516846789415778,-0.5778188792961956,-1.6337207900565947,14.871961399613205,1,-1.6337207900565947
normal_seed0,normal,0,2175,first_val_acc_ge_0.90,1.0,0.9281984334203656,24.97304576741717,9.499852581046742,35.47289834846394,11.910194284273667,0.4218682831274929,12.640983200016008,-0.7181871704384992,-2.0649371056477808,12.282976857133022,1,-2.0649371056477808
normal_seed0,normal,0,2200,first_val_acc_ge_0.95,1.0,0.9765013054830287,22.52835099834369,7.025895844408389,30.55424684275212,11.438031898312973,0.18867913609314435,10.901639963937571,-0.8861606254388441,-2.270929869265455,10.182986339112688,1,-2.270929869265455
normal_seed0,normal,0,2200,periodic_full,1.0,0.9765013054830287,22.52835099834369,7.025895844408389,30.55424684275212,11.438031898312973,0.18867913609314435,10.901639963937571,-0.8861606254388441,-2.270929869265455,10.182986339112688,1,-2.270929869265455
normal_seed0,normal,0,2300,periodic_full,1.0,1.0,16.750068831053504,4.03774474843093,21.787813579484467,9.013542119484288,-0.2212573426392428,7.957784054208457,-1.0638241606207117,-1.823286491597596,6.924855400649237,1,-1.823286491597596
normal_seed0,normal,0,2400,periodic_full,1.0,1.0,14.419064727796314,3.8793264589690937,19.29839118676545,7.190237887803436,-0.05263034624926988,7.281457186242149,-0.6426766309133525,-1.1964578309546035,5.71846092083705,1,-1.1964578309546035
normal_seed0,normal,0,2500,periodic_full,1.0,1.0,13.31123587179403,4.974520245022424,19.285756116816504,5.837257126212229,0.490620161200769,6.983358584381032,-0.3163182940822695,0.5374095871938112,4.753428951910882,0,-0.3163182940822695
normal_seed0,normal,0,2600,periodic_full,1.0,1.0,12.73386430437315,3.4865090085373955,17.220373312910585,5.601506421886297,0.4411642704174632,6.69119361206939,-0.09409043462819966,-0.4991826610400265,4.079782104205622,1,-0.4991826610400265
normal_seed0,normal,0,2700,periodic_full,1.0,1.0,12.220249713887405,2.9694109288049884,16.189660642692438,5.478444556377353,0.40873965213308683,6.333065505376966,-0.00829449458883591,-0.7060015501594075,3.6837069735532317,1,-0.7060015501594075
normal_seed0,normal,0,2800,periodic_full,1.0,1.0,11.905137301315285,2.6932657569340988,15.598403058249431,5.423731502939861,0.309937839444431,6.171467958930993,0.01811601149024078,-0.6333553829178262,3.308505128361684,1,-0.6333553829178262
normal_seed0,normal,0,2900,periodic_full,1.0,1.0,11.780692667171177,2.4817081601266393,15.26240082729785,5.423909163681351,0.19931427012879244,6.157469233361033,0.04060436582850979,-0.5618231185189977,3.002926912817127,1,-0.5618231185189977
normal_seed0,normal,0,3000,periodic_full,1.0,1.0,11.7534017250603,2.3274576930569655,15.080859418117305,5.448568853188839,0.1064191146337814,6.198413757237678,0.052324842654251746,-0.5107525873613232,2.785885437764037,1,-0.5107525873613232
normal_seed0,normal,0,3100,periodic_full,1.0,1.0,11.043665142374387,3.923493669169406,15.967158811543833,5.062740538872559,0.38037303760818464,5.600551565893644,-0.062304086566942196,0.9070898857614882,3.07870786997486,0,-0.062304086566942196
normal_seed0,normal,0,3200,periodic_full,1.0,1.0,10.897510309779923,3.38796727455202,15.285477584331971,5.217257669384322,0.1852323194381098,5.495020320957491,-0.19490575108490482,0.48694655569028455,3.0959264699466402,0,-0.19490575108490482
normal_seed0,normal,0,3300,periodic_full,1.0,1.0,11.202652797985415,2.3183870450766415,14.52103984306209,5.399757258353318,0.057623538490169324,5.745272001141927,-0.16978469291196152,0.03424419990816041,2.4539275380804426,0,-0.16978469291196152
normal_seed0,normal,0,3400,periodic_full,1.0,1.0,11.359749163785207,1.835297345943224,14.195046509728467,5.503484151267298,0.0069309640201815625,5.849334048497728,-0.16174107621684275,-0.04143560720725148,2.0384740293673183,0,-0.16174107621684275
normal_seed0,normal,0,3500,periodic_full,1.0,1.0,11.617941873045563,1.4746725962007776,14.092614469246382,5.557171428033914,0.1398201436566886,5.920950301354961,-0.16480402854586274,-0.19367854444206323,1.8331551691887036,1,-0.19367854444206323
normal_seed0,normal,0,3600,periodic_full,1.0,1.0,11.847170500138782,1.2524007637608685,14.099571263899689,5.57604317169223,0.27370459724874596,5.9974227311978066,-0.18440727873942908,-0.3222516018284214,1.759059644328719,1,-0.3222516018284214
normal_seed0,normal,0,3700,periodic_full,1.0,1.0,12.02436447217194,1.127394486655115,14.151758958827086,5.574288196864504,0.38637519611275994,6.063701079194674,-0.21266311226152101,-0.4129736832426767,1.7530312821593128,1,-0.4129736832426767
normal_seed0,normal,0,3800,periodic_full,1.0,1.0,12.145969591687884,1.0611100408506804,14.207079632538605,5.572594804229613,0.4531907749405857,6.120184012517685,-0.21435946525592087,-0.48969583794242943,1.7651653440490307,1,-0.48969583794242943
normal_seed0,normal,0,3900,periodic_full,1.0,1.0,12.216871166590323,1.025944596438534,14.242815763028897,5.582880201430751,0.4725618472037443,6.161429117955829,-0.19328674958270486,-0.5650651083652072,1.7842964543864461,1,-0.5650651083652072
normal_seed0,normal,0,4000,periodic_full,1.0,1.0,12.256422204061739,0.9989667831465274,14.255388987208308,5.6001191556195025,0.465871568151738,6.190431480290498,-0.1673329568322277,-0.6322005498846801,1.7985002898634352,1,-0.6322005498846801
normal_seed0,normal,0,4100,periodic_full,1.0,0.9986945169712794,12.16246014553927,3.1730714902441868,16.3355316357835,5.374798610029226,0.48247222128225786,6.3051893142277855,0.0811134797409716,1.2242168129459676,1.8677411975572475,0,0.0811134797409716
normal_seed0,normal,0,4200,periodic_full,1.0,1.0,11.840100956659661,1.9469915601631937,14.787092516822893,5.485171610032416,0.3908768689429385,5.964052477684307,0.02502834360507844,-0.4146867039930715,2.336649920551187,1,-0.4146867039930715
normal_seed0,normal,0,4300,periodic_full,1.0,1.0,11.76325989192095,1.8167826523077792,14.580042544228776,5.446275372866183,0.5465241878170186,5.7704603312377465,-0.05420515800452286,-0.39505917969963633,2.2660469900119384,1,-0.39505917969963633
normal_seed0,normal,0,4400,periodic_full,1.0,1.0,11.79983881386475,1.6303573596176237,14.430196173482416,5.363768584583482,0.6140600579668929,5.822010171314374,-0.08572709375956844,-0.34505125594966657,2.0611357093268587,1,-0.34505125594966657
normal_seed0,normal,0,4500,periodic_full,1.0,1.0,11.888799238529973,1.4320806868655804,14.32087992539559,5.336309802056542,0.5586736954381264,5.993815741035305,-0.11223867103531582,-0.3156083108414247,1.859927668742321,1,-0.3156083108414247
normal_seed0,normal,0,4600,periodic_full,1.0,1.0,11.99750569861185,1.2860322979779095,14.2835379965898,5.3386593667079865,0.5053065419422955,6.153539789961567,-0.14130683106829256,-0.34097180676092353,1.7683109358071256,1,-0.34097180676092353
normal_seed0,normal,0,4700,periodic_full,1.0,1.0,12.14211429962378,1.1467848982065476,14.288899197830368,5.385734327711032,0.5034593587961798,6.252920613116568,-0.1966026721754739,-0.4062922300493357,1.7496798004313572,1,-0.4062922300493357
normal_seed0,normal,0,4800,periodic_full,1.0,1.0,12.27066168542914,1.0261228815296493,14.296784566958825,5.446977779831087,0.5287633316663944,6.294920573931657,-0.25679023959295133,-0.4687851147407187,1.7516982358633193,1,-0.4687851147407187
normal_seed0,normal,0,4900,periodic_full,1.0,0.9986945169712794,12.45697805119111,2.1623618532638993,15.61933990445505,5.63208751015904,0.46792836589635023,6.3569621751357195,-0.226101109511899,0.01705634988328253,2.3714066128925158,0,-0.226101109511899
normal_seed0,normal,0,5000,periodic_full,1.0,1.0,11.912306310193124,1.4739332466957995,14.386239556888958,5.601216826630767,0.7377214046461607,5.573368078916196,-0.48301514537996226,-0.5058071392524601,2.462755531328222,1,-0.5058071392524601
normal_seed0,normal,0,5100,periodic_full,1.0,1.0,11.711743659041456,1.183707303845459,13.895450962886967,5.7499641662008045,0.36038424439042593,5.601395248450227,-0.3633109570895341,-0.316349008377121,1.8633672693121142,0,-0.3633109570895341
normal_seed0,normal,0,5200,periodic_full,1.0,1.0,11.800879881637368,1.0993590951328551,13.900238976770265,5.884899859824743,0.101165355602582,5.814814666210043,-0.3586106212808353,-0.24006664157673452,1.698036357990425,0,-0.3586106212808353
normal_seed0,normal,0,5300,periodic_full,1.0,1.0,11.889977137769122,1.1186748853305613,14.00865202309972,5.944265142756997,-0.04692064065470003,5.9926326356668245,-0.358717853055877,-0.2326850792742281,1.7100778176606664,0,-0.358717853055877
normal_seed0,normal,0,5400,periodic_full,1.0,1.0,11.96256135729315,1.1609850271491222,14.123546384442314,5.984185216603402,-0.1297613527530599,6.108137493442809,-0.3722882510799579,-0.23596070790238244,1.7692339861314625,0,-0.3722882510799579
normal_seed0,normal,0,5500,periodic_full,1.0,1.0,12.001719828417578,1.2139964819379205,14.215716310355543,6.014829573567601,-0.1823848265250776,6.169275081375053,-0.39295357278200616,-0.2252826092406517,1.8322326639605784,0,-0.39295357278200616
normal_seed0,normal,0,5600,periodic_full,1.0,1.0,12.008405778858947,1.249722863741372,14.258128642600347,6.037164038721339,-0.22280015419293075,6.194041894330539,-0.411993887380147,-0.1993040446859915,1.8610207958075105,0,-0.411993887380147
normal_seed0,normal,0,5700,periodic_full,1.0,1.0,12.005333414593714,1.251880817984011,14.257214232577756,6.055380699191398,-0.25153593319344125,6.201488648595758,-0.42852177910565903,-0.1713274596870713,1.8517300567767414,0,-0.42852177910565903
normal_seed0,normal,0,5800,periodic_full,0.9827023498694517,0.9673629242819843,12.47266090660079,3.7257119395136,17.19837284611443,6.0671797893568025,-0.11947310621923002,6.524954223463217,-0.181971322863955,1.4693869224138982,2.4382963399636566,0,-0.181971322863955
normal_seed0,normal,0,5900,periodic_full,1.0,1.0,12.993560001890014,-0.42008742687370937,13.573472575016346,5.919062449666398,0.5474045216730214,6.527093030550594,-0.2595404418910068,-0.6457352747375884,0.4851882897548858,1,-0.6457352747375884
normal_seed0,normal,0,6000,periodic_full,0.9314621409921671,0.8994778067885117,7.724546219839999,1.556580610425132,10.281126830265181,4.979561540349814,-0.27629869238106064,3.0212833718712453,-0.39287887190447535,0.2928188392385218,1.6566406430910856,0,-0.39287887190447535
normal_seed0,normal,0,6100,periodic_full,1.0,1.0,6.440273193868915,-0.056849706888439044,7.383423486980519,4.101345472153202,-0.3742796433571005,2.7132073650728135,-0.5421519308566163,0.3868005250671569,0.09850169890102034,0,-0.5421519308566163
normal_seed0,normal,0,6200,periodic_full,0.9866187989556136,0.9647519582245431,7.07426451817294,0.19036749363020977,8.264632011803188,3.7386465744511796,-0.10892295597671087,3.444540899698472,-0.2550027586310719,0.4920433833566831,-0.04667313109540139,0,-0.2550027586310719
normal_seed0,normal,0,6300,periodic_full,1.0,0.9986945169712794,6.928865552297118,-0.43350219193251327,7.495363360364644,3.4951554913731417,0.07958841381831316,3.3541216471056634,-0.18498305416139438,0.28181639025312144,-0.5303355280242403,2,-0.5303355280242403
normal_seed0,normal,0,6400,periodic_full,0.8609660574412533,0.8498694516971279,8.279824608777647,0.43836139328789514,9.71818600206558,3.4409511142315123,0.47375439668197394,4.36511909786416,-0.05516763552080217,0.016901496199889898,0.4766275326088074,0,-0.05516763552080217
normal_seed0,normal,0,6500,periodic_full,0.9820496083550914,0.9673629242819843,7.714114066997235,-0.3585201729769878,8.355593894020286,3.3248394533125394,0.4447743994143334,3.944500214270362,-0.1043119454101138,0.192204201315624,-0.446412428882498,2,-0.446412428882498
normal_seed0,normal,0,6600,periodic_full,0.9572454308093995,0.9242819843342036,7.849234621422345,0.10197710741502242,8.951211728837404,3.303271299029592,0.5259830614275298,4.019980260965223,-0.13142061309514563,0.22943337547372433,0.003964345036443717,0,-0.13142061309514563
normal_seed0,normal,0,6700,periodic_full,0.9089425587467362,0.8276762402088773,8.37120971774337,0.6422560047688437,10.01346572251227,3.3364112074131995,0.6084459950086174,4.426352515321554,-0.13132500126386226,0.05366892477152074,0.7199120812611852,0,-0.13132500126386226
normal_seed0,normal,0,6800,periodic_full,1.0,0.9908616187989556,7.790646528432584,0.4401393910961291,9.230785919528744,3.2320027827125304,0.555174655465728,4.003469090254325,-0.23919224822560547,-0.009148446167982272,0.6884800854897168,0,-0.23919224822560547
normal_seed0,normal,0,6900,periodic_full,1.0,0.9947780678851175,7.6384491853647845,1.1130961266524122,9.751545312017235,3.2350151792914774,0.3970790765325227,4.006354929540785,-0.28775214080937905,0.0665484848322837,1.3342997826295075,0,-0.28775214080937905
normal_seed0,normal,0,7000,periodic_full,0.9827023498694517,0.9373368146214099,8.003406992115549,2.181428506149496,11.184835498265091,3.331116835788052,0.38617501224487594,4.286115144082621,-0.19137694143658646,0.4763268808119898,1.8964785667740927,0,-0.19137694143658646
normal_seed0,normal,0,7100,periodic_full,1.0,0.9947780678851175,7.494295735715246,2.964729906359432,11.459025642074709,3.2643605056905383,0.17084394165611094,4.059091288368597,-0.2679142087685973,0.5506538210745662,2.6819902940534632,0,-0.2679142087685973
normal_seed0,normal,0,7200,periodic_full,0.9902088772845953,0.9490861618798956,7.591111488998644,4.091506833050431,12.682618322049116,3.283444398770934,0.21762472151195933,4.090042368715751,-0.23456028901876014,0.7318071754754056,3.5942599465937857,0,-0.23456028901876014
normal_seed0,normal,0,7300,periodic_full,0.9996736292428199,0.9960835509138382,6.730962003577938,4.358897324811457,12.089859328389439,3.1407961093368253,-0.03315509531127381,3.6233209895523864,-0.3871087696163289,0.6348491463892802,4.111156948038505,0,-0.3871087696163289
normal_seed0,normal,0,7400,periodic_full,1.0,0.9973890339425587,7.147867378502992,4.896233739657487,13.044101118160512,3.3320292505223037,-0.01022307174115955,3.826061199721848,-0.21936978571839205,0.7303508001719967,4.385252725203882,0,-0.21936978571839205
normal_seed0,normal,0,7500,periodic_full,1.0,0.9973890339425587,6.395836640198328,5.369359449782047,12.765196089980424,3.1703972630001394,-0.18233480777648747,3.4077741849746763,-0.3410598878076043,0.6679556061548122,5.0424637314348395,0,-0.3410598878076043
normal_seed0,normal,0,7600,periodic_full,0.9990208877284595,0.9778067885117493,6.998584213740448,4.755276980010891,12.75386119375138,3.2502578084757587,-0.08923939064486586,3.837565795909555,-0.1384645546034049,0.896795338529845,3.9969461960844512,0,-0.1384645546034049
normal_seed0,normal,0,7700,periodic_full,0.9676892950391645,0.9425587467362925,7.362996173222609,5.6280388234777785,13.99103499670042,3.245620254570892,-0.03459603046269155,4.151971949114408,-0.0732637601225603,0.8147094140022437,4.886593169598095,0,-0.0732637601225603
normal_seed0,normal,0,7800,periodic_full,0.9944516971279374,0.9751958224543081,6.646744886179301,5.754232127102712,13.400977013282052,3.1021322161556473,-0.13339575584162633,3.678008425865279,-0.17392362155409602,0.8939220379836668,5.034233710673142,0,-0.17392362155409602
normal_seed0,normal,0,7900,periodic_full,1.0,0.9934725848563969,6.578826010262371,5.415709738851578,12.994535749113995,3.2003577356120427,-0.15533957856734038,3.5338078532176684,-0.19368980009859182,0.9627019437919149,4.646697595158255,0,-0.19368980009859182
normal_seed0,normal,0,8000,periodic_full,1.0,0.9947780678851175,5.971627584056002,5.441078433622957,12.412706017678996,3.112959519283507,-0.2980261081125417,3.156694172885036,-0.4189753580660027,0.8145947108211171,5.045459080867842,0,-0.4189753580660027
normal_seed0,normal,0,8100,periodic_full,1.0,0.9973890339425587,6.010472237174766,5.900956396204501,12.911428633379307,3.056293991527736,-0.28749123481163297,3.241669480458663,-0.3130607309442248,1.0462214129399774,5.167795714208749,0,-0.3130607309442248
normal_seed0,normal,0,8200,periodic_full,0.9497389033942559,0.8994778067885117,6.978703313783843,5.7091780320644645,13.687881345848345,3.346631774020073,-0.04499507798921698,3.6770666177529874,-0.1025746282029516,1.0985358473117923,4.713216812955624,0,-0.1025746282029516
normal_seed0,normal,0,8300,periodic_full,0.9585509138381201,0.9399477806788512,6.261661791609334,6.460450136984723,13.722111928594094,3.1331988502605066,-0.20869630094246716,3.3371592422912943,-0.162526901201844,1.1579242442259026,5.465052793960664,0,-0.162526901201844
normal_seed0,normal,0,8400,periodic_full,0.9308093994778068,0.9216710182767625,6.542122550493259,7.596021940970268,15.138144491463565,3.1040065392354625,-0.16383896802786335,3.6019549792856598,-0.09370504310121763,1.2325050263153212,6.457221957756165,0,-0.09370504310121763
normal_seed0,normal,0,8500,periodic_full,0.8815274151436031,0.8342036553524804,6.566748020825638,7.608584504156537,15.175332524982217,3.080556232828803,-0.21401829424790186,3.7002100822447366,-0.07141339930698898,1.157908593658183,6.522089309805343,0,-0.07141339930698898
normal_seed0,normal,0,8600,periodic_full,1.0,0.9882506527415144,6.016949373726089,6.663832557063813,13.680781930789946,2.9575971248520823,-0.3118235100389777,3.371175758912984,-0.21230484759766233,1.1031160547245715,5.773021349936904,0,-0.21230484759766233
normal_seed0,normal,0,8700,periodic_full,1.0,0.9973890339425587,6.2487027013565335,6.760764286638016,14.009466987994584,3.064377285295495,-0.2802887727264509,3.4646141887874897,-0.17845959006538692,1.190157475078243,5.749066401625161,0,-0.17845959006538692
normal_seed0,normal,0,8800,periodic_full,0.9765013054830287,0.9556135770234987,6.390833914989736,7.9107637988527655,15.301597713842542,2.9958455846199827,-0.2501577071103718,3.6451460374801252,-0.16481698752862428,1.2379260970544435,6.837654689326946,0,-0.16481698752862428
normal_seed0,normal,0,8900,periodic_full,0.9951044386422977,0.9516971279373369,6.245198912927432,7.521424526993447,14.766623439920915,2.8537174092651316,-0.22011436121849126,3.6115958648807913,-0.17480666326623062,1.3070739143519106,6.389157275907767,0,-0.17480666326623062
normal_seed0,normal,0,9000,periodic_full,0.9993472584856397,0.97911227154047,6.11928480128554,7.413031969293381,14.532316770578957,2.822425475479183,-0.26900854381037176,3.5658678696167287,-0.24085871478079346,1.3088071397670356,6.345083544307139,0,-0.24085871478079346
normal_seed0,normal,0,9100,periodic_full,1.0,0.9830287206266318,6.376925152686347,6.94609232398593,14.323017476672321,2.8045119600896857,-0.3778038480353456,3.9502170406320065,-0.24107935019064497,1.5182969683980154,5.66887470577856,0,-0.24107935019064497
normal_seed0,normal,0,9200,periodic_full,1.0,0.9960835509138382,6.509347296310001,6.659785139598784,14.169132435908823,3.048206022779368,-0.39757196712674414,3.8587132406573774,-0.1484067691126083,1.369880292892487,5.438311615818906,0,-0.1484067691126083
normal_seed0,normal,0,9300,periodic_full,0.9977154046997389,0.9908616187989556,6.460274401963224,6.622777560696609,14.08305196265986,3.14169904123987,-0.43730781243127304,3.7558831731546265,-0.15172148680672848,1.194420423749798,5.58007862375354,0,-0.15172148680672848
normal_seed0,normal,0,9400,periodic_full,0.9259138381201044,0.8903394255874674,6.926305924613665,8.501497485462806,16.427803410076507,3.126692738354383,-0.3206967213744396,4.120309907633721,-0.2201904922622382,1.3772540953344263,7.344433882390618,0,-0.2201904922622382
normal_seed0,normal,0,9500,periodic_full,0.9996736292428199,0.9973890339425587,6.190651214160362,7.564921561361009,14.755572775521411,3.044261375875813,-0.45518577792636084,3.6015756162109103,-0.30572172176413526,1.1044670062267286,6.766176276898416,0,-0.30572172176413526
normal_seed0,normal,0,9600,periodic_full,1.0,0.9986945169712794,6.0938655233448955,7.687213683490761,14.781079206835692,3.0242148038447167,-0.4174718919862208,3.4871226114863996,-0.20996983868753283,1.0504156039985277,6.846767918179766,0,-0.20996983868753283
normal_seed0,normal,0,9700,periodic_full,0.9849869451697127,0.9308093994778068,6.355438753446441,8.109986905535171,15.465425658981653,3.053732480199236,-0.322045101448452,3.6237513746956562,-0.128686304580655,1.1321111681437466,7.106562041972079,0,-0.128686304580655
normal_seed0,normal,0,9800,periodic_full,1.0,0.9934725848563969,6.100173392883665,8.707280528991355,15.807453921875068,2.855387686180162,-0.3359991886220697,3.580784895325573,-0.39438385712007973,1.1207755502355177,7.980888835875917,0,-0.39438385712007973
normal_seed0,normal,0,9900,periodic_full,0.9996736292428199,0.9856396866840731,6.2836989756017765,9.152355062270304,16.43605403787212,2.8755028114383174,-0.3051795790879481,3.713375743251407,-0.3052887130564681,1.0580668115594931,8.399576963767279,0,-0.3052887130564681
normal_seed0,normal,0,10000,periodic_full,0.9996736292428199,0.9751958224543081,6.809043142844686,8.808574369280798,16.617617512125523,3.0691525268757878,-0.1894383740271346,3.9293289899960335,-0.1602847841725734,1.1417134383837975,7.827145715069575,0,-0.1602847841725734
normal_seed0,normal,0,10100,periodic_full,1.0,0.9960835509138382,6.2398926821242915,8.740321404883572,15.9802140870079,2.8118767478768127,-0.2419742583549347,3.6699901926024134,-0.3493096984324717,0.9271459929805905,8.162485110335453,0,-0.3493096984324717
