layer,block_kind,erank_pre,erank_mid,erank_post,delta_attn,delta_mlp
0,AM,1.0000000000000353,6.662247944880205,6.386902936266003,5.6622479448801695,-0.2753450086142024
1,AM,6.386902936266003,6.157118137856141,6.99111154950013,-0.22978479840986132,0.8339934116439887
2,AM,6.99111154950013,6.150471817384657,7.914945167622852,-0.8406397321154726,1.7644733502381946
3,AM,7.914945167622852,11.505501558699905,20.2625098503669,3.590556391077053,8.757008291666995

sum_delta_attn,8.18237980543189
sum_delta_mlp,11.080130044934975
