epoch,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc
1,4.737067977587382,4.745454470316569,4.73687561580113,0.008485639686684074,0.007832898172323759,0.008278330909497707
25,4.0550650755564375,5.803155899047852,5.7932290213448665,0.08877284595300261,0.0039164490861618795,0.002684864078756013
50,2.173474391301473,9.353301048278809,9.451895250592912,0.4112271540469974,0.0013054830287206266,0.004362904127978521
75,1.233267476161321,11.394278208414713,11.531904029846192,0.660574412532637,0.0039164490861618795,0.005257858820897192
100,0.36751001079877216,14.815166155497232,14.953768375941685,0.9451697127937336,0.005221932114882507,0.0045866428012081885
125,0.18851166715224585,15.39449405670166,15.59681475503104,0.9840078328981723,0.006527415143603133,0.005145989484282358
150,0.14227005280554295,15.424197832743326,15.450264031546457,0.9934725848563969,0.007832898172323759,0.00548159749412686
175,0.07557592603067557,15.337385177612305,15.419389288766043,0.9993472584856397,0.0039164490861618795,0.005593466830741693
200,0.08242694723109405,15.24532159169515,15.13649719783238,0.9990208877284595,0.0013054830287206266,0.006152813513815863
225,0.7917085811495781,14.513316790262857,14.37405229296003,0.7721932114882507,0.005221932114882507,0.006824029533504867
250,1.1656132290760677,12.231040000915527,12.230894824436733,0.6602480417754569,0.0026109660574412533,0.005929074840586196
275,0.08258936119576295,14.076397260030111,14.049120249067034,1.0,0.005221932114882507,0.005369728157512026
300,0.5463256388902664,14.2782990137736,14.238634599958147,0.8501958224543081,0.0039164490861618795,0.007718984226423537
325,0.05158570191512505,14.047259012858072,14.048514311654227,1.0,0.0039164490861618795,0.007607114889808703
350,0.055001916674276195,13.827662785847982,13.760643659319197,1.0,0.005221932114882507,0.007047768206734534
375,0.06612444948405027,14.564902941385904,14.488225609915597,1.0,0.005221932114882507,0.006712160196890032
400,0.24201075111826262,14.572443326314291,14.419997841971261,0.9549608355091384,0.0039164490861618795,0.00894954692918671
425,0.054850214160978794,13.792237599690756,13.77132045200893,1.0,0.007832898172323759,0.009061416265801543
450,0.895358736316363,12.383373896280924,12.446108899797713,0.741514360313316,0.006527415143603133,0.00805459223626804
475,0.04172585097452005,14.294306437174479,14.137117167881557,1.0,0.0026109660574412533,0.009173285602416377
500,0.04719645126412312,13.481191317240397,13.392306491306849,1.0,0.0039164490861618795,0.009173285602416377
525,0.09459208014110725,14.538626988728842,14.435412788391114,0.9944516971279374,0.0039164490861618795,0.009844501622105381
550,0.038122626642386116,13.670749028523764,13.548253985813686,1.0,0.0039164490861618795,0.010291978968564717
575,0.21450798337658247,13.38660748799642,13.423419598170689,0.9693211488250653,0.007832898172323759,0.01040384830517955
600,0.08166636060923338,14.207161903381348,14.231054415021624,0.9947780678851175,0.006527415143603133,0.009061416265801543
625,0.046003888050715126,13.228719075520834,13.196469061715263,1.0,0.005221932114882507,0.009620762948875714
650,0.2634439493219058,13.57970110575358,13.584154782976423,0.9451697127937336,0.006527415143603133,0.010627586978409218
675,0.04136026495446762,13.126411120096842,13.100284712655204,1.0,0.005221932114882507,0.010627586978409218
700,0.07573817453036706,14.330429395039877,14.251425606863839,0.9957571801566579,0.010443864229765013,0.009956370958720215
725,0.04695150225112835,12.739570299784342,12.567537362234933,1.0,0.009138381201044387,0.012753104374091061
750,0.04860482799510161,12.818380037943522,12.678914642333984,0.9993472584856397,0.010443864229765013,0.01129880299809822
775,0.8154528364539146,14.103206316630045,14.112523351396833,0.7627284595300261,0.007832898172323759,0.011858149681172391
800,0.5290947357813517,13.181156476338705,13.10323965890067,0.8557441253263708,0.010443864229765013,0.011186933661483387
825,0.042196519983311497,12.486574490865072,12.463979394095285,1.0,0.009138381201044387,0.012976843047320729
850,1.0445861220359802,11.124231338500977,11.20268998827253,0.6984334203655352,0.007832898172323759,0.01241749636424656
875,0.04927634013195833,12.609520276387533,12.558874293736048,0.9993472584856397,0.009138381201044387,0.013200581720550397
