run_id,depth,schedule,seed,epoch,relative_epoch_to_tau,train_acc,val_acc,checkpoint_label,final_rep_erank,sum_delta_A,sum_delta_M,mean_delta_A,mean_delta_M,max_positive_delta_block_index,max_negative_delta_block_index
depth3_control_AAAAAA,3,AAAAAA,0,0,,,,random_init,80.20048727536476,79.20048727536474,nan,13.20008121256079,nan,0,5
depth3_control_AAAAAA,3,AAAAAA,0,525,,0.9980417754569191,0.0,first_train_acc_ge_0.99,76.97198206555149,75.97198206555144,nan,12.66199701092524,nan,5,1
depth3_control_AAAAAA,3,AAAAAA,0,1000,,1.0,0.006527415143603133,periodic,77.9789280338796,76.97892803387955,nan,12.829821338979926,nan,5,1
depth3_control_AAAAAA,3,AAAAAA,0,2000,,1.0,0.0026109660574412533,periodic,79.87513108579036,78.87513108579031,nan,13.145855180965052,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,3000,,0.6824412532637075,0.0013054830287206266,periodic,77.05016264519637,76.05016264519634,nan,12.675027107532722,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,4000,,0.9484334203655352,0.007832898172323759,periodic,75.66237965824048,74.66237965824044,nan,12.443729943040074,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,5000,,1.0,0.0026109660574412533,periodic,76.10868467371874,75.1086846737187,nan,12.51811411228645,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,6000,,0.9445169712793734,0.0026109660574412533,periodic,80.17613045604278,79.17613045604274,nan,13.196021742673791,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,7000,,0.9474543080939948,0.0013054830287206266,periodic,80.14738592941096,79.14738592941092,nan,13.191230988235153,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,8000,,1.0,0.007832898172323759,periodic,76.14109983855066,75.14109983855062,nan,12.523516639758435,nan,5,1
depth3_control_AAAAAA,3,AAAAAA,0,9000,,0.941579634464752,0.006527415143603133,periodic,80.85579776130317,79.85579776130312,nan,13.309299626883856,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,10000,,0.6498041775456919,0.006527415143603133,periodic,77.99826572145236,76.99826572145231,nan,12.833044286908722,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,11000,,1.0,0.006527415143603133,periodic,75.92914522654041,74.92914522654037,nan,12.488190871090062,nan,5,1
depth3_control_AAAAAA,3,AAAAAA,0,12000,,1.0,0.0039164490861618795,periodic,75.90785917812688,74.90785917812684,nan,12.484643196354474,nan,5,1
depth3_control_AAAAAA,3,AAAAAA,0,13000,,1.0,0.0039164490861618795,periodic,75.98789381153482,74.98789381153478,nan,12.497982301922463,nan,5,1
depth3_control_AAAAAA,3,AAAAAA,0,14000,,0.9343994778067886,0.009138381201044387,periodic,81.0129078070791,80.01290780707906,nan,13.335484634513177,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,15000,,1.0,0.006527415143603133,periodic,80.38893827694709,79.38893827694704,nan,13.231489712824507,nan,4,1
depth3_control_AAAAAA,3,AAAAAA,0,16000,,1.0,0.0039164490861618795,periodic,75.38335814589186,74.38335814589182,nan,12.397226357648634,nan,5,1
