run_id,depth,schedule,seed,checkpoint_label,epoch,train_acc,val_acc,final_rep_erank,rank_nonzero,top1_mass,top5_mass,top10_mass,top20_mass,singular_values_path
depth4_bal_MMAMAAMA,4,MMAMAAMA,0,best_val,2050,1.0,1.0,22.11522465335091,128,0.15964528926233332,0.554298687954959,0.7603808745076615,0.8758533115168536,/jumbo/lisp/f006j44/erank/erank-interp/outputs/arch_order_sweep_6gpu/spectra/depth4_bal_MMAMAAMA_best_val_singular_values.npy
