run_id,depth,schedule,seed_implicit,num_blocks,num_attention,num_mlp,num_alternations,a_before_m_score,first_block,last_block,param_count,best_val_epoch,best_val_acc,test_acc_at_best_val,final_train_acc,final_val_acc,final_epoch,grokking_tau,status,final_rep_erank_best_val,final_rep_erank_final,sum_delta_A_best_val,sum_delta_M_best_val,mean_delta_A_best_val,mean_delta_M_best_val,same_sum_ratio_best_val,top5_mass_best_val,top10_mass_best_val,is_balanced,is_control
depth3_bal_MAAAMM,3,MAAAMM,0,6,3,3,2,0.6666666666666666,M,M,622720,12525,1.0,0.9972032665846291,1.0,0.9921671018276762,50000,11750,GROKKED,7.555324599518248,11.012738188323862,6.086809674057765,0.46851492546044105,2.028936558019255,0.156171641820147,0.007076177045309247,0.8387955779559568,0.9389648611759422,1,0
depth3_bal_MAAMAM,3,MAAMAM,0,6,3,3,4,0.5555555555555556,M,M,622720,4800,1.0,0.9998881306633851,0.9996736292428199,0.9960835509138382,50000,4075,GROKKED,14.95385205651874,14.365311538797595,11.415343393572648,2.5385086629460476,3.805114464524216,0.8461695543153492,0.06535753938144259,0.6235150150725125,0.8422763446999681,1,0
depth3_bal_MAAMMA,3,MAAMMA,0,6,3,3,3,0.4444444444444444,M,A,622720,8175,0.9973890339425587,0.993959055822799,0.9993472584856397,0.9947780678851175,50000,6525,GROKKED,6.748000280715776,4.865883054616447,0.3287009186193468,5.419299362096397,0.1095669728731156,1.806433120698799,0.00807746745259629,0.8683497808141322,0.9451989469762655,1,0
depth3_bal_MAMAAM,3,MAMAAM,0,6,3,3,4,0.4444444444444444,M,M,622720,3225,1.0,0.9994406533169258,1.0,0.9986945169712794,50000,3125,GROKKED,26.983256941148678,11.426857340904869,19.031823653102492,6.951433288046147,6.343941217700831,2.3171444293487156,0.23970094731318933,0.42639672593301686,0.6661388755933588,1,0
depth3_bal_MAMAMA,3,MAMAMA,0,6,3,3,5,0.3333333333333333,M,A,622720,7475,1.0,0.9997762613267703,0.9001305483028721,0.804177545691906,50000,7350,GROKKED,34.575090575808325,7.605897919313291,23.46109669521253,10.113993880595757,7.820365565070843,3.371331293531919,0.2605261362894186,0.3522331021902045,0.5410423376178644,1,0
depth3_bal_MAMMAA,3,MAMMAA,0,6,3,3,3,0.2222222222222222,M,A,622720,17425,1.0,0.9972032665846291,1.0,0.9947780678851175,50000,17325,GROKKED,25.597521664129854,11.258621981522522,20.181489948778125,4.41603171535169,6.727163316259375,1.4720105717838967,0.10743243374964297,0.4863788737551999,0.7229800282410788,1,0
depth3_bal_MMAAAM,3,MMAAAM,0,6,3,3,2,0.3333333333333333,M,M,622720,4400,1.0,0.9964201812283253,0.5365535248041775,0.3968668407310705,50000,4225,GROKKED,22.82548585284198,17.79922930691903,16.75554776307724,5.069938089764701,5.585182587692413,1.6899793632549003,0.06869249891457331,0.5246281032484785,0.7113931493280002,1,0
depth3_bal_MMAAMA,3,MMAAMA,0,6,3,3,3,0.2222222222222222,M,A,622720,10175,1.0,0.9989931759704664,1.0,1.0,50000,10050,GROKKED,20.204100948283422,7.687954334049863,14.344772074527276,4.859328873756106,4.781590691509092,1.6197762912520355,0.08896449514578345,0.5367532653976447,0.7607766347723761,1,0
depth3_bal_MMAMAA,3,MMAMAA,0,6,3,3,3,0.1111111111111111,M,A,622720,46325,0.04699738903394256,0.03356080098445016,0.9993472584856397,0.02741514360313316,50000,,MEMORIZED_ONLY,83.39980516455574,87.04995614956485,61.96071787375609,20.43908729079962,20.65357262458536,6.813029096933207,1.2185023568049014,0.13945870987121892,0.24864442419072277,1,0
depth3_bal_MMMAAA,3,MMMAAA,0,6,3,3,1,0.0,M,A,622720,49400,0.09138381201044386,0.0944177201029198,1.0,0.07180156657963446,50000,,MEMORIZED_ONLY,69.21089541976393,72.52703498761217,68.21089541976389,1.5543122344752192e-15,22.736965139921296,5.181040781584064e-16,0.4294820041664698,0.21827454831854465,0.31997157759299005,1,0
depth4_bal_AAAAMMMM,4,AAAAMMMM,0,8,4,4,1,1.0,A,M,820480,3325,0.9947780678851175,0.9930641011298803,0.4474543080939948,0.3629242819843342,50000,3175,GROKKED,22.658301882032177,11.44450310709746,9.47286665636542,12.185435225666724,2.368216664091355,3.046358806416681,0.28808041102178417,0.34584045618521075,0.638990766549955,1,0
depth4_bal_AAAMAMMM,4,AAAMAMMM,0,8,4,4,3,0.9375,A,M,820480,3375,1.0,0.9997762613267703,0.7052872062663186,0.7049608355091384,50000,2500,GROKKED,7.063593447549546,13.730450514322902,8.898378163761793,-2.834784716212294,2.224594540940448,-0.7086961790530735,0.00888781234187325,0.8908555128452824,0.9548364401526512,1,0
depth4_bal_AAAMMAMM,4,AAAMMAMM,0,8,4,4,3,0.875,A,M,820480,3525,1.0,0.9997762613267703,0.6429503916449086,0.43994778067885115,50000,2825,GROKKED,6.289923855987065,20.625562807450795,7.077218444837836,-1.7872945888508074,1.769304611209459,-0.44682364721270185,0.013150177461279007,0.915283153035602,0.9795768444615409,1,0
depth4_bal_AAAMMMAM,4,AAAMMMAM,0,8,4,4,3,0.8125,A,M,820480,5900,1.0,0.9983219599507774,0.3880548302872063,0.23237597911227154,50000,2875,GROKKED,11.727938550355708,20.464116609908526,6.090727436627862,4.6372111137278065,1.5226818591569655,1.1593027784319516,0.023752476152089853,0.6954916566239717,0.8568703164783027,1,0
depth4_bal_AAAMMMMA,4,AAAMMMMA,0,8,4,4,2,0.75,A,A,820480,2100,1.0,0.9947421411791028,0.6308746736292428,0.3381201044386423,50000,1950,GROKKED,25.568658908737117,16.926090191009994,14.151046872067882,10.417612036669185,3.5377617180169705,2.6044030091672963,0.2179270241376026,0.39044696998605266,0.6796452417712786,1,0
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,8,4,4,3,0.875,A,M,820480,1950,1.0,0.9982100906141627,0.9575718015665796,0.8276762402088773,50000,1800,GROKKED,9.191997277121123,22.774909415892072,11.572879642639112,-3.3808823655180333,2.893219910659778,-0.8452205913795083,0.022076456312169524,0.7409326659393383,0.9234099837521714,1,0
depth4_bal_AAMAMAMM,4,AAMAMAMM,0,8,4,4,5,0.8125,A,M,820480,2375,1.0,0.9985456986240071,0.1618798955613577,0.0783289817232376,50000,2250,GROKKED,14.73093919771743,20.241843892561167,11.60060420594272,2.1303349917746717,2.90015105148568,0.5325837479436679,0.03295010451312544,0.627007412051226,0.7689165810101043,1,0
depth4_bal_AAMAMMAM,4,AAMAMMAM,0,8,4,4,5,0.75,A,M,820480,3175,1.0,0.9958608345452511,0.3002610966057441,0.1227154046997389,50000,2350,GROKKED,16.770594855026836,26.357838549880356,10.306092553910286,5.464502301116512,2.5765231384775715,1.366125575279128,0.1351897288702301,0.5668214136140722,0.8186678635846867,1,0
depth4_bal_AAMAMMMA,4,AAMAMMMA,0,8,4,4,4,0.6875,A,A,820480,2750,1.0,0.995972703881866,0.6994125326370757,0.5013054830287206,50000,1500,GROKKED,18.96062940397344,8.369422730565315,10.773405727731411,7.187223676241987,2.693351431932853,1.7968059190604968,0.2583181190809088,0.4634962406994096,0.7730414232735474,1,0
depth4_bal_AAMMAAMM,4,AAMMAAMM,0,8,4,4,3,0.75,A,M,820480,3450,1.0,1.0,0.5809399477806788,0.4321148825065274,50000,3350,GROKKED,24.192848930612776,18.18622300219269,13.066613858318739,10.126235072293996,3.2666534645796848,2.531558768073499,0.21570257720299027,0.4007584590659327,0.6641527978878066,1,0
depth4_bal_AAMMAMAM,4,AAMMAMAM,0,8,4,4,5,0.6875,A,M,820480,4600,1.0,0.9984338292873923,0.5907310704960835,0.3877284595300261,50000,3950,GROKKED,17.278517029943593,18.850778136571073,8.304543223599651,7.973973806343907,2.076135805899913,1.9934934515859768,0.24518595211399083,0.5366840070863559,0.8419374277992663,1,0
depth4_bal_AAMMAMMA,4,AAMMAMMA,0,8,4,4,4,0.625,A,A,820480,9525,1.0,0.9975388745944737,1.0,0.97911227154047,50000,1675,GROKKED,7.237802694509253,8.665876500072484,0.6402582467181062,5.5975444477911,0.16006456167952654,1.399386111947775,0.023035470703188215,0.8334949968698994,0.956009290121175,1,0
depth4_bal_AAMMMAAM,4,AAMMMAAM,0,8,4,4,3,0.625,A,M,820480,3350,1.0,0.9989931759704664,0.5786553524804178,0.43994778067885115,50000,3050,GROKKED,24.81209234952341,22.90199253432249,17.23564943200808,6.57644291751528,4.30891235800202,1.64411072937882,0.5026628270753312,0.374479084464436,0.6461307410037879,1,0
depth4_bal_AAMMMAMA,4,AAMMMAMA,0,8,4,4,4,0.5625,A,A,820480,1825,1.0,0.9942946638326434,0.48596605744125326,0.1919060052219321,50000,1675,GROKKED,27.45257431920606,18.76398542062915,19.289839210257767,7.162735108948249,4.822459802564442,1.7906837772370623,0.42265362061629386,0.37614672834418045,0.6469353031898638,1,0
depth4_bal_AAMMMMAA,4,AAMMMMAA,0,8,4,4,2,0.5,A,A,820480,2450,1.0,0.9988813066338517,0.2535900783289817,0.15274151436031333,50000,1975,GROKKED,20.14919888029142,6.547147071739016,13.072874880718684,6.076323999572697,3.268218720179671,1.5190809998931742,0.1647404480677317,0.5009183664294898,0.7500844511786559,1,0
depth4_bal_AMAAAMMM,4,AMAAAMMM,0,8,4,4,3,0.8125,A,M,820480,3125,1.0,0.9988813066338517,0.8893603133159269,0.7558746736292428,50000,2650,GROKKED,7.714865055265858,15.08469996201254,9.397871066665775,-2.6830060113999634,2.349467766666444,-0.6707515028499909,0.022191003071214077,0.7996711791229836,0.9487717932811446,1,0
depth4_bal_AMAAMAMM,4,AMAAMAMM,0,8,4,4,5,0.75,A,M,820480,7100,0.9986945169712794,0.9964201812283253,0.6034595300261096,0.4007832898172324,50000,2925,GROKKED,12.051833481514743,17.24374624273316,6.583750358337567,4.468083123177139,1.6459375895843917,1.1170207807942847,0.04358352795538857,0.7182851103718825,0.8888737227581515,1,0
depth4_bal_AMAAMMAM,4,AMAAMMAM,0,8,4,4,5,0.6875,A,M,820480,4500,1.0,0.9977626132677033,0.8736945169712794,0.8472584856396866,50000,2825,GROKKED,16.57003145634237,16.33002546630879,10.785781626407534,4.784249829934802,2.6964454066018835,1.1960624574837004,0.07062881103745346,0.6057320990737377,0.7956268486326604,1,0
depth4_bal_AMAAMMMA,4,AMAAMMMA,0,8,4,4,4,0.625,A,A,820480,2850,1.0,0.9991050453070813,0.7728459530026109,0.5887728459530026,50000,2275,GROKKED,16.554019501060843,11.38360006610541,7.875344022504365,7.67867547855643,1.9688360056260912,1.9196688696391075,0.08694279683481078,0.5650055602533065,0.8130477751801833,1,0
depth4_bal_AMAMAAMM,4,AMAMAAMM,0,8,4,4,5,0.6875,A,M,820480,3525,1.0,0.9988813066338517,0.7898172323759791,0.6671018276762402,50000,3300,GROKKED,15.277881019874851,12.92180367474097,12.08798004926218,2.189900970612631,3.021995012315545,0.5474752426531577,0.12670104885360114,0.5426996366737707,0.8597886292311514,1,0
depth4_bal_AMAMAMAM,4,AMAMAMAM,0,8,4,4,7,0.625,A,M,820480,4425,1.0,0.9991050453070813,0.41808093994778067,0.30678851174934724,50000,3150,GROKKED,20.2625098503669,28.735007411982686,8.18237980543189,11.080130044934975,2.0455949513579723,2.770032511233744,0.09860745189604105,0.5316154910245361,0.7350346038567661,1,0
depth4_bal_AMAMAMMA,4,AMAMAMMA,0,8,4,4,6,0.5625,A,A,820480,3300,1.0,0.9972032665846291,0.39784595300261094,0.3302872062663185,50000,3175,GROKKED,21.833886553625614,10.97426637945043,13.891000914293166,6.942885639332414,3.4727502285732914,1.7357214098331035,0.5095363273028876,0.43632128838779555,0.7459014076181518,1,0
depth4_bal_AMAMMAAM,4,AMAMMAAM,0,8,4,4,5,0.5625,A,M,820480,2875,1.0,1.0,0.7891644908616188,0.7114882506527415,50000,2525,GROKKED,17.16439763526874,14.18360858967122,13.406117627414043,2.758280007854661,3.3515294068535106,0.6895700019636652,0.1899061442737836,0.5634917486275998,0.8059552703802706,1,0
depth4_bal_AMAMMAMA,4,AMAMMAMA,0,8,4,4,6,0.5,A,A,820480,2200,1.0,0.9989931759704664,1.0,0.9973890339425587,50000,1825,GROKKED,25.850435349067215,8.608831879862075,18.324617682765794,6.525817666301387,4.5811544206914485,1.6314544165753468,0.3716741230297528,0.3510038359427205,0.6472008671187988,1,0
depth4_bal_AMAMMMAA,4,AMAMMMAA,0,8,4,4,4,0.4375,A,A,820480,2025,1.0,0.9996643919901554,0.9350522193211488,0.8955613577023499,50000,1825,GROKKED,23.86333106466525,5.636674031696151,17.64592314469833,5.217407919966878,4.411480786174582,1.3043519799917196,0.16739290656620895,0.4405076442817525,0.7144187219736188,1,0
depth4_bal_AMMAAAMM,4,AMMAAAMM,0,8,4,4,3,0.625,A,M,820480,3025,1.0,0.9997762613267703,0.31657963446475196,0.24804177545691905,50000,2975,GROKKED,11.647182400458545,19.166817938143545,13.018256518169686,-2.371074117711185,3.2545641295424215,-0.5927685294277962,0.026029846320832765,0.754297916184656,0.8906024256675903,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,8,4,4,5,0.5625,A,M,820480,5025,1.0,0.9987694372972368,0.5512402088772846,0.34595300261096606,50000,3575,GROKKED,12.874320528078975,21.674492584360458,7.3649605531876645,4.509359974891272,1.8412401382969161,1.127339993722818,0.03828705953323862,0.6659802187018445,0.8244568510295985,1,0
depth4_bal_AMMAAMMA,4,AMMAAMMA,0,8,4,4,4,0.5,A,A,820480,2875,1.0,0.9996643919901554,0.7885117493472585,0.381201044386423,50000,2575,GROKKED,24.108115413189836,18.45427549392234,16.68621735251672,6.4218980606730725,4.17155433812918,1.6054745151682681,0.2385827514291624,0.3858986074832357,0.6564497336185552,1,0
depth4_bal_AMMAMAAM,4,AMMAMAAM,0,8,4,4,5,0.5,A,M,820480,2750,1.0,1.0,0.5969321148825065,0.4595300261096606,50000,2400,GROKKED,20.30044902723012,14.54833631569524,13.521690506589756,5.778758520640318,3.380422626647439,1.4446896301600796,0.4596280151634695,0.3916712146908394,0.6903552094290544,1,0
depth4_bal_AMMAMAMA,4,AMMAMAMA,0,8,4,4,6,0.4375,A,A,820480,2450,1.0,0.9991050453070813,0.8005874673629243,0.6292428198433421,50000,2375,GROKKED,25.387313781362046,12.017597020464116,19.793574166609186,4.593739614752819,4.948393541652297,1.1484349036882047,0.43066703115114147,0.426902491036026,0.7098630751125474,1,0
depth4_bal_AMMAMMAA,4,AMMAMMAA,0,8,4,4,4,0.375,A,A,820480,4300,1.0,0.9996643919901554,0.5522193211488251,0.12532637075718014,50000,3600,GROKKED,20.178028734160343,50.713458547497616,14.055425756868654,5.122602977291643,3.5138564392171636,1.2806507443229107,0.2022434278519821,0.4317142481160526,0.7545865653262426,1,0
depth4_bal_AMMMAAAM,4,AMMMAAAM,0,8,4,4,3,0.4375,A,M,820480,2975,1.0,0.9994406533169258,0.7193211488250653,0.6318537859007833,50000,2150,GROKKED,20.02084932122352,12.282773894981867,11.964882812718347,7.055966508505124,2.9912207031795868,1.763991627126281,0.18694556523341915,0.48544545869069883,0.7544608791207323,1,0
depth4_bal_AMMMAAMA,4,AMMMAAMA,0,8,4,4,4,0.375,A,A,820480,2300,1.0,0.9992169146436961,1.0,0.9464751958224543,50000,2200,GROKKED,28.15558303407032,18.69885898848843,20.359658571462354,6.795924462607934,5.089914642865589,1.6989811156519834,0.2726725220813149,0.41642047990282727,0.6575678156487218,1,0
depth4_bal_AMMMAMAA,4,AMMMAMAA,0,8,4,4,4,0.3125,A,A,820480,2500,1.0,0.9989931759704664,0.768603133159269,0.4608355091383812,50000,2200,GROKKED,11.039639179008569,16.174922476483058,7.327603409226322,2.712035769782208,1.8319008523065805,0.678008942445552,0.03971115343119699,0.726187754287776,0.8920292447015019,1,0
depth4_bal_AMMMMAAA,4,AMMMMAAA,0,8,4,4,2,0.25,A,A,820480,4775,1.0,0.9967557892381698,0.7868798955613577,0.2859007832898172,50000,4600,GROKKED,8.682313478972166,45.832966462979755,3.49233562814228,4.189977850829846,0.87308390703557,1.0474944627074616,0.02168888241123127,0.8466992195643174,0.9251603000735931,1,0
depth4_bal_MAAAAMMM,4,MAAAAMMM,0,8,4,4,2,0.75,M,M,820480,2425,1.0,0.9991050453070813,0.9660574412532638,0.9516971279373369,50000,2300,GROKKED,16.518115116015093,16.043539173445545,15.167558425444382,0.3505566905706674,3.7918896063610954,0.08763917264266685,0.06815186276695893,0.5827355549331383,0.8331056478777954,1,0
depth4_bal_MAAAMAMM,4,MAAAMAMM,0,8,4,4,4,0.6875,M,M,820480,2825,1.0,0.9987694372972368,0.606396866840731,0.31070496083550914,50000,2550,GROKKED,10.096160940970222,30.738491120864364,7.897421805419133,1.1987391355510528,1.9743554513547832,0.2996847838877632,0.0407712948579806,0.7841663275321912,0.9350074032334447,1,0
depth4_bal_MAAAMMAM,4,MAAAMMAM,0,8,4,4,4,0.625,M,M,820480,2800,1.0,0.9983219599507774,0.34399477806788514,0.2154046997389034,50000,2450,GROKKED,19.823363740218554,13.573783250704036,13.123456665571759,5.699907074646754,3.2808641663929397,1.4249767686616885,0.16467548185511457,0.4637773411499963,0.7692515695019014,1,0
depth4_bal_MAAAMMMA,4,MAAAMMMA,0,8,4,4,3,0.5625,M,A,820480,3350,1.0,0.9978744826043181,0.8880548302872062,0.5469973890339426,50000,3100,GROKKED,19.19303866314283,17.4912419630207,9.687228442729879,8.50581022041291,2.4218071106824697,2.1264525551032274,0.10460726338111667,0.538138704809737,0.7685949975673873,1,0
depth4_bal_MAAMAAMM,4,MAAMAAMM,0,8,4,4,4,0.625,M,M,820480,2075,1.0,0.9997762613267703,0.418733681462141,0.24412532637075718,50000,1975,GROKKED,10.525935491835945,14.195351105650136,12.220852045962289,-2.6949165541263795,3.0552130114905722,-0.6737291385315949,0.01994979182443806,0.7787110042675527,0.9165734089778667,1,0
depth4_bal_MAAMAMAM,4,MAAMAMAM,0,8,4,4,6,0.5625,M,M,820480,2450,1.0,0.998657567960622,1.0,0.8720626631853786,50000,2300,GROKKED,25.88996564604341,25.292239224291855,15.243979811113963,9.6459858349294,3.8109949527784908,2.41149645873235,0.15475343642349512,0.4111673484992967,0.6692004829685103,1,0
depth4_bal_MAAMAMMA,4,MAAMAMMA,0,8,4,4,5,0.5,M,A,820480,2300,1.0,0.9964201812283253,0.6227154046997389,0.2989556135770235,50000,1975,GROKKED,18.191769506697174,28.648650920425762,11.890615053547007,5.301154453150124,2.972653763386752,1.325288613287531,0.10436845335923964,0.5500924079787423,0.7833802137023355,1,0
depth4_bal_MAAMMAAM,4,MAAMMAAM,0,8,4,4,4,0.5,M,M,820480,1625,1.0,0.9996643919901554,1.0,0.9986945169712794,50000,1425,GROKKED,24.11538175582503,15.069591558251833,16.33644524278172,6.778936513043271,4.08411131069543,1.6947341282608177,0.42233239141631673,0.37745639260345853,0.659428989321469,1,0
depth4_bal_MAAMMAMA,4,MAAMMAMA,0,8,4,4,5,0.4375,M,A,820480,1850,1.0,0.9956370958720214,0.8942558746736292,0.7610966057441253,50000,1625,GROKKED,21.059009475284586,10.195219810235379,16.830646348770806,3.2283631265137487,4.2076615871927014,0.8070907816284372,0.222937104362683,0.5290128778788644,0.7561647129643153,1,0
depth4_bal_MAAMMMAA,4,MAAMMMAA,0,8,4,4,3,0.375,M,A,820480,2700,1.0,0.9992169146436961,1.0,1.0,50000,2575,GROKKED,26.41098095878785,4.737702171336272,19.2920684618681,6.118912496919706,4.823017115467025,1.5297281242299265,0.3245380654912421,0.3677891638014337,0.6543147667079781,1,0
depth4_bal_MAMAAAMM,4,MAMAAAMM,0,8,4,4,4,0.5625,M,M,820480,3625,1.0,0.9997762613267703,0.6259791122715405,0.5378590078328982,50000,3300,GROKKED,9.707623926646875,17.498412069722594,10.838896271902962,-2.131272345256126,2.7097240679757406,-0.5328180863140315,0.01721405917237107,0.7540863085952303,0.8885222166810238,1,0
depth4_bal_MAMAAMAM,4,MAMAAMAM,0,8,4,4,6,0.5,M,M,820480,2625,1.0,0.9994406533169258,0.79177545691906,0.5639686684073107,50000,1975,GROKKED,12.570595394663979,19.131572103834216,8.009672961332528,3.560922433331405,2.002418240333132,0.8902306083328513,0.029242377602687285,0.7141786689422978,0.8612974701836188,1,0
depth4_bal_MAMAAMMA,4,MAMAAMMA,0,8,4,4,5,0.4375,M,A,820480,1675,1.0,0.9994406533169258,0.5698433420365535,0.4464751958224543,50000,1600,GROKKED,18.186678280903358,9.993853394411786,13.452177340528408,3.734500940374917,3.363044335132102,0.9336252350937293,0.05637970448710531,0.5843877465925607,0.8092693575127305,1,0
depth4_bal_MAMAMAAM,4,MAMAMAAM,0,8,4,4,6,0.4375,M,M,820480,2500,1.0,0.9985456986240071,0.5864882506527415,0.25718015665796345,50000,2125,GROKKED,15.159414086270385,13.138410848698872,10.66647673013619,3.4929373561341523,2.6666191825340473,0.8732343390335381,0.047864265101974654,0.6477684412448744,0.8251719462419095,1,0
depth4_bal_MAMAMAMA,4,MAMAMAMA,0,8,4,4,7,0.375,M,A,820480,1450,1.0,0.9997762613267703,0.8028720626631853,0.5548302872062664,50000,1225,GROKKED,19.7787980328535,13.811724669171461,14.644963586326401,4.133834446527053,3.6612408965816003,1.0334586116317632,0.21566015163236443,0.4644825776500844,0.7754680038562549,1,0
depth4_bal_MAMAMMAA,4,MAMAMMAA,0,8,4,4,5,0.3125,M,A,820480,4500,1.0,0.9978744826043181,0.7395561357702349,0.7336814621409922,50000,3850,GROKKED,21.11716590737193,15.482067768064898,14.323370404787275,5.793795502584624,3.5808426011968186,1.448448875646156,0.1723486944194464,0.4520888709917805,0.7561768721231577,1,0
depth4_bal_MAMMAAAM,4,MAMMAAAM,0,8,4,4,4,0.375,M,M,820480,2175,1.0,0.9983219599507774,1.0,1.0,50000,1975,GROKKED,20.8777079389001,12.927874272463479,16.16385352188916,3.7138544170108996,4.04096338047229,0.9284636042527249,0.1009254387359423,0.5475060220221848,0.764420956025153,1,0
