run_id,depth,schedule,seed_implicit,num_blocks,num_attention,num_mlp,num_alternations,a_before_m_score,first_block,last_block,param_count,best_val_epoch,best_val_acc,test_acc_at_best_val,final_train_acc,final_val_acc,final_epoch,grokking_tau,status,final_rep_erank_best_val,final_rep_erank_final,sum_delta_A_best_val,sum_delta_M_best_val,mean_delta_A_best_val,mean_delta_M_best_val,same_sum_ratio_best_val,top5_mass_best_val,top10_mass_best_val,is_balanced,is_control
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,8,4,4,5,0.3125,M,A,820480,1875,1.0,0.9982100906141627,0.7699086161879896,0.49869451697127937,50000,1575,GROKKED,19.689225253047308,19.657330030702337,14.847481634312693,3.8417436187345775,3.7118704085781733,0.9604359046836444,0.16957166224774406,0.5556949462672451,0.7866615612452029,1,0
depth4_bal_MAMMAMAA,4,MAMMAMAA,0,8,4,4,5,0.25,M,A,820480,2050,1.0,0.9998881306633851,0.6889686684073107,0.27284595300261094,50000,1900,GROKKED,18.572697199081798,30.960481510252645,14.67898349120994,2.893713707871818,3.669745872802485,0.7234284269679545,0.0797276979077791,0.570780959651294,0.7992728633195998,1,0
depth4_bal_MAMMMAAA,4,MAMMMAAA,0,8,4,4,3,0.1875,M,A,820480,4025,1.0,0.9970913972480143,1.0,0.9451697127937336,50000,3475,GROKKED,16.377999964139562,8.140461053780008,12.314366463571913,3.063633500567609,3.0785916158929783,0.7659083751419022,0.06736771386010958,0.6031567300195213,0.823925584190526,1,0
depth4_bal_MMAAAAMM,4,MMAAAAMM,0,8,4,4,2,0.5,M,M,820480,2650,1.0,0.9987694372972368,0.5205613577023499,0.3733681462140992,50000,2500,GROKKED,10.79430611541152,13.21597890337916,11.08603204459272,-1.2917259291812453,2.77150801114818,-0.3229314822953113,0.015838312815395172,0.7860628078668155,0.9025340833615493,1,0
depth4_bal_MMAAAMAM,4,MMAAAMAM,0,8,4,4,4,0.4375,M,M,820480,2825,1.0,0.9985456986240071,1.0,0.9973890339425587,50000,2625,GROKKED,22.53985686121499,9.570788831268157,13.124209031347634,8.41564782986731,3.2810522578369086,2.1039119574668277,0.13958725633673133,0.4898709087463323,0.7146547000497763,1,0
depth4_bal_MMAAAMMA,4,MMAAAMMA,0,8,4,4,3,0.375,M,A,820480,1950,1.0,1.0,0.26795039164490864,0.2924281984334204,50000,1900,GROKKED,11.487044173433901,9.36412171414987,10.166523032292304,0.3205211411415565,2.541630758073076,0.08013028528538912,0.03340721814846815,0.7806955368297508,0.905422919107549,1,0
depth4_bal_MMAAMAAM,4,MMAAMAAM,0,8,4,4,4,0.375,M,M,820480,3850,1.0,0.9985456986240071,0.35280678851174935,0.1174934725848564,50000,3775,GROKKED,20.5520101873326,20.0193648667578,9.944916108996825,9.60709407833572,2.4862290272492062,2.40177351958393,0.15794388374644722,0.5164395084337773,0.7835933186940561,1,0
depth4_bal_MMAAMAMA,4,MMAAMAMA,0,8,4,4,5,0.3125,M,A,820480,2200,1.0,0.9992169146436961,1.0,0.9960835509138382,50000,1950,GROKKED,22.755652058476127,11.456799242030531,18.539407169076952,3.2162448893991282,4.634851792269238,0.8040612223497821,0.2184689374475578,0.431202475593656,0.748913049049309,1,0
depth4_bal_MMAAMMAA,4,MMAAMMAA,0,8,4,4,3,0.25,M,A,820480,3775,1.0,0.9989931759704664,0.827023498694517,0.17232375979112272,50000,3575,GROKKED,20.624284292559818,40.369578205247905,15.714403062078954,3.909881230480819,3.9286007655197386,0.9774703076202047,0.11532898885808324,0.494197164005584,0.7524145004690748,1,0
depth4_bal_MMAMAAAM,4,MMAMAAAM,0,8,4,4,4,0.3125,M,M,820480,3250,1.0,0.9996643919901554,1.0,0.9986945169712794,50000,2375,GROKKED,13.010563002207906,12.393319217350527,11.480513686171577,0.5300493160362854,2.870128421542894,0.13251232900907134,0.040472563209136614,0.6700416351626923,0.845937119411557,1,0
depth4_bal_MMAMAAMA,4,MMAMAAMA,0,8,4,4,5,0.25,M,A,820480,2050,1.0,0.9951896185255621,0.5877937336814621,0.40339425587467365,50000,1975,GROKKED,22.11522465335091,8.535150027754952,17.012713632742397,4.10251102060847,4.253178408185599,1.0256277551521176,0.11344874778162647,0.554298687954959,0.7603808745076615,1,0
depth4_bal_MMAMAMAA,4,MMAMAMAA,0,8,4,4,5,0.1875,M,A,820480,6725,1.0,0.9970913972480143,0.8240861618798956,0.762402088772846,50000,5500,GROKKED,7.783129922441514,10.075087033007776,4.997188262153156,1.7859416602883236,1.249297065538289,0.4464854150720809,0.018369535483148652,0.8655137048444695,0.9533183535962004,1,0
depth4_bal_MMAMMAAA,4,MMAMMAAA,0,8,4,4,3,0.125,M,A,820480,6375,1.0,0.9995525226535407,0.9990208877284595,0.9921671018276762,50000,6025,GROKKED,10.504630682955023,6.413377477513175,7.75392886953505,1.7507018134199264,1.9384822173837626,0.4376754533549816,0.01917659367240285,0.7599001264426347,0.8807084799810411,1,0
depth4_bal_MMMAAAAM,4,MMMAAAAM,0,8,4,4,2,0.25,M,M,820480,2075,1.0,0.9994406533169258,0.6850522193211488,0.4660574412532637,50000,1925,GROKKED,24.0315440756264,22.071752005599773,17.65749745426775,5.3740466213586044,4.414374363566938,1.3435116553396511,0.11348223363705295,0.4866141309263993,0.7214611269347911,1,0
depth4_bal_MMMAAAMA,4,MMMAAAMA,0,8,4,4,3,0.1875,M,A,820480,2600,1.0,0.9969795279113994,0.7180156657963447,0.5535248041775457,50000,2525,GROKKED,32.97456018062061,13.81126366081753,22.365475238737478,9.609084941883086,5.5913688096843694,2.4022712354707716,0.4717707458631173,0.3535438928925344,0.591806146802534,1,0
depth4_bal_MMMAAMAA,4,MMMAAMAA,0,8,4,4,3,0.125,M,A,820480,2250,1.0,0.995972703881866,1.0,1.0,50000,2225,GROKKED,29.998842862307995,7.544123236116329,23.46304557278963,5.5357972895183245,5.865761393197407,1.3839493223795811,0.1612530157389058,0.44184315431914983,0.6761384860597373,1,0
depth4_bal_MMMAMAAA,4,MMMAMAAA,0,8,4,4,3,0.0625,M,A,820480,5375,1.0,0.9983219599507774,0.5757180156657964,0.489556135770235,50000,4900,GROKKED,16.37085180003082,9.791345752012596,11.839076236920633,3.5317755631101537,2.959769059230158,0.8829438907775384,0.06355763424424393,0.6105503281799132,0.8362279213151975,1,0
depth4_bal_MMMMAAAA,4,MMMMAAAA,0,8,4,4,1,0.0,M,A,820480,10025,1.0,0.996643919901555,0.6612271540469974,0.26631853785900783,50000,9300,GROKKED,11.39617311029781,26.069884858564283,10.396173110297774,-2.6645352591003757e-15,2.5990432775744434,-6.661338147750939e-16,0.03136528728044625,0.7287396059669062,0.8589370403643657,1,0
depth2_control_AAAA,2,AAAA,0,4,4,0,0,nan,A,A,293632,19475,0.010443864229765013,0.0038035574449043516,1.0,0.0013054830287206266,50000,,MEMORIZED_ONLY,71.02161560285008,69.88672820771387,70.02161560285003,nan,17.50540390071251,nan,1.2376328313541645,0.14644615974669958,0.26578880276813527,0,1
depth2_control_MMMM,2,MMMM,0,4,0,4,0,nan,M,M,556288,1,0.010443864229765013,0.008278330909497707,0.01174934725848564,0.007832898172323759,50000,,FAILED_TO_FIT,1.0000000000000349,1.0000000000000329,nan,-1.5543122344752192e-15,nan,-3.885780586188048e-16,0.918181415840194,1.0,1.0,0,1
depth3_control_AAAAAA,3,AAAAAA,0,6,6,0,0,nan,A,A,425728,46600,0.018276762402088774,0.012529365700861394,0.5140339425587467,0.01174934725848564,50000,,FAILED_TO_FIT,78.38501892399097,75.63968960028326,77.38501892399093,nan,12.897503153998487,nan,1.2340475940945128,0.13110107604082308,0.23861111678224436,0,1
depth3_control_MMMMMM,3,MMMMMM,0,6,0,6,0,nan,M,M,819712,1,0.014360313315926894,0.007830853563038372,0.01174934725848564,0.007832898172323759,50000,,FAILED_TO_FIT,1.0000000000000449,1.0000000000000377,nan,9.325873406851315e-15,nan,1.5543122344752192e-15,0.9586320492111703,1.0,1.0,0,1
depth4_control_AAAAAAAA,4,AAAAAAAA,0,8,8,0,0,nan,A,A,557824,20550,1.0,1.0,0.6455613577023499,0.14360313315926893,41450,20225,GROKKED,9.452116725089105,31.66313995386559,8.45211672508906,nan,1.0565145906361324,nan,0.030440542638308418,0.8151047980724765,0.9391604869369505,0,1
depth4_control_MMMMMMMM,4,MMMMMMMM,0,8,0,8,0,nan,M,M,1083136,25,0.007832898172323759,0.007942722899653205,0.01174934725848564,0.007832898172323759,50000,,FAILED_TO_FIT,1.0000000000000373,1.0000000000000404,nan,3.774758283725532e-15,nan,4.718447854656915e-16,1.010106975357532,1.0,1.0,0,1
