run_name,variant,seed,epoch,checkpoint_label,train_acc,val_acc,sum_delta_attn,sum_delta_mlp,final_rep_erank,layer0_delta_mlp,layer1_delta_mlp,layer2_delta_mlp,layer0_delta_attn,layer1_delta_attn,layer2_delta_attn
freeze_A0_seed2,freeze_A0,2,0,random_init,,,78.3517821138311,-12.143045422972747,67.2087366908584,-3.438255558204361,-4.671781827255899,-4.033008037512488,66.58741665696664,8.812433742903565,2.951931713960903
freeze_A0_seed2,freeze_A0,2,100,first_train_acc_ge_0.99,0.9973890339425587,0.007832898172323759,68.68156608263817,15.25567563561276,84.93724171825097,-20.28260873707459,-4.595825607750903,40.134109980438254,59.72032099149689,-8.593148341366824,17.554393432508103
freeze_A0_seed2,freeze_A0,2,100,periodic_full,0.9973890339425587,0.007832898172323759,68.68156608263817,15.25567563561276,84.93724171825097,-20.28260873707459,-4.595825607750903,40.134109980438254,59.72032099149689,-8.593148341366824,17.554393432508103
freeze_A0_seed2,freeze_A0,2,200,periodic_full,1.0,0.005221932114882507,66.18969373822655,13.532544099466907,80.72223783769348,-22.02799679676943,-6.275150306472614,41.83569120270895,55.08464932251258,-8.318721667914119,19.423766083628085
freeze_A0_seed2,freeze_A0,2,300,periodic_full,1.0,0.0026109660574412533,62.569903030748705,14.91426468131186,78.48416771206061,-21.92027675278262,-4.974484851833065,41.809026285927544,49.51856385913582,-6.157880307737219,19.209219479350104
freeze_A0_seed2,freeze_A0,2,400,periodic_full,1.0,0.006527415143603133,58.74578843535873,18.82094296322443,78.5667313985832,-20.21238574798775,-3.777163820069333,42.81049253128151,43.99567962473035,-4.156452475144764,18.90656128577315
freeze_A0_seed2,freeze_A0,2,500,periodic_full,0.9337467362924282,0.007832898172323759,54.59857164684993,23.220130587395094,78.81870223424507,-18.057540660040594,-2.229672129454233,43.50734337688992,39.12120596810339,-2.6905599177967616,18.16792559654331
freeze_A0_seed2,freeze_A0,2,600,periodic_full,1.0,0.009138381201044387,51.97310684959767,23.070390023353625,76.04349687295134,-15.78802843436145,-2.8736791777538215,41.7320976354689,35.26692406788012,-1.997576513099311,18.703759294816862
freeze_A0_seed2,freeze_A0,2,700,periodic_full,1.0,0.009138381201044387,49.28769165465519,23.957112807899605,74.24480446255484,-13.764453581416142,-2.758039725809054,40.4796061151248,32.06726232491698,-1.314399987463009,18.534829317201215
freeze_A0_seed2,freeze_A0,2,800,periodic_full,0.987597911227154,0.009138381201044387,46.73953020107092,24.272250000499284,72.01178020157025,-12.270922058816971,-2.5841460646715717,39.12731812398783,29.811923597174655,-0.9303561543972236,17.857962758293493
freeze_A0_seed2,freeze_A0,2,900,periodic_full,1.0,0.006527415143603133,46.13475338513942,29.787585400170798,76.92233878531026,-11.3849013878039,-2.204191690367523,43.37667847834222,28.596220729169012,-0.7096737143422551,18.248206370312662
freeze_A0_seed2,freeze_A0,2,1000,periodic_full,0.9986945169712794,0.01174934725848564,44.76531731152919,31.4885824497705,77.25389976129972,-10.778019261336581,-1.9642030636387382,44.23080477474582,27.717063502706882,-0.5858689900594491,17.63412279888175
freeze_A0_seed2,freeze_A0,2,1100,periodic_full,1.0,0.007832898172323759,43.7919380652298,29.65564615195777,74.44758421718761,-9.95377816941527,-2.3247460902552817,41.93417041162832,26.73565085914321,-0.5284171017289871,17.584704307815578
freeze_A0_seed2,freeze_A0,2,1200,periodic_full,0.9983681462140992,0.010443864229765013,42.8841379918822,30.67631320823865,74.5604512001209,-9.623458845406002,-2.2298946955390804,42.52966674918373,26.27396980232584,-0.48272455342024756,17.09289274297661
freeze_A0_seed2,freeze_A0,2,1300,periodic_full,1.0,0.010443864229765013,42.89611992102327,31.0546568795306,74.95077680055391,-9.42819765724618,-2.266101054221796,42.74895559099858,26.154259926830154,-0.5525281647323155,17.294388158925436
freeze_A0_seed2,freeze_A0,2,1400,periodic_full,1.0,0.010443864229765013,42.02520083448273,30.350181831734893,73.37538266621767,-9.137089178525418,-2.276497503483501,41.76376851374381,25.8023055345263,-0.5653678379877292,16.78826313794416
freeze_A0_seed2,freeze_A0,2,1500,periodic_full,1.0,0.013054830287206266,41.55920342339398,30.245236916428656,72.80444033982268,-8.96589296217698,-2.2835118648252966,41.49464174343093,25.54193307411268,-0.5449813702108344,16.56225171949213
freeze_A0_seed2,freeze_A0,2,1600,periodic_full,1.0,0.014360313315926894,42.00367856347623,32.75913845824252,75.76281702171877,-9.134155351164779,-1.9977367391018142,43.89103054850911,25.750658902810777,-0.5552890795217884,16.808308740187236
freeze_A0_seed2,freeze_A0,2,1700,periodic_full,1.0,0.014360313315926894,40.73102483842625,30.57466780934258,72.30569264776886,-8.63658687124217,-2.22046528901525,41.431719969599996,25.128700435522973,-0.6028756861719522,16.205200089075227
freeze_A0_seed2,freeze_A0,2,1800,periodic_full,1.0,0.013054830287206266,40.09777932320873,29.73687296109734,70.8346522843061,-8.49455866868627,-2.2492773881374752,40.480709017921086,24.85066338936341,-0.596993396897151,15.844109330742466
freeze_A0_seed2,freeze_A0,2,1900,periodic_full,0.9986945169712794,0.018276762402088774,39.6360087095807,29.31896823444749,69.95497694402823,-8.642122039006612,-2.238189062789184,40.199279336243286,24.896318080879723,-0.6534043259630522,15.393094954664027
freeze_A0_seed2,freeze_A0,2,2000,periodic_full,1.0,0.015665796344647518,39.56483820721437,29.199662443737964,69.76450065095237,-8.794558092936683,-2.218875192057494,40.21309572873214,24.93105250091537,-0.6824791788893911,15.31626488518839
freeze_A0_seed2,freeze_A0,2,2100,periodic_full,1.0,0.016971279373368148,39.7315705666825,29.806874061321032,70.53844462800357,-8.774822910591272,-2.141781980026016,40.72347895193832,24.83297467163104,-0.6469506533112366,15.545546548362696
freeze_A0_seed2,freeze_A0,2,2200,periodic_full,1.0,0.015665796344647518,39.534098079890605,31.675327063333086,72.20942514322373,-8.840188332944575,-1.9482063447831486,42.46372174106081,24.785445860234397,-0.5513337828850133,15.299986002541221
freeze_A0_seed2,freeze_A0,2,2300,periodic_full,1.0,0.0195822454308094,38.69335152488236,29.7141534661146,69.407504990997,-8.594053747113975,-2.034179108799588,40.34238632202816,24.43205313832621,-0.5620877230464814,14.823386109602627
freeze_A0_seed2,freeze_A0,2,2400,periodic_full,0.7030026109660574,0.020887728459530026,39.33178593950702,30.02311433857009,70.35490027807715,-8.900382985132556,-1.1353722932169443,40.05886961691959,24.71641336303075,-0.7287953199313009,15.344167896407575
freeze_A0_seed2,freeze_A0,2,2500,periodic_full,1.0,0.02349869451697128,38.27470989614067,25.76216495023604,65.03687484637675,-8.352611276892166,-2.0778441865634907,36.1926204136917,24.011686744664082,-0.5408274202708263,14.803850571747416
freeze_A0_seed2,freeze_A0,2,2600,periodic_full,1.0,0.024804177545691905,38.24045470826037,26.665896021725825,65.90635072998623,-8.114798895718238,-2.034802843838637,36.8154977612827,23.747034500666178,-0.5108514543185727,15.004271661912764
