run_id,depth,schedule,seed,checkpoint_label,epoch,train_acc,val_acc,test_acc_at_best_val_if_applicable,block_index,block_type,erank_before,erank_after,delta_erank,relative_delta_erank,is_attention,is_mlp
depth2_bal_MAAM,2,MAAM,0,random_init,0,,,,0,M,1.0000000000000435,1.000000000000043,-4.440892098500626e-16,-4.440892098500433e-16,0,1
depth2_bal_MAAM,2,MAAM,0,random_init,0,,,,1,A,1.000000000000043,68.35131986786119,67.35131986786115,67.35131986785825,1,0
depth2_bal_MAAM,2,MAAM,0,random_init,0,,,,2,A,68.35131986786119,76.31899332393506,7.967673456073868,0.11656941623771438,1,0
depth2_bal_MAAM,2,MAAM,0,random_init,0,,,,3,M,76.31899332393506,75.78503809349323,-0.5339552304418334,-0.006996361026087788,0,1
depth2_bal_MAAM,2,MAAM,0,best_val,14125,1.0,1.0,0.9956370958720214,0,M,1.0000000000000375,1.0000000000000389,1.3322676295501878e-15,1.332267629550138e-15,0,1
depth2_bal_MAAM,2,MAAM,0,best_val,14125,1.0,1.0,0.9956370958720214,1,A,1.0000000000000389,9.105902803930709,8.10590280393067,8.105902803930356,1,0
depth2_bal_MAAM,2,MAAM,0,best_val,14125,1.0,1.0,0.9956370958720214,2,A,9.105902803930709,17.49080409361069,8.384901289679982,0.920820424973184,1,0
depth2_bal_MAAM,2,MAAM,0,best_val,14125,1.0,1.0,0.9956370958720214,3,M,17.49080409361069,31.505989465698743,14.015185372088052,0.8012887970775302,0,1
depth2_bal_MAAM,2,MAAM,0,final,19200,1.0,1.0,,0,M,1.0000000000000322,1.0000000000000364,4.218847493575595e-15,4.218847493575459e-15,0,1
depth2_bal_MAAM,2,MAAM,0,final,19200,1.0,1.0,,1,A,1.0000000000000364,7.844433728651363,6.844433728651326,6.844433728651077,1,0
depth2_bal_MAAM,2,MAAM,0,final,19200,1.0,1.0,,2,A,7.844433728651363,13.313873730654675,5.469440002003313,0.6972383464757289,1,0
depth2_bal_MAAM,2,MAAM,0,final,19200,1.0,1.0,,3,M,13.313873730654675,21.9284056893338,8.614531958679125,0.6470342240699265,0,1
depth2_bal_MAAM,2,MAAM,0,first_train_acc_ge_0.99,225,0.9970626631853786,0.007832898172323759,,0,M,1.0000000000000446,1.000000000000039,-5.551115123125783e-15,-5.551115123125535e-15,0,1
depth2_bal_MAAM,2,MAAM,0,first_train_acc_ge_0.99,225,0.9970626631853786,0.007832898172323759,,1,A,1.000000000000039,18.086950579409475,17.086950579409436,17.086950579408768,1,0
depth2_bal_MAAM,2,MAAM,0,first_train_acc_ge_0.99,225,0.9970626631853786,0.007832898172323759,,2,A,18.086950579409475,30.500365772156183,12.413415192746708,0.686318853929881,1,0
depth2_bal_MAAM,2,MAAM,0,first_train_acc_ge_0.99,225,0.9970626631853786,0.007832898172323759,,3,M,30.500365772156183,72.7882992533317,42.287933481175514,1.3864729950150374,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.05,12800,1.0,0.057441253263707574,,0,M,1.0000000000000422,1.000000000000045,2.886579864025407e-15,2.886579864025285e-15,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.05,12800,1.0,0.057441253263707574,,1,A,1.000000000000045,10.699459680322706,9.699459680322661,9.699459680322224,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.05,12800,1.0,0.057441253263707574,,2,A,10.699459680322706,24.62583043852948,13.926370758206774,1.3015957042969801,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.05,12800,1.0,0.057441253263707574,,3,M,24.62583043852948,60.09108142486532,35.465250986335846,1.4401646707859668,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.25,13725,0.9748694516971279,0.34986945169712796,,0,M,1.0000000000000495,1.000000000000043,-6.439293542825908e-15,-6.439293542825589e-15,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.25,13725,0.9748694516971279,0.34986945169712796,,1,A,1.000000000000043,10.93041325170207,9.930413251702028,9.9304132517016,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.25,13725,0.9748694516971279,0.34986945169712796,,2,A,10.93041325170207,23.060707333626333,12.130294081924262,1.109774516533979,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.25,13725,0.9748694516971279,0.34986945169712796,,3,M,23.060707333626333,56.930216630787164,33.86950929716083,1.4687107731415279,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.50,13825,1.0,0.5339425587467362,,0,M,1.0000000000000466,1.0000000000000342,-1.2434497875801753e-14,-1.2434497875801174e-14,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.50,13825,1.0,0.5339425587467362,,1,A,1.0000000000000342,10.477217204818972,9.477217204818938,9.477217204818615,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.50,13825,1.0,0.5339425587467362,,2,A,10.477217204818972,21.690621499873494,11.213404295054522,1.070265517631623,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.50,13825,1.0,0.5339425587467362,,3,M,21.690621499873494,48.94930727960937,27.258685779735877,1.2567037684879088,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.75,13950,1.0,0.7532637075718016,,0,M,1.0000000000000389,1.0000000000000435,4.6629367034256575e-15,4.662936703425476e-15,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.75,13950,1.0,0.7532637075718016,,1,A,1.0000000000000435,9.952857229894631,8.952857229894587,8.952857229894198,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.75,13950,1.0,0.7532637075718016,,2,A,9.952857229894631,20.328414456143364,10.375557226248732,1.0424702159983235,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.75,13950,1.0,0.7532637075718016,,3,M,20.328414456143364,41.39297384953574,21.06455939339238,1.0362126096374698,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.95,14075,1.0,0.9751958224543081,,0,M,1.0000000000000437,1.0000000000000422,-1.5543122344752192e-15,-1.5543122344751511e-15,0,1
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.95,14075,1.0,0.9751958224543081,,1,A,1.0000000000000422,9.474286166044486,8.474286166044443,8.474286166044086,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.95,14075,1.0,0.9751958224543081,,2,A,9.474286166044486,18.4331463575255,8.958860191481016,0.9455973816359127,1,0
depth2_bal_MAAM,2,MAAM,0,first_val_acc_ge_0.95,14075,1.0,0.9751958224543081,,3,M,18.4331463575255,34.252615673580195,15.819469316054693,0.8582077638414806,0,1
