layer,erank_pre,erank_mid,erank_post,delta_attn,delta_mlp
0,,,,1.0163546715897402,0.1223617902544114
1,,,,3.397199844377448,5.487502916311454
2,,,,4.62860634712735,6.078680610058623
3,,,,5.16257045318612,12.928537804755837

sum_delta_attn,14.20473131628066
sum_delta_mlp,24.617083121380325
