model,actual_query_pair,pred_eq_s01,pred_eq_s02,pred_eq_s12,pred_eq_none
hybrid_small_p23_m3_standard_2layer_seed0,01,0.3148148148148148,0.32648953301127215,0.286634460547504,0.07206119162640902
hybrid_small_p23_m3_standard_2layer_seed0,02,0.33801652892561984,0.3049586776859504,0.28884297520661156,0.06818181818181818
hybrid_small_p23_m3_standard_2layer_seed0,12,0.34584897788902796,0.3212348769294952,0.2657488527325824,0.06716729244889445
hybrid_small_p23_m3_standard_3layer_seed0,01,0.3325281803542673,0.33413848631239934,0.29871175523349436,0.03462157809983897
hybrid_small_p23_m3_standard_3layer_seed0,02,0.3888429752066116,0.2847107438016529,0.29256198347107437,0.033884297520661154
hybrid_small_p23_m3_standard_3layer_seed0,12,0.3550271172298707,0.33208176887776386,0.27492699207342514,0.03796412181894034
hybrid_small_p23_m3_standard_4layer_seed0,01,0.3272946859903382,0.357085346215781,0.30152979066022545,0.014090177133655395
hybrid_small_p23_m3_standard_4layer_seed0,02,0.3822314049586777,0.31322314049586775,0.2900826446280992,0.014462809917355372
hybrid_small_p23_m3_standard_4layer_seed0,12,0.3813099707968294,0.33667083854818525,0.2690863579474343,0.012932832707551106
