epoch,train_loss,val_loss,test_loss,sum_train_acc,sum_val_acc,sum_test_acc,r1_train_acc,r1_val_acc,r1_test_acc,r2_train_acc,r2_val_acc,r2_test_acc,best_sum_val_acc
31,3.6353244979308683,3.706784042818793,3.7006255593793145,0.35470283043098577,0.3221917808219178,0.3188604300780715,0.2548244036917176,0.24794520547945206,0.2528420764278866,0.2498587352956285,0.25123287671232875,0.24558279687714013,1.0
32,3.6004844752982192,3.6762443657579094,3.6675766418720115,0.3611924453348402,0.3150684931506849,0.32694151486097794,0.25795791167959453,0.25438356164383563,0.2565401999726065,0.2588483073919967,0.25904109589041097,0.2524311738118066,1.0
33,3.574945402978289,3.6345510482788086,3.63557610840633,0.35906919402065035,0.3253424657534247,0.325297904396658,0.25871132343624254,0.2550684931506849,0.24243254348719354,0.2520162325987569,0.25287671232876713,0.25407478427612656,1.0
34,3.5455795719113414,3.6548543551872514,3.653093625759256,0.36436019931165564,0.32616438356164384,0.32913299548007124,0.2612968956011027,0.24794520547945206,0.25078756334748664,0.2584373555247342,0.2553424657534247,0.2580468428982331,1.0
35,3.525956436015633,3.559262916959565,3.5477219121209504,0.36108970736802454,0.32972602739726026,0.33570743733735103,0.2638482217770244,0.25794520547945204,0.2574989727434598,0.2603551309052927,0.26465753424657534,0.262155869059033,1.0
36,3.496730871075626,3.5658622939011146,3.55804389920728,0.36365815653841543,0.32082191780821917,0.3254348719353513,0.2649440934230578,0.25260273972602737,0.2665388302972196,0.2628037191143987,0.2672602739726027,0.25873168059169976,1.0
37,3.480540196447914,3.5091318673100966,3.509990363285459,0.3640519854112087,0.3195890410958904,0.32406519654841803,0.2656118902073595,0.2626027397260274,0.26558005752636626,0.26395095974384003,0.26767123287671235,0.26229283659772634,1.0
38,3.45801978964993,3.564748369414231,3.5515392319909456,0.3645143062618791,0.3234246575342466,0.33378989179564444,0.26915635006249894,0.2567123287671233,0.25599232981783315,0.2643961576000411,0.2652054794520548,0.2598274209012464,1.0
39,3.4296555727329836,3.512243525735263,3.5042358842389336,0.36756219927740963,0.31945205479452055,0.3277633200931379,0.26667351586445437,0.2684931506849315,0.261334063826873,0.26857416825054364,0.2763013698630137,0.27146966169017944,1.0
40,3.418377403609097,3.4665701142672836,3.460166914709683,0.3672368623824934,0.32821917808219175,0.32694151486097794,0.2712796013766888,0.2706849315068493,0.2846185454047391,0.2672899436653482,0.2787671232876712,0.26338857690727296,1.0
41,3.3917202772531967,3.485052363625888,3.475342709442665,0.37064433828187876,0.3183561643835616,0.3289960279413779,0.2709371414873033,0.2719178082191781,0.2792768113956992,0.27367682060238696,0.27835616438356164,0.2681824407615395,1.0
42,3.3738734847072953,3.4845519148070236,3.470897148395407,0.36963408160819167,0.3306849315068493,0.3281742227092179,0.27638225372853203,0.2710958904109589,0.27708533077660596,0.2753548740603757,0.2736986301369863,0.27379810984796604,1.0
43,3.355859239028531,3.4184243267980117,3.4201416229379586,0.37251074467902945,0.326986301369863,0.32187371592932473,0.2788308419376381,0.2784931506849315,0.2729763046158061,0.2740877724696495,0.28013698630136985,0.27256540199972606,1.0
44,3.3375142817934527,3.414486358905661,3.398927121326841,0.370661461276348,0.32246575342465755,0.32502396931927136,0.28006369753942567,0.2687671232876712,0.27667442816052595,0.27809455317545934,0.2756164383561644,0.2800986166278592,1.0
45,3.3193215730408916,3.415765770550432,3.388419644585971,0.37216828478964403,0.3235616438356164,0.337761950417751,0.2811938151743977,0.28205479452054794,0.2783180386248459,0.27896782589339225,0.28356164383561644,0.2792768113956992,1.0
46,3.297091505933537,3.374223256933278,3.3785166658204178,0.3752504237941131,0.3238356164383562,0.32283248870017806,0.2821355798702077,0.2754794520547945,0.27393507738665934,0.281775996986353,0.2880821917808219,0.2731132721544994,1.0
47,3.282899658752841,3.3652266633921655,3.3646005433181236,0.37578123662266055,0.3291780821917808,0.3235173263936447,0.28648482046540297,0.2732876712328767,0.2821531297082591,0.28448143011249805,0.28506849315068494,0.28078345432132584,1.0
48,3.2782424214625463,3.353833593171218,3.3445536514808394,0.37240800671221386,0.3235616438356164,0.3284481577866046,0.28833410386808445,0.2789041095890411,0.2809204218600192,0.28701563329395047,0.29041095890410956,0.2833858375564991,1.0
49,3.258096333674468,3.3583282931097624,3.3582018243855445,0.3790346055718224,0.32082191780821917,0.3259827420901246,0.28915600760260957,0.28534246575342465,0.29174085741679223,0.2842930771733361,0.2928767123287671,0.2724284344610327,1.0
50,3.245173316855618,3.3452099931651147,3.339892757350001,0.3784010547764593,0.3273972602739726,0.3225585536227914,0.2882313659012688,0.2852054794520548,0.2846185454047391,0.2892758685638945,0.28698630136986303,0.2832488700178058,1.0
51,3.2328952316634,3.347343954546698,3.3519614400534796,0.38006198523997875,0.3332876712328767,0.3266675797835913,0.291570349822777,0.2793150684931507,0.2916038898780989,0.29047447817674354,0.2793150684931507,0.27325023969319273,1.0
52,3.212511948622991,3.322344344237755,3.302473249106572,0.3829728942997551,0.3223287671232877,0.32803725517052457,0.29437852091573774,0.29684931506849316,0.2935214354198055,0.2933511412475814,0.29027397260273974,0.28544035063689904,1.0
53,3.2002955617863016,3.315054745509707,3.2941303499813737,0.3846851937466824,0.31767123287671234,0.32680454732228464,0.29588534442903375,0.29684931506849316,0.29174085741679223,0.29508056368897795,0.2912328767123288,0.28996027941377894,1.0
54,3.1858251417568155,3.298746446083332,3.295157868286659,0.3816201777366826,0.33013698630136984,0.32639364470620463,0.29759764387596105,0.2910958904109589,0.2914669223394056,0.2952860396226092,0.29164383561643836,0.287905766333379,1.0
55,3.1803872783111173,3.2824856495035104,3.2877592629399794,0.38441122583517406,0.3306849315068493,0.3266675797835913,0.2985565315662403,0.28684931506849315,0.29091905218463227,0.2949093337442852,0.2993150684931507,0.2855773181755924,1.0
56,3.1699463446587974,3.2856238957109123,3.275343352350695,0.3845653327853975,0.333972602739726,0.32680454732228464,0.30042293796339103,0.2847945205479452,0.2962607861936721,0.2977517508261845,0.2964383561643836,0.2820161621695658,1.0
57,3.1552820559672394,3.242199914208774,3.246264441259976,0.38840088354651464,0.3371232876712329,0.3331050541021778,0.30172428554305575,0.3012328767123288,0.2884536364881523,0.30028595400763686,0.3017808219178082,0.29735652650321875,1.0
58,3.149967802664078,3.2743942737579346,3.2706777391762567,0.38828102258522973,0.3254794520547945,0.324476099164498,0.3018270235098714,0.2932876712328767,0.2873578961786057,0.30336809301210593,0.29054794520547944,0.2947541432680455,1.0
59,3.135250801602826,3.2549151305494637,3.2272461858288994,0.3894796321980788,0.3234246575342466,0.3422818791946309,0.30280303419461996,0.28835616438356165,0.30201342281879195,0.3063474940497594,0.29904109589041095,0.2936584029584988,1.0
60,3.1301332748612984,3.2481090693638244,3.2447957088207375,0.38949675519254806,0.3338356164383562,0.32968086563484456,0.30627900207188236,0.29465753424657537,0.300780714970552,0.3054228523484187,0.3115068493150685,0.2972195589645254,1.0
61,3.113705844337763,3.2281175235222124,3.2193615683193864,0.3944281775996986,0.32493150684931504,0.33557046979865773,0.30922415712059725,0.29315068493150687,0.30434187097657855,0.30740911970685436,0.30917808219178083,0.2961238186549788,1.0
62,3.106226953356547,3.2163352719668685,3.2104643459977775,0.3940857177103132,0.3371232876712329,0.33214628133132446,0.3121521891748429,0.31068493150684934,0.29804136419668537,0.30942963305422855,0.30547945205479454,0.30803999452129843,1.0
63,3.100538923230234,3.229117779896177,3.2152573158001077,0.39492474443930753,0.32246575342465755,0.33488563210519107,0.3127343709867982,0.2984931506849315,0.29804136419668537,0.30985770791596035,0.29191780821917807,0.3028352280509519,1.0
64,3.0872296599842053,3.19440587635698,3.174241337282904,0.3970651187479666,0.32616438356164384,0.33433776195041776,0.31494323727333434,0.30013698630136987,0.30571154636351183,0.31292272392596016,0.3089041095890411,0.3074921243665251,1.0
65,3.075771648290376,3.2236450622821677,3.2031117636581947,0.3960891080632181,0.3305479452054795,0.34118613888508426,0.31413845653327854,0.30027397260273975,0.301191617586632,0.31400147257752437,0.31726027397260276,0.31132721544993835,1.0
66,3.0712093213760174,3.1872831952982934,3.166595302779099,0.3976473005599219,0.32808219178082193,0.33378989179564444,0.317682916388418,0.30684931506849317,0.30488974113135187,0.31648430677556894,0.3110958904109589,0.3157101766881249,1.0
67,3.0626427231917734,3.177982675618139,3.179053676539454,0.4007979315422681,0.32972602739726026,0.3254348719353513,0.3162445848529991,0.3128767123287671,0.31406656622380497,0.3160048629304293,0.31068493150684934,0.3077660594439118,1.0
68,3.0564214621048307,3.1937801920134445,3.194988546700313,0.40007876577455864,0.33287671232876714,0.3328311190247911,0.31934384685193745,0.30753424657534245,0.31132721544993835,0.31874454204551295,0.31589041095890413,0.3155732091494316,1.0
69,3.047407641681521,3.204203326126625,3.198485719746557,0.40129449838187703,0.32945205479452055,0.3322832488700178,0.319566445780038,0.3082191780821918,0.31776468976852484,0.31871029605657436,0.31767123287671234,0.31817559238460486,1.0
70,3.0424532827852073,3.180444199463417,3.166890999366497,0.4015684662933854,0.32835616438356163,0.3391316258046843,0.31922398589065254,0.3095890410958904,0.31940830023284483,0.3219636650057362,0.31273972602739725,0.3155732091494316,1.0
71,3.0373553761228202,3.1789794790333716,3.170855004211952,0.40535264807109467,0.3287671232876712,0.3422818791946309,0.31984041369154637,0.31054794520547946,0.30338309820572523,0.32293967569048476,0.31452054794520545,0.3109163128338584,1.0
72,3.0305989007241863,3.155443758800112,3.1380838607919626,0.40661974966182085,0.3321917808219178,0.33488563210519107,0.3221348949504289,0.3080821917808219,0.3146144363785783,0.321073269293334,0.316986301369863,0.31653198192028487,1.0
73,3.023597222748802,3.1920666036934686,3.1813473454837142,0.40636290474478176,0.33315068493150685,0.33022873578961787,0.32482320508210477,0.30397260273972604,0.3109163128338584,0.32352185750244,0.3136986301369863,0.31872346253937817,1.0
74,3.019346792104463,3.160200028583921,3.150374848267128,0.4090683378709269,0.33342465753424655,0.33721408026297767,0.3218438040444513,0.3134246575342466,0.3168059169976716,0.32199791099467473,0.32794520547945205,0.31762772222983154,1.0
75,3.0168559811521307,3.1535303346041976,3.1458771311003586,0.4103354394616531,0.3393150684931507,0.3317353787152445,0.3263129056009315,0.31465753424657533,0.32283248870017806,0.3224088628619373,0.31794520547945204,0.31639501438159157,1.0
76,3.0108840663360197,3.1532767394493364,3.135336218209102,0.4130751185767367,0.3271232876712329,0.3285851253252979,0.3239670553586411,0.3101369863013699,0.3184495274619915,0.32696357939076387,0.31767123287671234,0.32283248870017806,1.0
77,3.000801417504856,3.1657612323760986,3.1552118432932885,0.41321210253249085,0.3319178082191781,0.33954252842076427,0.3237958254139484,0.3132876712328767,0.32050404054239146,0.3235561034913786,0.3116438356164384,0.31762772222983154,1.0
78,2.9929415117705234,3.1573788955293853,3.151229809070456,0.41576342870841254,0.32945205479452055,0.33159841117655114,0.3261074296673002,0.31534246575342467,0.3188604300780715,0.3290697077104844,0.3265753424657534,0.3229694562388714,1.0
79,2.9909102469031987,3.155278542946125,3.146904608298992,0.4172188832383007,0.32767123287671235,0.33844678811121764,0.3281793119980822,0.31095890410958904,0.32981783317353786,0.32299104467389256,0.3204109589041096,0.3207779756197781,1.0
80,2.984483547085758,3.1517077150015997,3.1586609051145356,0.4178353110391945,0.3443835616438356,0.3259827420901246,0.32853889488193694,0.30726027397260275,0.31872346253937817,0.32727179329121076,0.32602739726027397,0.32283248870017806,1.0
81,2.9763844846117444,3.1517585063802787,3.143214825926156,0.41602027362545163,0.33246575342465756,0.3318723462539378,0.3279567130699817,0.3101369863013699,0.32338035885495137,0.32684371842947896,0.32493150684931504,0.3207779756197781,1.0
82,2.966324306471379,3.1358343814981393,3.133914643320544,0.42117429496070274,0.33493150684931505,0.3318723462539378,0.3308333761408195,0.31945205479452055,0.33337898917956443,0.3313984349583055,0.3306849315068493,0.32680454732228464,1.0
83,2.96647029256196,3.123238210020394,3.1183535723850646,0.4214482628722111,0.3423287671232877,0.33392685933433774,0.3339668841286964,0.31616438356164384,0.3239282290097247,0.3296861355113782,0.32315068493150684,0.3272154499383646,1.0
84,2.9562053992758672,3.104325171174674,3.094097211443145,0.4248386157771271,0.3391780821917808,0.33954252842076427,0.33326484135545625,0.30726027397260275,0.32461306670319134,0.3314669269361826,0.32602739726027397,0.32420216408711133,1.0
85,2.952220761619801,3.1288195807358314,3.1161134818504594,0.4290851184055068,0.33479452054794523,0.33557046979865773,0.3329566274550093,0.31767123287671234,0.32557183947404467,0.33004571839523295,0.32821917808219175,0.32228461854540474,1.0
86,2.952374135562947,3.1187115784349113,3.1130264134242616,0.4263625622848924,0.3271232876712329,0.3285851253252979,0.32802520504785876,0.3156164383561644,0.32091494315847147,0.3300628413897022,0.3320547945205479,0.3285851253252979,1.0
87,2.9426786358179484,3.139415428556245,3.14427008299992,0.43149946062567424,0.3320547945205479,0.33433776195041776,0.33528535470283044,0.31246575342465754,0.3294069305574579,0.33150117292512116,0.3395890410958904,0.3317353787152445,1.0
88,2.940026167698823,3.1119933539423448,3.1083595012796335,0.43028372801835585,0.3373972602739726,0.3352965347212711,0.3358675365147857,0.31575342465753425,0.325297904396658,0.3311415900412664,0.32,0.32557183947404467,1.0
89,2.932406650359974,3.1238834200234247,3.1130107353473533,0.43249259430489206,0.33479452054794523,0.33036570332831117,0.3335901782503724,0.31438356164383563,0.3317353787152445,0.3325799215766853,0.32972602739726026,0.3299548007122312,1.0
90,2.9307909521994113,3.121151406189491,3.124657548707107,0.43562610229276894,0.3310958904109589,0.325297904396658,0.3341038680844506,0.30575342465753425,0.3207779756197781,0.330610777212719,0.32493150684931504,0.3300917682509245,1.0
91,2.9276811222842687,3.1189920573398986,3.105640477147596,0.4378692145682437,0.33273972602739726,0.33324202164087113,0.3352511087138919,0.3198630136986301,0.33200931379263116,0.33343607130014896,0.33,0.32790028763183127,1.0
92,2.920856940173686,3.1128737679843246,3.113138873001625,0.4370473108337186,0.34095890410958907,0.3352965347212711,0.3369291621718806,0.31931506849315067,0.31995617038761814,0.33418948305679697,0.33657534246575344,0.33666621010820436,1.0
93,2.9107889691815108,3.1230238881604424,3.113632457009677,0.4403178027773497,0.3291780821917808,0.33091357348308453,0.3383674937072995,0.30945205479452054,0.3342007944117244,0.33458331192959023,0.3338356164383562,0.3396794959594576,1.0
94,2.9072061407514016,3.116209934497702,3.1236475993847024,0.441088337528467,0.3442465753424658,0.3289960279413779,0.33768257392852863,0.3152054794520548,0.3283111902479112,0.33470317289087514,0.32753424657534247,0.32639364470620463,1.0
95,2.9046616450147336,3.1422493951074006,3.140359853876048,0.44483827331723774,0.33123287671232876,0.33022873578961787,0.34023390010445026,0.3206849315068493,0.33474866456649777,0.3350970017636684,0.3235616438356164,0.33392685933433774,1.0
96,2.8968152968644056,3.108448809590833,3.0819031616737105,0.4439650005993048,0.3241095890410959,0.3398164634981509,0.3406277289772435,0.32164383561643833,0.33337898917956443,0.3343435900070204,0.3367123287671233,0.32872209286399123,1.0
97,2.8933497839098936,3.1195773174022805,3.1109074395278404,0.4486909470728241,0.33136986301369864,0.32872209286399123,0.34031951507679664,0.3101369863013699,0.3284481577866046,0.33961747230355643,0.3408219178082192,0.33611833995343104,1.0
98,2.8873365935279813,3.1184313543911637,3.1046564496796707,0.4480916422663995,0.3258904109589041,0.33611833995343104,0.340970188866629,0.31602739726027396,0.33200931379263116,0.3375284669783052,0.33465753424657535,0.3331050541021778,1.0
99,2.8802535971179277,3.1172967697012015,3.1141225305096856,0.4532114176127121,0.32986301369863014,0.3342007944117244,0.33835037071283025,0.31273972602739725,0.3270784823996713,0.33650108731014877,0.3372602739726027,0.338172853033831,1.0
100,2.8738073136608673,3.1213476986720643,3.113064979684764,0.45692710741254433,0.32986301369863014,0.32406519654841803,0.341723600623277,0.316986301369863,0.3305026708670045,0.33734011403914316,0.3410958904109589,0.33447472948911106,1.0
101,2.8777058343179363,3.128990362430441,3.1247180659195473,0.45516343898220923,0.32986301369863014,0.33378989179564444,0.3431961781476345,0.3117808219178082,0.3322832488700178,0.33855584664646154,0.3363013698630137,0.33255718394740447,1.0
102,2.8715314969225223,3.122948843857338,3.1102551180740883,0.4594270646050581,0.3250684931506849,0.3331050541021778,0.342853718258249,0.32123287671232875,0.33666621010820436,0.33879556856903137,0.3415068493150685,0.33885769072729766,1.0
103,2.864433652969427,3.1286253189218454,3.112344659607986,0.4587078988373487,0.33136986301369864,0.3350225996438844,0.3421516754850088,0.31438356164383563,0.33899465826599096,0.341346894744953,0.3452054794520548,0.3350225996438844,1.0
104,2.864038419515285,3.12728737962657,3.110891136629828,0.4589647437543878,0.3206849315068493,0.3272154499383646,0.343230424136573,0.3187671232876712,0.33337898917956443,0.34100443485556753,0.33863013698630134,0.336529242569511,1.0
105,2.857789813170787,3.1382832856013856,3.133218707709477,0.4628174175099741,0.3323287671232877,0.3262566771675113,0.34211742949607027,0.3217808219178082,0.3328311190247911,0.3400455471652883,0.3332876712328767,0.32981783317353786,1.0
106,2.8628095164569705,3.1247962918774834,3.111887545421206,0.4652146367356723,0.3256164383561644,0.337761950417751,0.3431961781476345,0.32808219178082193,0.3351595671825777,0.3365182103046181,0.34205479452054793,0.34118613888508426,1.0
107,2.847874015699828,3.1378519617278,3.1195818473552834,0.4689474495299738,0.3232876712328767,0.32981783317353786,0.344172188832383,0.32767123287671235,0.3396794959594576,0.3421516754850088,0.33643835616438356,0.34187097657855087,1.0
108,2.844673667932702,3.142788821253283,3.138685917032176,0.4730227222136607,0.33616438356164385,0.33337898917956443,0.3449427235835003,0.31643835616438354,0.33721408026297767,0.34208318350713174,0.33821917808219176,0.33844678811121764,1.0
109,2.842480959330063,3.1435594394289215,3.1465862537252494,0.47228643345148197,0.33095890410958906,0.32420216408711133,0.346055718224003,0.3178082191780822,0.3410491713463909,0.34237427441310936,0.3378082191780822,0.3329680865634845,1.0
110,2.833942705887374,3.1341661255935143,3.141272577746161,0.47613910720706837,0.3254794520547945,0.32050404054239146,0.3438639749319361,0.3156164383561644,0.33899465826599096,0.34472012465539975,0.3443835616438356,0.3439254896589508,1.0
111,2.830438124560893,3.130478867169084,3.1158749975007156,0.47543706443382816,0.33356164383561643,0.3331050541021778,0.3441208198489752,0.32315068493150684,0.34406245719764417,0.34220304446841665,0.33657534246575344,0.3354335022599644,1.0
112,2.823992437670845,3.1532945139654753,3.136556625366211,0.48293693601136967,0.32602739726027397,0.33474866456649777,0.34485710861115393,0.32602739726027397,0.3492672236679907,0.34225441345182445,0.343972602739726,0.33625530749212434,1.0
113,2.821663257857077,3.1417646408081055,3.134349568136807,0.4819951713155597,0.33246575342465756,0.3313244760991645,0.3436242530093663,0.3254794520547945,0.33570743733735103,0.3432475471310423,0.33273972602739726,0.33488563210519107,1.0
114,2.8163323298291867,3.1198698405561776,3.115568218560054,0.4827143370832691,0.33534246575342463,0.32557183947404467,0.3461755791852879,0.3273972602739726,0.34132310642377756,0.34460026369411484,0.34794520547945207,0.34036433365292423,1.0
115,2.812513785591292,3.135285837896939,3.1326014502295134,0.4829711820003082,0.3304109589041096,0.32009313792631144,0.3469289909419359,0.32164383561643833,0.34036433365292423,0.34430917278813716,0.3378082191780822,0.33557046979865773,1.0
116,2.7993852915201645,3.1411693507227403,3.1351428607414507,0.49220047601924627,0.3315068493150685,0.32735241747705796,0.3477166486875225,0.32726027397260277,0.3424188467333242,0.34389822092087463,0.3428767123287671,0.3439254896589508,1.0
117,2.801149862822487,3.160773754119873,3.1493790642968538,0.48872450814198387,0.3321917808219178,0.3383098205725243,0.3471002208866287,0.32,0.3351595671825777,0.3447030016609305,0.3443835616438356,0.33570743733735103,1.0
118,2.7971957781429375,3.1572754547513764,3.151525308345926,0.49180664714645295,0.3221917808219178,0.3272154499383646,0.34858992140545536,0.32616438356164384,0.33324202164087113,0.3407647129329977,0.3426027397260274,0.33625530749212434,1.0
119,2.79770827293396,3.16254108527611,3.1559910692017654,0.491618294207291,0.31767123287671234,0.3215997808519381,0.3468947449529974,0.3256164383561644,0.3350225996438844,0.344548894710707,0.3445205479452055,0.3405013011916176,1.0
120,2.787645018256908,3.1399444053912986,3.1290773441051614,0.499529117652095,0.32835616438356163,0.3288590604026846,0.34665502303042756,0.32767123287671235,0.3446103273524175,0.3449598465779696,0.3443835616438356,0.33803588549513763,1.0
121,2.7817263061823283,3.1769434501384866,3.1629532945567163,0.5005393743257821,0.33301369863013697,0.3231064237775647,0.34848718343863977,0.32753424657534247,0.3488563210519107,0.34477149363880755,0.34534246575342464,0.34173400903985757,1.0
122,2.7822743149303455,3.145607824983268,3.1475693604041792,0.49860447595075424,0.3263013698630137,0.32502396931927136,0.34879539733908665,0.31931506849315067,0.33433776195041776,0.34497696957243884,0.33863013698630134,0.33433776195041776,1.0
123,2.774731739119151,3.182495084302179,3.15704816785352,0.5023030427561171,0.32986301369863014,0.32516093685796466,0.35156932244310884,0.33684931506849314,0.338172853033831,0.34271673430249483,0.33684931506849314,0.3396794959594576,1.0
