layer,erank_pre,erank_mid,erank_post,delta_attn,delta_mlp
0,,,,9.940938793173133,-1.2033146327483806
1,,,,8.604314683427273,4.1128110991776765
2,,,,14.904727779836211,25.33463310830055
3,,,,12.081355537862926,-11.368163110778767

sum_delta_attn,45.53133679429954
sum_delta_mlp,16.87596646395108
