epoch,layer_0_pre,layer_0_mid,layer_0_post,layer_0_delta_attn,layer_0_delta_mlp,layer_1_pre,layer_1_mid,layer_1_post,layer_1_delta_attn,layer_1_delta_mlp,layer_2_pre,layer_2_mid,layer_2_post,layer_2_delta_attn,layer_2_delta_mlp,layer_3_pre,layer_3_mid,layer_3_post,layer_3_delta_attn,layer_3_delta_mlp
26000,1.0000000000000469,1.0000000000000469,1.000000000000037,0.0,-9.769962616701378e-15,1.000000000000037,1.000000000000037,1.0000000000000417,0.0,4.6629367034256575e-15,1.0000000000000417,1.0000000000000417,1.0000000000000462,0.0,4.440892098500626e-15,1.0000000000000462,1.0000000000000462,1.0000000000000244,0.0,-2.1760371282653068e-14
27000,1.0000000000000477,1.0000000000000477,1.0000000000000306,0.0,-1.709743457922741e-14,1.0000000000000306,1.0000000000000306,1.000000000000038,0.0,7.327471962526033e-15,1.000000000000038,1.000000000000038,1.000000000000037,0.0,-8.881784197001252e-16,1.000000000000037,1.000000000000037,1.0000000000000364,0.0,-6.661338147750939e-16
28000,1.0000000000000413,1.0000000000000413,1.0000000000000493,0.0,7.993605777301127e-15,1.0000000000000493,1.0000000000000493,1.0000000000000298,0.0,-1.9539925233402755e-14,1.0000000000000298,1.0000000000000298,1.000000000000033,0.0,3.3306690738754696e-15,1.000000000000033,1.000000000000033,1.0000000000000469,0.0,1.3766765505351941e-14
29000,1.0000000000000402,1.0000000000000402,1.0000000000000424,0.0,2.220446049250313e-15,1.0000000000000424,1.0000000000000424,1.0000000000000384,0.0,-3.9968028886505635e-15,1.0000000000000384,1.0000000000000384,1.000000000000054,0.0,1.554312234475219e-14,1.000000000000054,1.000000000000054,1.0000000000000442,0.0,-9.769962616701378e-15
30000,1.000000000000034,1.000000000000034,1.000000000000035,0.0,1.1102230246251565e-15,1.000000000000035,1.000000000000035,1.0000000000000309,0.0,-4.218847493575595e-15,1.0000000000000309,1.0000000000000309,1.0000000000000286,0.0,-2.220446049250313e-15,1.0000000000000286,1.0000000000000286,1.0000000000000355,0.0,6.8833827526759706e-15
31000,1.000000000000037,1.000000000000037,1.0000000000000437,0.0,6.661338147750939e-15,1.0000000000000437,1.0000000000000437,1.0000000000000477,0.0,3.9968028886505635e-15,1.0000000000000477,1.0000000000000477,1.0000000000000326,0.0,-1.509903313490213e-14,1.0000000000000326,1.0000000000000326,1.0000000000000504,0.0,1.7763568394002505e-14
32000,1.0000000000000377,1.0000000000000377,1.0000000000000289,0.0,-8.881784197001252e-15,1.0000000000000289,1.0000000000000289,1.0000000000000486,0.0,1.9761969838327786e-14,1.0000000000000486,1.0000000000000486,1.0000000000000433,0.0,-5.329070518200751e-15,1.0000000000000433,1.0000000000000433,1.0000000000000389,0.0,-4.440892098500626e-15
33000,1.0000000000000293,1.0000000000000293,1.0000000000000426,0.0,1.3322676295501878e-14,1.0000000000000426,1.0000000000000426,1.000000000000032,0.0,-1.0658141036401503e-14,1.000000000000032,1.000000000000032,1.0000000000000335,0.0,1.5543122344752192e-15,1.0000000000000335,1.0000000000000335,1.0000000000000393,0.0,5.773159728050814e-15
34000,1.0000000000000415,1.0000000000000415,1.0000000000000377,0.0,-3.774758283725532e-15,1.0000000000000377,1.0000000000000377,1.0000000000000377,0.0,0.0,1.0000000000000377,1.0000000000000377,1.000000000000032,0.0,-5.773159728050814e-15,1.000000000000032,1.000000000000032,1.0000000000000466,0.0,1.4654943925052066e-14
35000,1.0000000000000457,1.0000000000000457,1.000000000000037,0.0,-8.659739592076221e-15,1.000000000000037,1.000000000000037,1.0000000000000342,0.0,-2.886579864025407e-15,1.0000000000000342,1.0000000000000342,1.000000000000037,0.0,2.886579864025407e-15,1.000000000000037,1.000000000000037,1.000000000000033,0.0,-3.9968028886505635e-15
36000,1.0000000000000453,1.0000000000000453,1.000000000000029,0.0,-1.6209256159527285e-14,1.000000000000029,1.000000000000029,1.0000000000000386,0.0,9.547918011776346e-15,1.0000000000000386,1.0000000000000386,1.000000000000025,0.0,-1.354472090042691e-14,1.000000000000025,1.000000000000025,1.0000000000000449,0.0,1.9761969838327786e-14
37000,1.0000000000000349,1.0000000000000349,1.000000000000045,0.0,1.021405182655144e-14,1.000000000000045,1.000000000000045,1.000000000000047,0.0,1.9984014443252818e-15,1.000000000000047,1.000000000000047,1.0000000000000415,0.0,-5.551115123125783e-15,1.0000000000000415,1.0000000000000415,1.0000000000000338,0.0,-7.771561172376096e-15
38000,1.0000000000000406,1.0000000000000406,1.0000000000000464,0.0,5.773159728050814e-15,1.0000000000000464,1.0000000000000464,1.0000000000000326,0.0,-1.3766765505351941e-14,1.0000000000000326,1.0000000000000326,1.0000000000000502,0.0,1.7541523789077473e-14,1.0000000000000502,1.0000000000000502,1.000000000000034,0.0,-1.6209256159527285e-14
39000,1.0000000000000253,1.0000000000000253,1.0000000000000369,0.0,1.1546319456101628e-14,1.0000000000000369,1.0000000000000369,1.0000000000000335,0.0,-3.3306690738754696e-15,1.0000000000000335,1.0000000000000335,1.000000000000036,0.0,2.4424906541753444e-15,1.000000000000036,1.000000000000036,1.000000000000045,0.0,9.103828801926284e-15
40000,1.000000000000041,1.000000000000041,1.0000000000000457,0.0,4.6629367034256575e-15,1.0000000000000457,1.0000000000000457,1.0000000000000426,0.0,-3.1086244689504383e-15,1.0000000000000426,1.0000000000000426,1.0000000000000437,0.0,1.1102230246251565e-15,1.0000000000000437,1.0000000000000437,1.0000000000000406,0.0,-3.1086244689504383e-15
41000,1.0000000000000477,1.0000000000000477,1.0000000000000397,0.0,-7.993605777301127e-15,1.0000000000000397,1.0000000000000397,1.0000000000000473,0.0,7.549516567451064e-15,1.0000000000000473,1.0000000000000473,1.0000000000000437,0.0,-3.552713678800501e-15,1.0000000000000437,1.0000000000000437,1.0000000000000289,0.0,-1.4876988529977098e-14
42000,1.000000000000039,1.000000000000039,1.0000000000000469,0.0,7.771561172376096e-15,1.0000000000000469,1.0000000000000469,1.0000000000000422,0.0,-4.6629367034256575e-15,1.0000000000000422,1.0000000000000422,1.0000000000000369,0.0,-5.329070518200751e-15,1.0000000000000369,1.0000000000000369,1.0000000000000353,0.0,-1.5543122344752192e-15
43000,1.000000000000051,1.000000000000051,1.000000000000045,0.0,-5.995204332975845e-15,1.000000000000045,1.000000000000045,1.0000000000000318,0.0,-1.3322676295501878e-14,1.0000000000000318,1.0000000000000318,1.000000000000041,0.0,9.325873406851315e-15,1.000000000000041,1.000000000000041,1.0000000000000415,0.0,4.440892098500626e-16
44000,1.000000000000032,1.000000000000032,1.0000000000000426,0.0,1.0658141036401503e-14,1.0000000000000426,1.0000000000000426,1.0000000000000342,0.0,-8.43769498715119e-15,1.0000000000000342,1.0000000000000342,1.0000000000000282,0.0,-5.995204332975845e-15,1.0000000000000282,1.0000000000000282,1.000000000000048,0.0,1.9761969838327786e-14
45000,1.0000000000000393,1.0000000000000393,1.0000000000000417,0.0,2.4424906541753444e-15,1.0000000000000417,1.0000000000000417,1.0000000000000415,0.0,-2.220446049250313e-16,1.0000000000000415,1.0000000000000415,1.0000000000000482,0.0,6.661338147750939e-15,1.0000000000000482,1.0000000000000482,1.0000000000000282,0.0,-1.9984014443252818e-14
46000,1.0000000000000424,1.0000000000000424,1.0000000000000384,0.0,-3.9968028886505635e-15,1.0000000000000384,1.0000000000000384,1.0000000000000335,0.0,-4.884981308350689e-15,1.0000000000000335,1.0000000000000335,1.000000000000038,0.0,4.440892098500626e-15,1.000000000000038,1.000000000000038,1.0000000000000453,0.0,7.327471962526033e-15
47000,1.0000000000000435,1.0000000000000435,1.000000000000048,0.0,4.440892098500626e-15,1.000000000000048,1.000000000000048,1.0000000000000324,0.0,-1.554312234475219e-14,1.0000000000000324,1.0000000000000324,1.0000000000000293,0.0,-3.1086244689504383e-15,1.0000000000000293,1.0000000000000293,1.0000000000000349,0.0,5.551115123125783e-15
48000,1.000000000000041,1.000000000000041,1.0000000000000437,0.0,2.6645352591003757e-15,1.0000000000000437,1.0000000000000437,1.0000000000000426,0.0,-1.1102230246251565e-15,1.0000000000000426,1.0000000000000426,1.000000000000048,0.0,5.329070518200751e-15,1.000000000000048,1.000000000000048,1.0000000000000344,0.0,-1.354472090042691e-14
49000,1.00000000000005,1.00000000000005,1.0000000000000335,0.0,-1.6431300764452317e-14,1.0000000000000335,1.0000000000000335,1.0000000000000373,0.0,3.774758283725532e-15,1.0000000000000373,1.0000000000000373,1.0000000000000349,0.0,-2.4424906541753444e-15,1.0000000000000349,1.0000000000000349,1.0000000000000406,0.0,5.773159728050814e-15
50000,1.0000000000000477,1.0000000000000477,1.00000000000002,0.0,-2.7755575615628914e-14,1.00000000000002,1.00000000000002,1.0000000000000369,0.0,1.687538997430238e-14,1.0000000000000369,1.0000000000000369,1.0000000000000409,0.0,3.9968028886505635e-15,1.0000000000000409,1.0000000000000409,1.0000000000000457,0.0,4.884981308350689e-15
