layer,block_kind,erank_pre,erank_mid,erank_post,delta_attn,delta_mlp
0,M,1.0000000000000384,1.0000000000000384,1.000000000000036,NA,-2.4424906541753444e-15
1,M,1.000000000000036,1.000000000000036,1.000000000000031,NA,-4.884981308350689e-15
2,M,1.000000000000031,1.000000000000031,1.0000000000000446,NA,1.354472090042691e-14
3,M,1.0000000000000446,1.0000000000000446,1.0000000000000362,NA,-8.43769498715119e-15

sum_delta_attn,0.0
sum_delta_mlp,-2.220446049250313e-15
