run_name,variant,seed,epoch,checkpoint_label,train_acc,val_acc,sum_delta_attn,sum_delta_mlp,final_rep_erank,layer0_delta_mlp,layer1_delta_mlp,layer2_delta_mlp,layer0_delta_attn,layer1_delta_attn,layer2_delta_attn
freeze_A0_M0_seed0,freeze_A0_M0,0,0,random_init,,,79.51267363777991,-12.183317550989585,68.32935608679037,-3.5018520150045305,-4.70143973050439,-3.9800258054806648,67.89824663138657,8.821190174909788,2.7932368314835543
freeze_A0_M0_seed0,freeze_A0_M0,0,100,periodic_full,0.9859660574412533,0.006527415143603133,63.84612772170922,19.355414221704873,84.20154194341414,-3.660512911054788,-15.206315493158304,38.222242625917964,60.15939133223901,-18.741867054279062,22.428603443749278
freeze_A0_M0_seed0,freeze_A0_M0,0,125,first_train_acc_ge_0.99,0.9996736292428199,0.005221932114882507,61.61495216501676,21.26535829673307,83.88031046174987,-3.6336860719427264,-14.32239565041035,39.221440019086145,58.9782919865956,-20.307248630504326,22.943908808925485
freeze_A0_M0_seed0,freeze_A0_M0,0,200,periodic_full,0.9879242819843342,0.006527415143603133,55.63296030282808,26.68464491228968,83.3176052151178,-3.442092967602882,-10.934608558754515,41.06134643864708,55.095668621744196,-21.97927482131503,22.516566502398913
freeze_A0_M0_seed0,freeze_A0_M0,0,300,periodic_full,1.0,0.0026109660574412533,49.742700977071124,29.759934959030968,80.50263593610214,-3.0936609056332713,-8.251610650180044,41.105206514844284,49.57370986174571,-21.613534920372828,21.782526035698243
freeze_A0_M0_seed0,freeze_A0_M0,0,400,periodic_full,0.9902088772845953,0.0013054830287206266,45.974330811657396,31.47305756423439,78.44738837589183,-2.619420841496492,-6.4371860080891885,40.52966441382007,44.294805976223785,-19.614391898072796,21.29391673350641
freeze_A0_M0_seed0,freeze_A0_M0,0,500,periodic_full,1.0,0.0026109660574412533,45.002787683049775,34.52560981504509,80.5283974980949,-2.158976062598505,-5.039340288674282,41.723926166317874,40.026947499975385,-17.164339847718544,22.140180030792934
freeze_A0_M0_seed0,freeze_A0_M0,0,600,periodic_full,1.0,0.0039164490861618795,43.54917782285621,34.16867678628938,78.71785460914562,-1.8157724365724235,-4.465799872525924,40.450249095387726,36.751449934546045,-15.33804692854076,22.13577481685092
freeze_A0_M0_seed0,freeze_A0_M0,0,700,periodic_full,0.7604438642297651,0.006527415143603133,41.268721847541244,31.473902280375395,73.74262412791668,-1.5297203889120254,-3.917710352464578,36.921333021752,34.05820558632733,-13.799943725894853,21.01045998710876
freeze_A0_M0_seed0,freeze_A0_M0,0,800,periodic_full,1.0,0.0039164490861618795,40.89459693118375,31.072564650760448,72.96716158194424,-1.3588326289893544,-3.808637755154706,36.24003503490451,32.388486863217764,-12.922938858978224,21.42904892694421
freeze_A0_M0_seed0,freeze_A0_M0,0,900,periodic_full,1.0,0.005221932114882507,40.792067054198164,31.27258126380024,73.06464831799843,-1.2524996802270465,-3.6598855832746224,36.18496652730191,31.49982773612276,-12.300671092181855,21.592910410257257
freeze_A0_M0_seed0,freeze_A0_M0,0,1000,periodic_full,1.0,0.0039164490861618795,40.62275906823862,31.19876347960043,72.8215225478391,-1.1939481721526093,-3.577105975048987,35.969817626802026,30.88845505594564,-11.907893363881161,21.642197376174142
freeze_A0_M0_seed0,freeze_A0_M0,0,1100,periodic_full,1.0,0.005221932114882507,40.44721894763342,31.372011851748653,72.81923079938211,-1.1424082215906566,-3.512653969003173,36.027074042342484,30.423642290397794,-11.626529934069168,21.65010659130479
freeze_A0_M0_seed0,freeze_A0_M0,0,1200,periodic_full,1.0,0.005221932114882507,40.370255993867154,31.449599820668574,72.81985581453577,-1.1159288372286866,-3.4785527234828653,36.044081381380124,30.118405278572517,-11.49548608879929,21.747336804093926
freeze_A0_M0_seed0,freeze_A0_M0,0,1300,periodic_full,1.0,0.009138381201044387,40.25047331452343,31.773493284216638,73.0239665987401,-1.1152835286829053,-3.425388124911535,36.31416493781108,29.899790883338984,-11.459357741737225,21.81004017292167
