run_name,variant,seed,epoch,checkpoint_label,train_acc,val_acc,D_within,D_between,within_between_ratio,num_examples,analysis_set
freeze_A0_M0_seed1,freeze_A0_M0,1,0,random_init,,,0.7866649848818779,0.5675773251945126,1.3860049546769373,500,val
freeze_A0_M0_seed1,freeze_A0_M0,1,100,first_train_acc_ge_0.99,0.9977154046997389,0.0039164490861618795,6767.586920898438,4695.969205569206,1.441148062230133,500,val
freeze_A0_M0_seed1,freeze_A0_M0,1,5550,first_val_acc_ge_0.90,1.0,0.9464751958224543,11854.018461791991,59838.06060606061,0.1981016487120469,500,val
freeze_A0_M0_seed1,freeze_A0_M0,1,5575,first_val_acc_ge_0.95,1.0,0.9660574412532638,13272.390470336913,69067.26420966421,0.192166153129311,500,val
freeze_A0_M0_seed1,freeze_A0_M0,1,12150,final,1.0,1.0,22835.724369140626,1237248.2096642097,0.01845686596332862,500,val
freeze_A0_M0_seed1,freeze_A0_M0,1,5700,best_val,,1.0,19236.570262939455,99969.42571662572,0.192424535052023,500,val
