run_id,depth,schedule,seed,checkpoint_label,epoch,train_acc,val_acc,final_rep_erank,rank_nonzero,top1_mass,top5_mass,top10_mass,top20_mass,singular_values_path
depth4_bal_MMMAAAAM,4,MMMAAAAM,0,best_val,2075,1.0,1.0,24.0315440756264,128,0.11855258058635727,0.4866141309263993,0.7214611269347911,0.8894033434367136,/jumbo/lisp/f006j44/erank/erank-interp/outputs/arch_order_sweep_6gpu/spectra/depth4_bal_MMMAAAAM_best_val_singular_values.npy
