run_name,variant,seed,epoch,checkpoint_label,train_acc,val_acc,D_within,D_between,within_between_ratio,num_examples,analysis_set
freeze_A0_seed1,freeze_A0,1,0,random_init,,,0.7866649848818779,0.5675773251945126,1.3860049546769373,500,val
freeze_A0_seed1,freeze_A0,1,150,first_train_acc_ge_0.99,0.9996736292428199,0.005221932114882507,9731.012879882812,6715.223587223587,1.4490973760571544,500,val
freeze_A0_seed1,freeze_A0,1,3400,first_val_acc_ge_0.90,1.0,0.9281984334203656,13055.897874267579,29402.690253890254,0.4440375272306982,500,val
freeze_A0_seed1,freeze_A0,1,3425,first_val_acc_ge_0.95,1.0,0.95822454308094,13468.019510498047,30563.82899262899,0.4406522335191084,500,val
freeze_A0_seed1,freeze_A0,1,8400,final,1.0,0.9986945169712794,86287.66585644531,1134454.1248157248,0.07606095651550604,500,val
freeze_A0_seed1,freeze_A0,1,3750,best_val,,1.0,4039.87910949707,22832.780999181,0.17693329207869943,500,val
