epoch,label,erank::blocks.0.hook_attn_out,erank::blocks.0.hook_mlp_out,erank::blocks.0.hook_resid_post,erank::blocks.2.hook_resid_post,erank::blocks.1.hook_attn_out,erank::blocks.1.hook_mlp_out,erank::blocks.2.hook_attn_out,erank::blocks.2.hook_mlp_out
1000,periodic_full,15.61091117745616,15.204163422149838,15.466126251363841,77.2896404303865,15.634272592853083,14.850231456614859,30.040899120770856,66.53405034826474
1100,periodic_full,15.498169822628938,15.224661848777336,15.500457228371316,80.11357079712722,15.590171477703619,15.29835117348596,29.76402039849901,66.51517611091518
1200,periodic_full,15.36623376044613,14.898820137055203,15.203648687247561,76.61740514545565,15.436187669579926,14.61324278698561,29.81301802664252,65.20132194502547
1300,periodic_full,15.146379349640156,14.624570397966682,14.926794726991414,75.14150962679477,15.310071145104924,14.368291560585101,29.856422470108182,64.55611387768876
1400,periodic_full,14.886676716645557,14.574926544761581,14.869043794789128,78.3318122992238,15.099179112794245,14.993482608817372,30.244465283574023,64.14714227608708
1500,periodic_full,14.830824116729778,14.326169751722615,14.670493365512462,75.06834404156898,15.158008194225046,14.325845271018899,30.368630578025712,62.28541060212819
1600,periodic_full,14.558738876848647,14.220512966015747,14.568634799006674,74.47488824189298,14.480948942671487,15.308567334336393,31.27961042580769,60.827892319186354
1700,periodic_full,14.660458348006186,14.110594894991044,14.506368016837175,68.48762685235846,14.833242899654696,13.952334194887467,30.494512491510392,59.589881743392766
1800,periodic_full,14.674204913925317,13.91302392681233,14.374407678702406,66.34887059731129,14.79475192404394,13.869769671608621,30.096644890306067,57.11080913432718
1900,event_first_val_acc_ge_0.10_ep1900,14.252262480492876,13.780082581545981,14.253159581826251,65.70236275933668,14.010241916619716,15.085552350131769,29.636638499746148,53.96090443050961
1900,periodic_full,14.252262480492876,13.780082581545981,14.253159581826251,65.70236275933668,14.010241916619716,15.085552350131769,29.636638499746148,53.96090443050961
2000,periodic_full,14.3452826651125,13.67604994633462,14.19562186306751,59.16165593478137,14.062038622951428,13.243995160881394,27.489330587270487,49.007367034894
2025,event_first_val_acc_ge_0.25_ep2025,14.309422491685083,13.427246802022852,14.019383964226499,56.095080157848166,13.814527272454589,12.814045547825195,26.558283564592546,46.235586452553974
2100,event_first_val_acc_ge_0.50_ep2100,13.54072006347044,12.267941516288504,13.084593265972222,51.5657771614989,12.486668322864212,13.447561629919122,25.82349761537124,39.22265609300037
2100,periodic_full,13.54072006347044,12.267941516288504,13.084593265972222,51.5657771614989,12.486668322864212,13.447561629919122,25.82349761537124,39.22265609300037
2150,event_first_val_acc_ge_0.75_ep2150,13.237974958703859,11.756855662328439,12.660165547948589,41.04089841377969,11.633780444239054,11.195771532100036,21.861207026338313,30.474452627268818
2175,event_first_val_acc_ge_0.90_ep2175,12.910169660055766,11.199111299343237,12.192007113835201,35.47289834846394,11.007824084352123,10.093621756801186,19.436219120009547,25.988829894028765
2200,event_first_val_acc_ge_0.95_ep2200,12.438017071032395,10.469910713229126,11.551871272874173,30.55424684275212,10.192570658971384,9.021167454676602,17.15686125284918,22.238600245690087
2200,periodic_full,12.438017071032395,10.469910713229126,11.551871272874173,30.55424684275212,10.192570658971384,9.021167454676602,17.15686125284918,22.238600245690087
2300,periodic_full,10.013532569830943,7.913250760173026,8.949717958863612,21.787813579484467,7.520663902300945,6.576895353851528,12.886727190153918,15.846391951977022
2400,periodic_full,8.190233982394648,6.885877435349293,7.547561256890124,19.29839118676545,6.575777426339634,6.079991423740111,11.89870087528988,13.393266401245205
2500,periodic_full,6.837242455065859,6.147133028118612,6.5209388321300095,19.285756116816504,6.085151953366809,7.471881068391718,12.303290100772326,13.463910092384703
2600,periodic_full,6.601483600059959,6.279134251180446,6.5074159872581365,17.220373312910585,6.165906542637049,6.288467129580509,11.54162751093672,11.88939673993207
2700,periodic_full,6.478420615407671,6.2827177433411805,6.47015006178856,16.189660642692438,6.222298082249732,6.015803740240312,11.110059739820809,11.137055073318155
2800,periodic_full,6.42369780921565,6.254202401598499,6.441847514430149,15.598403058249431,6.204330563227777,5.980143229176202,10.971124450037811,10.759026299847319
2900,periodic_full,6.423871640098248,6.2805513805063065,6.464513529509895,15.26240082729785,6.199864903527002,5.979748301918556,10.97032930000373,10.54160189011853
3000,periodic_full,6.448529648113165,6.325947370520387,6.500893695843131,15.080859418117305,6.206998184051965,5.985586470937645,11.010283487236222,10.38871062644741
3100,periodic_full,6.0627166886647625,5.891484202075081,6.000436452305656,15.967158811543833,5.799293424941685,7.256384758847708,11.155354354538716,11.07363439625693
3200,periodic_full,6.217228023260244,5.838587700399044,6.022351918299446,15.285477584331971,5.833737802990464,6.624225639609409,10.945293284509003,11.062590836358469
3300,periodic_full,6.399729793633706,6.061411574898603,6.22997256544139,14.52103984306209,6.083244432939473,6.200672033048111,11.17399006907133,10.961092522135909
3400,periodic_full,6.503439185430717,6.191576476267925,6.34174307505049,14.195046509728467,6.1918060275807445,6.166832019058169,11.343129522274847,10.941259646216713
3500,periodic_full,6.557133126034198,6.2582446372466105,6.392367399488092,14.092614469246382,6.236234938650785,6.1489425661506125,11.434509947505173,10.922314157501406
3600,periodic_full,6.576020437893962,6.2678460809597825,6.391635892952839,14.099571263899689,6.252914208287675,6.115112220526254,11.480713986647064,10.888059197360507
3700,periodic_full,6.574241174059189,6.245978333014015,6.361625084603016,14.151758958827086,6.270829555226015,6.083472868691243,11.510423778146183,10.843113086932284
3800,periodic_full,6.5725517110812826,6.2549763397487235,6.358235338973733,14.207079632538605,6.2975713895976355,6.05859562574363,11.52861087853351,10.795466854785701
3900,periodic_full,6.5828425339959,6.298460315478667,6.389593451848085,14.242815763028897,6.31782402078973,6.031503733701478,11.534574209677547,10.744706899549076
4000,periodic_full,6.60008847066577,6.350598169373748,6.4327861987873165,14.255388987208308,6.327015282805391,6.003472986529914,11.539962829247983,10.68641188060814
4100,periodic_full,6.374781131543325,6.425442457514136,6.455912089770242,16.3355316357835,6.336122478772106,7.853740041333123,12.540929555410779,12.073008766837113
4200,periodic_full,6.485162332926687,6.413582375944502,6.510199953637533,14.787092516822893,6.286792648535604,6.216699604815045,11.735714447494548,11.186769002992339
4300,periodic_full,6.446269225221903,6.321351975585914,6.392070214861709,14.580042544228776,6.39140045709556,6.2667627556471786,11.718248274556249,11.106269889658375
4400,periodic_full,6.363763274243419,6.2290086535748435,6.2780414908239575,14.430196173482416,6.427327026008866,6.282668312286608,11.64709909361612,11.01784099138495
4500,periodic_full,6.336287141687401,6.177888186912149,6.224071131021262,14.32087992539559,6.359351155046625,6.23116837986378,11.492311948617655,10.871349144752921
4600,periodic_full,6.3386578554540485,6.145140147848983,6.197352535639736,14.2835379965898,6.28284207165222,6.145239043946575,11.393877426360934,10.743920474840591
4700,periodic_full,6.385700072054593,6.124101290093053,6.189131655535599,14.288899197830368,6.252780036744314,6.080946049025899,11.350901961981766,10.647082100191868
4800,periodic_full,6.446947038318783,6.112968671469308,6.190187540238173,14.296784566958825,6.249395394177873,6.050568906707417,11.339122290462756,10.569511420545794
4900,periodic_full,6.632071698049123,6.304152713731189,6.405986400647182,15.61933990445505,6.277807994096083,6.609502848871644,12.079311293717915,11.80252738846407
5000,periodic_full,6.601205022745834,6.005012589544657,6.11820168125084,14.386239556888958,6.154263595476496,6.0121302385228095,11.653182059295956,11.251693343024632
5100,periodic_full,6.7499577289364625,6.3041234047702375,6.386653209111321,13.895450962886967,6.09869947249499,6.053577408779285,11.56928254075465,10.964885117193083
5200,periodic_full,6.884925302936446,6.452632098459995,6.526289238543949,13.900238976770265,6.082181413053168,6.0620640966591175,11.342356086577098,10.823349173392462
5300,periodic_full,6.944264314936169,6.511575306119999,6.585547289701156,14.00865202309972,6.077277685533603,6.045570310491024,11.237337118277738,10.726659260758215
5400,periodic_full,6.984184384023734,6.536769447667579,6.611896965523484,14.123546384442314,6.068162028432838,6.018526618533252,11.1872651008363,10.667711834937224
5500,periodic_full,7.014815357623605,6.5472992672544095,6.62187600078564,14.215716310355543,6.050382097029952,5.996197605780892,11.160467361200503,10.638637448714265
5600,periodic_full,7.03715061640896,6.551581703599352,6.62517015134122,14.258128642600347,6.027023082518787,5.985303916752693,11.150464341806517,10.60920976165897
5700,periodic_full,7.0553949973435675,6.553053290555448,6.626858920085769,14.257214232577756,6.00753077339522,5.985667814766594,11.154676166002432,10.56900239928854
5800,periodic_full,7.067174734517761,6.765806336034433,6.885208466492889,17.19837284611443,6.313135937614947,7.681706510740695,12.582580367130387,12.827727503792955
5900,periodic_full,6.91907564674333,6.530097853549937,6.659522007775434,13.573472575016346,6.502059350581643,6.188229389478391,12.234339509350908,10.876002657694471
6000,periodic_full,5.97955156088823,5.380697087479087,5.586682668445389,10.281126830265181,4.6725084632002645,5.271379028880186,7.569250889560987,8.963072566826225
6100,periodic_full,5.101337566498367,4.301000891823519,4.5591935412966285,7.383423486980519,3.662238175506394,4.519604098964088,6.599772974671764,6.590479302445947
6200,periodic_full,4.738639230877917,4.2895139148238846,4.4836438158201455,8.264632011803188,3.7997279278981937,4.825038353273192,7.4332794448337784,7.603588014626975
6300,periodic_full,4.495146381689438,4.176617765232367,4.3101724372117864,7.495363360364644,3.7690828591068044,4.594684987593164,7.15198756248378,7.106623699644693
6400,periodic_full,4.440939996790295,4.3171150063861585,4.385783478710749,9.71818600206558,4.278434001781336,4.761774663048587,8.364373831175502,8.73057103287585
6500,periodic_full,4.324829142104098,4.153309027800538,4.220527507902465,8.355593894020286,4.197409019810668,4.763949250414857,7.820120715683119,7.963295564690483
6600,periodic_full,4.303262578209922,4.103748720118178,4.171850685934483,8.951211728837404,4.315162388493247,4.839181089850349,7.935028270506649,8.412420492185737
6700,periodic_full,4.336397766981104,4.137333323319818,4.205086206149393,10.01346572251227,4.499765214551264,4.772253601294374,8.266902272539634,9.071481431107388
6800,periodic_full,4.231991179365432,3.9198157123477415,3.9928105344869564,9.230785919528744,4.302740387221378,4.440299996737033,7.638935031593823,8.596238716062572
6900,periodic_full,4.235007101648807,3.8725097721250217,3.9472630384821366,9.751545312017235,4.133635419424113,4.3241208209367095,7.567991348638598,9.169006111150475
7000,periodic_full,4.331107542229572,4.080240545344915,4.139739894351512,11.184835498265091,4.250617559551764,4.940261713599981,8.186255338431408,10.361439085227458
7100,periodic_full,4.2643488136247125,3.9261758535012645,3.996446296921971,11.459025642074709,3.9064198195915285,4.680882193987158,7.84575611303168,10.507927120915058
7200,periodic_full,4.2834362287569485,3.9834205101477584,4.048884109752215,12.682618322049116,3.9746537952282415,4.981538994076033,8.031010540457942,11.371030049098074
7300,periodic_full,4.140782781581535,3.677167004923693,3.7536873397205412,12.089859328389439,3.460106575603667,4.355929183271598,7.295418244493432,10.520049666691333
7400,periodic_full,4.332016856504964,4.05743871096033,4.1126594648039445,13.044101118160512,3.8417297023905013,4.838650970451844,7.777687370342844,11.4260400576063
7500,periodic_full,4.170389308606256,3.763673461471949,3.829337375192584,12.765196089980424,3.4121512695596787,4.336516147604345,7.158220103138986,10.709665793933679
7600,periodic_full,4.2502481817526405,4.069752130894681,4.111793253872395,12.75386119375138,3.829242425911455,4.950148456055081,7.625253214457335,11.273811735694936
7700,periodic_full,4.245608613887277,4.1411801645660855,4.1723564944483655,13.99103499670042,3.966286028896274,4.971126710850925,8.028703607601464,11.884777153111713
7800,periodic_full,4.102123413944322,3.8888960633683483,3.9282085946015903,13.400977013282052,3.6102124726830453,4.735285537580432,7.408078589023097,11.511384322831388
7900,periodic_full,4.20034671974998,3.9646097700888276,4.006667935513497,12.994535749113995,3.6508021440797664,4.873657401569307,7.329603523452311,11.387199480924638
8000,periodic_full,4.112949222933806,3.629979528828162,3.6939841612175424,12.412706017678996,3.2031424918807727,4.256142800128273,6.76779880036495,10.33939484622982
8100,periodic_full,4.056284804127606,3.6884178403439,3.7432332605835508,12.911428633379307,3.2450200213430227,4.588014112226215,6.965764579463366,10.963491819891345
8200,periodic_full,4.346616747438398,4.2132098525806425,4.244057145817158,13.687881345848345,3.9652842537901036,5.342462012892136,7.875306835705169,11.678645496909425
8300,periodic_full,4.133182590674475,3.935031249426132,3.9706719490587,13.722111928594094,3.5171922376473272,5.01833230170715,7.301090772879681,11.509957256790626
8400,periodic_full,4.103998222236963,3.9829404548795964,4.010301496134283,15.138144491463565,3.60145430694228,5.193968927288071,7.542249266076671,12.220363908700234
8500,periodic_full,4.080545531158269,3.990555977501564,4.009142833521856,15.175332524982217,3.5627313435716323,5.047441412996306,7.527121710900638,12.342447743803714
8600,periodic_full,3.9575810842850196,3.7110786286424267,3.745292277254464,13.680781930789946,3.2375294669834593,4.63559186462161,6.882736718471549,11.297401078610656
8700,periodic_full,4.064365657035475,3.853780347430394,3.885917695230141,14.009466987994584,3.390827881160796,4.897314836013805,7.084341558758835,11.711974971506068
8800,periodic_full,3.9958289126878377,3.7984272412149838,3.8310285970913984,15.301597713842542,3.3630307746113814,4.937980744540353,7.25418964867178,12.351532161450818
8900,periodic_full,3.85370684310462,3.644558750292071,3.6789107459989374,14.766623439920915,3.2616846444527297,4.887724142930752,7.0160706528910435,11.781455727180612
9000,periodic_full,3.8224108941110213,3.5422649377888926,3.5815667606984256,14.532316770578957,3.129773301051861,4.748965353597322,6.887413436740397,11.71668382405913
9100,periodic_full,3.804504703565965,3.5219807597135837,3.563432609899085,14.323017476672321,3.0318892318045134,4.881611181825994,7.182232785963534,11.90041730624897
9200,periodic_full,4.048191062710366,3.8675973569993576,3.899799253666797,14.169132435908823,3.3384736641070294,4.9977750081238,7.15510016885396,12.227148563266717
9300,periodic_full,4.141688179216136,3.9558523866745388,3.9899775544331693,14.08305196265986,3.3642878451305562,4.84300901717952,7.0211376037790965,12.244383578657814
9400,periodic_full,4.126682899563957,3.8541952137541653,3.9065022460921814,16.427803410076507,3.369693181928649,5.096039278274801,7.509927521664871,13.33842395948951
9500,periodic_full,4.044252697841706,3.685848286609036,3.7385396541117175,14.755572775521411,3.097391417093509,4.480430532947443,7.006455522714371,12.189112283750653
9600,periodic_full,4.024195614938992,3.774142333835328,3.8142449651572194,14.781079206835692,3.206642860926779,4.5311881159493455,6.859334484347157,12.252025740636158
9700,periodic_full,4.05372281535942,3.8943252731089317,3.925046175618623,15.465425658981653,3.3926012456732697,4.828768171783117,7.070146761115055,12.742581933321972
9800,periodic_full,3.8553789538275853,3.4001072569014563,3.4610038290601293,15.807453921875068,2.9578302235432137,4.347650075492546,6.8417740752759295,12.337440337457165
9900,periodic_full,3.8754871036083367,3.521333825934704,3.570214098381887,16.43605403787212,3.095136933304713,4.404813166403413,6.949646407010648,12.740780486182043
10000,periodic_full,4.0691437954311205,3.873767943122428,3.908867742703252,16.617617512125523,3.5475967382439335,4.928895598192678,7.237599936219796,13.092388373122494
10100,periodic_full,3.8118576626576295,3.413644405830268,3.4625670494443765,15.9802140870079,3.0745548416174926,4.219475099364428,6.723027399461224,12.676294168645985
10200,periodic_full,3.8912184279498914,3.4868188647724607,3.5383311367803914,15.710094308752405,3.1761622332709996,4.190624485961237,6.782960717068403,12.660404005270072
10300,periodic_full,4.102323913443378,3.911556401219952,3.9518257776877195,16.585718822236203,3.691073226413152,4.765872003540698,7.027441253594461,13.236138189858808
10400,periodic_full,3.966956541688045,3.634545073989375,3.6903442014880237,16.030390122176463,3.2441663854169485,4.356779306662317,6.720163636841909,12.68272415450507
10500,periodic_full,3.9793976233495365,3.643363298001475,3.701421345052976,16.452916841731575,3.2105037321162797,4.512580115742211,6.720292616134818,12.745747993727631
10600,periodic_full,3.9112994817411804,3.6696984983492484,3.7119152919746767,17.283807302667803,3.207652955176389,4.544912169609748,6.797410260475225,12.910572887536828
10700,periodic_full,3.87430919778556,3.5811052509679735,3.626068916740167,17.10701316977742,3.0897646148227564,4.284029616557185,6.632967513505266,12.478198501857305
10800,periodic_full,3.882561137172373,3.7053694925994756,3.737135170389889,17.715026812724986,3.254095494850936,4.517308945486033,6.737317945712,12.833313300598427
10900,periodic_full,3.8523729832084297,3.56547475609687,3.6059332510654647,17.10439488985167,3.0646569303467293,4.308979015806387,6.479592282119954,12.25379898305985
11000,periodic_full,3.6295450966365954,3.3236545455713338,3.380392909414113,19.809378951145376,3.1358857579270754,4.98861374643387,7.535963538203572,13.513796522651226
11100,periodic_full,3.7761467776544055,3.351340319184791,3.412646739365889,16.72489530070669,2.963199560293645,4.243637749710994,6.827581012490246,12.96707192906215
11200,periodic_full,3.8476264636313644,3.324011550401379,3.3980601746664645,16.50056783347054,2.8493537076689472,3.9798758282930504,6.64428036854293,12.722992352017311
11300,periodic_full,3.811630010625065,3.2264060423415852,3.310642381054186,16.54895654926462,2.780190883487827,3.939218247623134,6.678963001022323,12.603387003245771
11400,periodic_full,3.9210677512211976,3.5502002596366338,3.623097043416209,18.31339625365536,3.3887746704545854,4.98031819687809,7.8405296002483675,13.773657783155521
11500,periodic_full,4.065470974940619,3.7053376892945,3.7706404882599487,17.044902620224452,3.4579953385128013,4.517900262883188,7.600012129029471,13.414495659561178
11600,periodic_full,4.108233754341483,3.6808426728044306,3.7527325507996627,15.819990119290608,3.3555330099335308,4.085459088132383,7.10933263608893,12.775365294515476
11700,periodic_full,4.027536342204915,3.567435143727331,3.6382071956418036,15.616227000163205,3.1704440453101452,3.8417287864508736,6.793506476560505,12.26211648850951
11800,periodic_full,4.028931331597582,3.7174178065874908,3.7791464294087826,15.628250111403823,3.356965754061569,4.409974192304869,6.9575353579940025,12.730280660173364
11900,periodic_full,3.9574815398663503,3.530434549445444,3.612963590199202,15.459199156252343,3.0168348865079255,4.015791526730844,6.5762477794137135,11.886256359134617
12000,periodic_full,4.020691816171528,3.6524415111322965,3.728210870382543,15.864419835163405,3.1221996347301784,4.08695209149998,6.681045374022577,12.001470939661932
12100,periodic_full,4.030358514145712,3.802195564595845,3.8535933735544052,16.86330567333951,3.2668515258453454,4.200731791347706,6.911370365634548,12.396522631840147
12200,periodic_full,4.078256019198072,4.040789239253135,4.0739460058308525,19.640277942436388,3.8121780343547713,5.079482221593113,7.59732543162179,13.638093617159353
12300,periodic_full,3.91086774581757,3.63891290714782,3.6893716592215613,18.211241187029,3.3409926148759586,4.636387132307491,7.390627691963939,13.72810027463852
12400,periodic_full,3.96387775190794,3.704131573787687,3.7521707079721396,18.917024512401124,3.4818071020093027,4.719066226490824,7.506025232242526,13.91590680567853
12500,periodic_full,4.008476658541083,3.758656697089493,3.80586509010257,18.337124737772548,3.5028878307020066,4.516381196325528,7.4732315183483635,13.628176669439751
12600,periodic_full,4.05149616742499,3.8186817139355202,3.859074044810268,17.497152187224682,3.506459096181718,4.3816655432193965,7.083095157893529,12.959169140380004
12700,periodic_full,4.044820184054339,3.7231490570262875,3.7755130171445503,16.896040357634586,3.3319186598176653,4.214361175462586,6.733483188832153,12.078165135069014
12800,periodic_full,3.9375623468617986,3.61568189114926,3.6700117346170305,17.385132334538184,3.23944006533814,4.240160231423771,6.795181450912131,12.386170669717457
12900,periodic_full,3.9445441938300743,3.685183114180518,3.729403041976601,17.649652503009005,3.282326204147865,4.377443453632455,6.848333034314623,12.73946221915559
13000,periodic_full,3.8050639499947496,3.579609275470607,3.624525208783791,19.19221042917545,3.4318524073773236,4.827694158154553,7.525883534841375,13.632723073132269
13100,periodic_full,3.852424877524999,3.534772497329255,3.5845400350809555,18.269445969347682,3.3909782536589352,4.680477658104176,7.356478756795435,13.49691122618919
13200,periodic_full,3.972459686937922,3.648394488798856,3.696217006558484,17.39115597355032,3.3740411598212168,4.575910051494469,7.010353811361698,13.03329538912045
13300,periodic_full,4.068273655423911,3.8304970419257796,3.8730333062940727,18.09195349866176,3.5159044391979415,4.636100289665037,7.418407593696387,13.303231468424691
13400,periodic_full,4.077808284888845,3.8082459156837967,3.864477744453283,19.604787788708837,3.5708768232662234,4.889239882087078,7.563236576988865,13.9219697662666
13500,periodic_full,4.060853991929279,3.772687146451071,3.8211270404789817,18.095106911134078,3.45046930092319,4.349507988869147,7.1493910650183645,13.317826289444115
13600,periodic_full,4.07427674841011,3.728757123923572,3.7759055040115324,16.845255140914507,3.316804003991469,3.925340496989627,6.861213808054902,12.62288572338918
13700,periodic_full,4.106838233479137,3.806091490378548,3.865054560918444,18.860492984981075,3.7589703569323873,4.751700504341408,7.593348762337936,13.721222080499171
13800,periodic_full,3.9061017720534776,3.417507211702712,3.4836662536674816,17.001418399117078,3.0421287905601377,3.9862455081585018,6.770469783943671,12.226209911535102
13900,periodic_full,4.045474073173303,3.7509015034311206,3.8091249190816576,19.589126311492187,3.534703392058999,4.79209690752813,7.4750883400299015,13.564792712602477
14000,periodic_full,3.9349205452053955,3.7381359001131074,3.7840155150112946,18.99700961440413,3.6180196525755073,4.864554902032469,7.487931199563879,13.491531945576051
14100,periodic_full,3.982934282438854,3.7195748036140834,3.7685774195987936,18.503813689760364,3.490577635206515,4.8972961542759235,7.589356080106229,13.460931498928577
14200,periodic_full,3.853891984806739,3.5959948361797562,3.6439774821330206,18.59789674773042,3.4211007257891874,4.870263306248996,7.68093001029159,13.094595437454291
14300,periodic_full,3.694937217181904,3.419475921207448,3.4627016151306247,18.212678412058594,3.178861861981891,4.804402249082187,7.578774600277606,13.286092932790748
14400,periodic_full,3.8559465978895777,3.6465187154363696,3.678740149983602,17.471057160507225,3.282465112827182,4.656117843725663,7.348366962006433,13.046844387824736
14500,periodic_full,3.981243868607978,3.7904634669652677,3.8209799123413064,17.289041486650053,3.4067269649717002,4.654755389214514,7.234124593409105,12.768483449903634
14600,periodic_full,3.9048233239413435,3.7096389121070925,3.743913374104166,18.59264310023292,3.3475706584815823,4.7175993070976805,7.576192950447205,12.611716281316715
14700,periodic_full,3.8477672787629484,3.4821927175861536,3.5244738880755175,16.79075100490456,2.9760556656160495,4.042665894902193,6.7601612504885376,11.548167493668522
14800,periodic_full,3.9930466275998566,3.8088048039653244,3.840216867892805,17.905274923439443,3.3652846128562506,4.669093034738527,7.108980085457708,12.435585636144161
14900,periodic_full,4.013402469139613,3.8027993508978244,3.840708565317694,18.42988130693748,3.3983449580778196,4.706400978289026,7.090270875295024,12.368399902698776
15000,periodic_full,4.036034773152617,3.8874893145153546,3.928465688161076,19.606952037595082,3.740523851661727,5.338005774731107,7.965414681536797,13.403587616761618
15100,periodic_full,4.033924595221895,3.815910416002107,3.8527697858332854,18.54276098849231,3.487845699102323,4.63288654465188,7.318059810567728,12.729367117190106
15200,periodic_full,3.995878452347216,3.631267120795519,3.6843700446675736,18.540975015261242,3.526365490787366,4.6470061481646185,7.281069581479788,13.274608827289496
15300,periodic_full,4.1677646902063135,3.9067798080012777,3.9499442038628576,17.581492738864085,3.7515306854160793,4.592462840297776,7.260061195840755,13.046891047059681
15400,periodic_full,3.9267422186747747,3.4504454439820145,3.516877370969057,17.421870383046336,3.146250747136394,4.183960146905717,6.987829536088346,12.512532922830596
15500,periodic_full,4.065311046257181,3.7202160266581177,3.780825400137524,19.099719568148835,3.607370131867792,4.759479081311445,7.455824455066473,13.246638347948105
15600,periodic_full,3.9952340084099163,3.6863887726805444,3.744373100858564,17.49410715052109,3.1775002078832824,4.414466567083549,6.999686712418223,12.79550531144783
15700,periodic_full,3.987233566183785,3.5522081447448985,3.6233272570673214,16.373010365045545,2.9844966768323826,4.1204213366458236,6.987722911084936,12.54546020937392
15800,periodic_full,4.114040779461293,3.615832752300767,3.692605660013184,15.251931838168124,3.0676709686581702,3.87511614013025,6.732991958178252,11.858358188985456
15900,periodic_full,4.21356395635637,3.75928762808454,3.831758463935009,15.836043409071925,3.2859847884969224,3.976878508294988,6.881722672292719,12.06244955053169
16000,periodic_full,4.021025904809852,3.4819237368768245,3.558124514959217,15.711300431282067,3.0323822615359477,3.722765160449382,6.507935756787472,11.403557752253585
16100,periodic_full,4.0625675532508945,3.724836452148101,3.781012449210913,16.892999242251793,3.2626335108311952,4.227760097936368,6.677224338720709,11.894698723023783
16200,periodic_full,4.0975165829612505,3.8633759510499917,3.9082154344524307,19.27611634763507,3.5503691271760873,4.485508511540049,7.368581989057368,12.855527570860263
16300,periodic_full,4.218156437811143,4.121670628525174,4.156027592494551,19.44976425632181,3.9111745251909587,4.856319180971445,8.129981461843473,12.942745406548202
16400,periodic_full,4.200968660463098,3.9547334990008314,3.9973344304009952,17.611224814789427,3.6856764901568004,4.136219808249244,7.149080844075026,12.151599924334617
16500,periodic_full,4.128777615079132,3.9448503230369645,3.982358388321928,18.347830300290656,3.686699038697967,4.555966304595245,7.703230642590575,12.51796654648039
16600,periodic_full,4.022482894036929,3.7596255423443723,3.7956869316661788,17.421139347609742,3.2969445456027295,4.1571082812833575,6.744580735229119,11.686661767507427
16700,periodic_full,4.043973564342802,3.897587458672397,3.9272468673735283,18.370429562496447,3.5405484004045458,4.6212794155439765,6.9452842650768725,12.307720230920197
16800,periodic_full,3.9596824802392074,3.7556845016075906,3.7874020073410706,18.66321883745499,3.264850033067083,4.4547114455415375,6.914013940844801,12.12826539565672
16900,periodic_full,3.9935517042954682,3.7143595525844733,3.7583152856987745,18.315439774492596,3.228472099930656,4.367487281535646,6.94986346755197,12.353470014715457
17000,periodic_full,3.998138399463474,3.7380833172610037,3.780376069458566,18.1095005220202,3.280256574458978,4.389264267161341,7.2739279478472465,12.511396367510207
17100,periodic_full,3.9860502067724926,3.542837161054246,3.6041450440607457,17.429585507239892,2.993791635242832,4.0477997076423,6.858172636185241,12.199840551200554
17200,periodic_full,4.018182006456091,3.704052975714576,3.753998794824096,18.314583913229143,3.2248018167875054,4.3215905774354,6.978470230898803,12.414570592139357
17300,periodic_full,3.90613064206443,3.5897869709652803,3.637147367454193,18.031008012929444,3.067609166846543,4.249245095387739,6.773702195302938,11.930348471969426
17400,periodic_full,3.95906888756939,3.7819311522295735,3.818640288927804,19.145512019351372,3.475145069439565,4.626264436807308,7.146643862142879,12.674372154439267
