epoch,layer_0_pre,layer_0_mid,layer_0_post,layer_0_delta_attn,layer_0_delta_mlp,layer_1_pre,layer_1_mid,layer_1_post,layer_1_delta_attn,layer_1_delta_mlp,layer_2_pre,layer_2_mid,layer_2_post,layer_2_delta_attn,layer_2_delta_mlp,layer_3_pre,layer_3_mid,layer_3_post,layer_3_delta_attn,layer_3_delta_mlp
1000,1.0000000000000446,1.0000000000000446,1.0000000000000375,0.0,-7.105427357601002e-15,1.0000000000000375,1.0000000000000375,1.0000000000000364,0.0,-1.1102230246251565e-15,1.0000000000000364,30.329441631134102,30.329441631134102,29.329441631134067,0.0,30.329441631134102,69.15366006198624,69.15366006198624,38.82421843085214,0.0
2000,1.0000000000000435,1.0000000000000435,1.000000000000042,0.0,-1.5543122344752192e-15,1.000000000000042,1.000000000000042,1.0000000000000435,0.0,1.5543122344752192e-15,1.0000000000000435,30.984761575411877,30.984761575411877,29.984761575411834,0.0,30.984761575411877,70.14657536012461,70.14657536012461,39.161813784712734,0.0
3000,1.0000000000000366,1.0000000000000366,1.0000000000000375,0.0,8.881784197001252e-16,1.0000000000000375,1.0000000000000375,1.0000000000000402,0.0,2.6645352591003757e-15,1.0000000000000402,31.15427553981673,31.15427553981673,30.15427553981669,0.0,31.15427553981673,70.85769166765161,70.85769166765161,39.70341612783488,0.0
4000,1.00000000000004,1.00000000000004,1.0000000000000415,0.0,1.5543122344752192e-15,1.0000000000000415,1.0000000000000415,1.0000000000000402,0.0,-1.3322676295501878e-15,1.0000000000000402,31.127524818732528,31.127524818732528,30.12752481873249,0.0,31.127524818732528,71.78454791953803,71.78454791953803,40.6570231008055,0.0
5000,1.0000000000000397,1.0000000000000397,1.0000000000000384,0.0,-1.3322676295501878e-15,1.0000000000000384,1.0000000000000384,1.0000000000000355,0.0,-2.886579864025407e-15,1.0000000000000355,31.68599926927352,31.68599926927352,30.685999269273484,0.0,31.68599926927352,72.8824191816977,72.8824191816977,41.196419912424176,0.0
6000,1.0000000000000389,1.0000000000000389,1.0000000000000342,0.0,-4.6629367034256575e-15,1.0000000000000342,1.0000000000000342,1.0000000000000357,0.0,1.5543122344752192e-15,1.0000000000000357,31.830240397913542,31.830240397913542,30.830240397913506,0.0,31.830240397913542,73.24481838042502,73.24481838042502,41.414577982511474,0.0
7000,1.0000000000000442,1.0000000000000442,1.0000000000000473,0.0,3.1086244689504383e-15,1.0000000000000473,1.0000000000000473,1.0000000000000462,0.0,-1.1102230246251565e-15,1.0000000000000462,31.928135929778712,31.928135929778712,30.928135929778666,0.0,31.928135929778712,73.44069953197354,73.44069953197354,41.512563602194824,0.0
8000,1.0000000000000362,1.0000000000000362,1.000000000000041,0.0,4.884981308350689e-15,1.000000000000041,1.000000000000041,1.0000000000000422,0.0,1.1102230246251565e-15,1.0000000000000422,31.976891587064507,31.976891587064507,30.976891587064465,0.0,31.976891587064507,73.68139522630422,73.68139522630422,41.70450363923971,0.0
9000,1.0000000000000364,1.0000000000000364,1.0000000000000435,0.0,7.105427357601002e-15,1.0000000000000435,1.0000000000000435,1.0000000000000364,0.0,-7.105427357601002e-15,1.0000000000000364,32.453903487940366,32.453903487940366,31.45390348794033,0.0,32.453903487940366,74.25900229521753,74.25900229521753,41.80509880727716,0.0
10000,1.0000000000000493,1.0000000000000493,1.0000000000000444,0.0,-4.884981308350689e-15,1.0000000000000444,1.0000000000000444,1.0000000000000402,0.0,-4.218847493575595e-15,1.0000000000000402,32.80417399518895,32.80417399518895,31.804173995188908,0.0,32.80417399518895,74.19631862762222,74.19631862762222,41.39214463243327,0.0
