layer,block_kind,erank_pre,erank_mid,erank_post,delta_attn,delta_mlp
0,M,1.0000000000000395,1.0000000000000395,1.0000000000000366,NA,-2.886579864025407e-15
1,M,1.0000000000000366,1.0000000000000366,1.0000000000000353,NA,-1.3322676295501878e-15
2,A,1.0000000000000353,33.645446372978256,33.645446372978256,32.64544637297822,NA
3,A,33.645446372978256,75.07417891458475,75.07417891458475,41.42873254160649,NA

sum_delta_attn,74.0741789145847
sum_delta_mlp,-4.218847493575595e-15
