run_name,schedule,final_erank,sum_delta_attn,sum_delta_mlp,topk_mass_1,topk_mass_5,topk_mass_10,topk_mass_20,same_sum_ratio
modadd_4layer_standard_AMAMAMAM,AM-AM-AM-AM,20.2625098503669,8.18237980543189,11.080130044934975,0.1481884174705698,0.5316154910245361,0.7350346038567661,0.9315266805744369,0.3366793036682698
modadd_4layer_attention_only_AAAA,A-A-A-A,71.02161560285008,70.02161560285003,0.0,0.032593323949981184,0.14644615974669958,0.26578880276813527,0.4600392775950711,
modadd_4layer_mlp_only_MMMM,M-M-M-M,1.0000000000000362,0.0,-2.220446049250313e-15,1.0,1.0,1.0,1.0,
modadd_4layer_early_attention_AMMM,A-M-M-M,11.147633422303402,4.921515117131149,5.22611830517222,0.22428596749356705,0.6780785414567717,0.8924947848562863,0.9960056893662296,0.3694086941615033
modadd_4layer_late_attention_MMMA,M-M-M-A,39.22910909662848,38.229109096628434,3.9968028886505635e-15,0.05563430004808075,0.24373081692957269,0.4322735333452831,0.7101021706270139,
modadd_4layer_route_then_process_AAMM,A-A-M-M,10.253069396817127,5.407181629218353,3.845887767598734,0.310745484500285,0.6887641131876715,0.9019906195881293,0.9971157210465732,0.22858978876413327
modadd_4layer_process_then_route_MMAA,M-M-A-A,75.07417891458475,74.0741789145847,-4.218847493575595e-15,0.030055649001798135,0.13075690190764194,0.2407131659593378,0.4242112553486915,
