run_id,depth,schedule,seed,checkpoint_label,epoch,train_acc,val_acc,test_acc_at_best_val_if_applicable,block_index,block_type,erank_before,erank_after,delta_erank,relative_delta_erank,is_attention,is_mlp
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,random_init,0,,,,0,A,1.0000000000000404,68.38281142605405,67.382811426054,67.38281142605128,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,random_init,0,,,,1,M,68.38281142605405,68.04537686258959,-0.33743456346445555,-0.004934493865162906,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,random_init,0,,,,2,M,68.04537686258959,67.75857133188569,-0.28680553070390147,-0.004214915750750779,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,random_init,0,,,,3,A,67.75857133188569,76.9570820488061,9.19851071692041,0.13575420107170696,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,random_init,0,,,,4,A,76.9570820488061,78.428724688174,1.4716426393679,0.019122900715421953,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,random_init,0,,,,5,M,78.428724688174,78.02601624051734,-0.40270844765666425,-0.005134706056458257,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,random_init,0,,,,6,A,78.02601624051734,79.30162265775638,1.2756064172390467,0.016348475530353297,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,random_init,0,,,,7,M,79.30162265775638,78.67518820125247,-0.6264344565039153,-0.007899390144983932,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,0.9987694372972368,0,A,1.0000000000000395,4.500935821733674,3.5009358217336346,3.500935821733496,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,0.9987694372972368,1,M,4.500935821733674,4.2353009358150855,-0.26563488591858864,-0.05901770130467472,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,0.9987694372972368,2,M,4.2353009358150855,3.9634695061045324,-0.2718314297105531,-0.06418231758028288,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,0.9987694372972368,3,A,3.9634695061045324,4.049275569663972,0.08580606355943932,0.02164923015738632,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,0.9987694372972368,4,A,4.049275569663972,3.811085245893121,-0.23819032377085092,-0.05882294738231834,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,0.9987694372972368,5,M,3.811085245893121,4.8960201267592485,1.0849348808661277,0.2846787229530667,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,0.9987694372972368,6,A,4.8960201267592485,8.91242911842469,4.0164089916654415,0.8203416014802956,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,0.9987694372972368,7,M,8.91242911842469,12.874320528078975,3.961891409654285,0.44453553088729264,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,final,50000,0.5512402088772846,0.34595300261096606,,0,A,1.000000000000042,1.9000076682345641,0.9000076682345222,0.9000076682344844,1,0
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,final,50000,0.5512402088772846,0.34595300261096606,,1,M,1.9000076682345641,1.8712722818121967,-0.028735386422367393,-0.01512382655227257,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,final,50000,0.5512402088772846,0.34595300261096606,,2,M,1.8712722818121967,2.1451140331200613,0.2738417513078646,0.1463398747309333,0,1
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,final,50000,0.5512402088772846,0.34595300261096606,,3,A,2.1451140331200613,3.525027689317624,1.3799136561975627,0.6432821914788758,1,0
