run_id,depth,schedule,epoch,step,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,best_val_acc_so_far,learning_rate,weight_decay,elapsed_time_seconds
depth4_bal_AMMAAMAM,4,AMMAAMAM,1,12,4.7374867995580034,4.745462258656819,4.737361403873988,0.00881201044386423,0.007832898172323759,0.007383376216579036,0.007832898172323759,0.0003,1.0,0.7536990642547607
depth4_bal_AMMAAMAM,4,AMMAAMAM,25,300,4.028908650080363,5.818040529886882,5.815918391091483,0.08942558746736293,0.005221932114882507,0.0031323414252153485,0.007832898172323759,0.0003,1.0,7.93555212020874
depth4_bal_AMMAAMAM,4,AMMAAMAM,50,600,2.1773312290509543,9.299844106038412,9.171443040030343,0.41677545691906004,0.005221932114882507,0.005593466830741693,0.007832898172323759,0.0003,1.0,14.34269642829895
depth4_bal_AMMAAMAM,4,AMMAAMAM,75,900,0.8308734397093455,12.84388542175293,12.755433137076242,0.7996083550913838,0.0039164490861618795,0.0050341201476675245,0.007832898172323759,0.0003,1.0,21.596456050872803
depth4_bal_AMMAAMAM,4,AMMAAMAM,100,1200,0.9688691844542822,11.651827494303385,11.477263723100934,0.7627284595300261,0.006527415143603133,0.0050341201476675245,0.007832898172323759,0.0003,1.0,29.440481185913086
depth4_bal_AMMAAMAM,4,AMMAAMAM,125,1500,0.17959416409333548,14.684336344401041,14.565210969107492,0.9928198433420365,0.0026109660574412533,0.004922250811052691,0.007832898172323759,0.0003,1.0,37.79847693443298
depth4_bal_AMMAAMAM,4,AMMAAMAM,150,1800,0.11587118916213512,14.896353085835775,14.833855084010533,0.9983681462140992,0.005221932114882507,0.005929074840586196,0.007832898172323759,0.0003,1.0,45.63654327392578
depth4_bal_AMMAAMAM,4,AMMAAMAM,175,2100,0.08006181692083676,15.799795150756836,15.662418746948243,0.9986945169712794,0.005221932114882507,0.005369728157512026,0.007832898172323759,0.0003,1.0,53.26162815093994
depth4_bal_AMMAAMAM,4,AMMAAMAM,200,2400,0.2531107800702254,13.650640487670898,13.463705471583776,0.9771540469973891,0.007832898172323759,0.0064884215236603645,0.007832898172323759,0.0003,1.0,60.02766561508179
depth4_bal_AMMAAMAM,4,AMMAAMAM,225,2700,0.09401479798058669,14.20765749613444,14.023749160766602,0.9993472584856397,0.0039164490861618795,0.0064884215236603645,0.007832898172323759,0.0003,1.0,66.65196204185486
depth4_bal_AMMAAMAM,4,AMMAAMAM,250,3000,0.07113978018363316,14.58861223856608,14.368730926513672,1.0,0.007832898172323759,0.006824029533504867,0.007832898172323759,0.0003,1.0,72.55174589157104
depth4_bal_AMMAAMAM,4,AMMAAMAM,275,3300,0.18697291115919748,13.632974624633789,13.491321999686106,0.983355091383812,0.005221932114882507,0.006376552187045531,0.007832898172323759,0.0003,1.0,80.26797890663147
depth4_bal_AMMAAMAM,4,AMMAAMAM,300,3600,0.13005328054229418,14.27844524383545,14.055510875156948,0.9918407310704961,0.010443864229765013,0.006040944177201029,0.010443864229765013,0.0003,1.0,88.3588273525238
depth4_bal_AMMAAMAM,4,AMMAAMAM,325,3900,0.06605462574710448,13.962063153584799,13.74009666442871,0.9996736292428199,0.01174934725848564,0.006600290860275198,0.01174934725848564,0.0003,1.0,96.2735493183136
depth4_bal_AMMAAMAM,4,AMMAAMAM,350,4200,0.9825075964132944,12.180469830830893,11.949252837044853,0.7131201044386423,0.007832898172323759,0.007830853563038372,0.01174934725848564,0.0003,1.0,103.95327925682068
depth4_bal_AMMAAMAM,4,AMMAAMAM,375,4500,0.2388119027018547,14.930294036865234,14.530525016784669,0.9536553524804178,0.009138381201044387,0.006376552187045531,0.01174934725848564,0.0003,1.0,111.972740650177
depth4_bal_AMMAAMAM,4,AMMAAMAM,400,4800,0.05291604436933994,13.99267546335856,13.559354972839355,1.0,0.007832898172323759,0.0069358988701197005,0.01174934725848564,0.0003,1.0,120.03916263580322
depth4_bal_AMMAAMAM,4,AMMAAMAM,425,5100,0.5566003322601318,13.406341234842936,13.165152767726353,0.8515013054830287,0.007832898172323759,0.006152813513815863,0.01174934725848564,0.0003,1.0,127.64600324630737
