run_id,depth,schedule,seed,checkpoint_label,epoch,train_acc,val_acc,final_rep_erank,rank_nonzero,top1_mass,top5_mass,top10_mass,top20_mass,singular_values_path
depth4_bal_AMMAAMAM,4,AMMAAMAM,0,best_val,5025,1.0,1.0,12.874320528078975,128,0.2965132948144462,0.6659802187018445,0.8244568510295985,0.9531787807025367,/jumbo/lisp/f006j44/erank/erank-interp/outputs/arch_order_sweep_6gpu/spectra/depth4_bal_AMMAAMAM_best_val_singular_values.npy
