layer,erank_pre,erank_mid,erank_post,delta_attn,delta_mlp
0,,,,1.858652693444424,0.19465496456383047
1,,,,5.239152358237759,13.827267964643724

sum_delta_attn,7.097805051682183
sum_delta_mlp,14.021922929207555
