task,architecture,mean_test_acc,std_test_acc,mean_sum_delta_attn,std_sum_delta_attn,mean_sum_delta_mlp,std_sum_delta_mlp,mean_layer0_delta_attn,std_layer0_delta_attn,mean_layer0_delta_mlp,std_layer0_delta_mlp,mean_layer1_delta_attn,std_layer1_delta_attn,mean_layer1_delta_mlp,std_layer1_delta_mlp,num_successful_runs,num_total_runs,seeds
hybrid_retrieve_add,attention_only,0.008666666666666668,0.0016414763002993514,29.825604094152467,6.796059640326573,0.0,0.0,9.082989761061896,3.3414182760835165,0.0,0.0,20.74261433309057,3.5023343406198633,0.0,0.0,0,3,"[0, 1, 2]"
hybrid_retrieve_add,standard,0.009611111111111112,0.0003469443332443553,41.042338148130426,2.159095813579064,34.13157309127027,1.0640420133630266,10.77299107633742,0.6429901446539513,-0.6617386803350822,0.2726151567319957,30.269347071793007,1.5834072927227418,34.79331177160535,0.8801231274423678,0,3,"[0, 1, 2]"
