run_id,depth,schedule,seed,epoch,relative_epoch_to_tau,train_acc,val_acc,checkpoint_label,final_rep_erank,sum_delta_A,sum_delta_M,mean_delta_A,mean_delta_M,max_positive_delta_block_index,max_negative_delta_block_index
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,0,-1800,,,random_init,77.45499926253414,78.48367638970032,-2.028677127166219,19.62091909742508,-0.5071692817915547,0,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,100,-1700,1.0,0.013054830287206266,first_train_acc_ge_0.99,69.48363459388885,43.56808032384299,24.915554270045828,10.892020080960748,6.228888567511457,0,2
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,850,-950,1.0,0.05352480417754569,first_val_acc_ge_0.05,62.96524411034888,27.691709660948007,34.27353444940083,6.922927415237003,8.568383612350207,7,2
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,1000,,1.0,0.05221932114882506,periodic,55.92193921282917,26.373098681778536,28.5488405310506,6.593274670444634,7.13721013276265,7,2
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,1600,-200,1.0,0.2741514360313316,first_val_acc_ge_0.25,46.14695500553197,22.357031229982567,22.78992377554936,5.589257807495642,5.69748094388734,7,2
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,1725,-75,1.0,0.6070496083550914,first_val_acc_ge_0.50,32.297748452525134,19.07287345913481,12.22487499339028,4.768218364783703,3.05621874834757,0,2
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,1775,-25,1.0,0.9425587467362925,first_val_acc_ge_0.75,21.54772109902994,17.15167823050705,3.3960428685228585,4.287919557626762,0.8490107171307146,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,1800,0,1.0,0.97911227154047,first_val_acc_ge_0.95,17.558658326230294,15.86134620505634,0.6973121211739208,3.965336551264085,0.1743280302934802,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,1950,150,1.0,1.0,best_val,9.191997277121123,11.572879642639112,-3.3808823655180333,2.893219910659778,-0.8452205913795083,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,2000,200,1.0,1.0,periodic,8.342440271042594,10.979870042983496,-3.6374297719409423,2.744967510745874,-0.9093574429852356,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,3000,1200,1.0,1.0,periodic,5.050669372050752,6.763970814170436,-2.713301442119728,1.690992703542609,-0.678325360529932,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,4000,2200,1.0,1.0,periodic,4.186245123101072,5.777427277172663,-2.5911821540716327,1.4443568192931657,-0.6477955385179082,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,5000,3200,1.0,1.0,periodic,4.7492099240742744,6.362190663074344,-2.6129807390001103,1.590547665768586,-0.6532451847500276,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,6000,4200,1.0,1.0,periodic,4.236580008234981,6.311012259138293,-3.0744322509033566,1.5777530647845732,-0.7686080627258391,0,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,7000,5200,0.6305483028720626,0.5848563968668408,periodic,5.32687508439252,5.715702172302601,-1.3888270879101223,1.4289255430756502,-0.3472067719775306,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,8000,6200,1.0,1.0,periodic,4.75868992934109,6.646942972687599,-2.8882530433465505,1.6617357431718998,-0.7220632608366376,0,7
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,9000,7200,1.0,1.0,periodic,5.242717479033714,6.834214448957487,-2.591496969923814,1.7085536122393719,-0.6478742424809535,5,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,10000,8200,0.8926240208877284,0.825065274151436,periodic,13.437277034064321,5.606824062861309,6.830452971202976,1.4017060157153272,1.707613242800744,7,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,11000,9200,0.9053524804177546,0.7845953002610966,periodic,19.9047083939903,5.6849956911045965,13.219712702885664,1.4212489227761493,3.304928175721416,7,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,12000,10200,0.9797650130548303,0.856396866840731,periodic,20.726776804031218,5.669247451059174,14.057529352972008,1.4173118627647936,3.514382338243002,7,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,13000,11200,0.9856396866840731,0.8707571801566579,periodic,21.26149393559243,5.68701014963826,14.574483785954131,1.421752537409565,3.6436209464885327,7,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,14000,12200,0.9843342036553525,0.8655352480417755,periodic,21.180158490053778,5.605962294892688,14.57419619516105,1.401490573723172,3.6435490487902626,7,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,15000,13200,0.9069843342036553,0.7689295039164491,periodic,22.09782111398138,5.567508100649988,15.530313013331348,1.391877025162497,3.882578253332837,7,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,16000,14200,0.9993472584856397,0.8798955613577023,periodic,21.76707614409459,5.557955782708368,15.209120361386187,1.389488945677092,3.802280090346547,7,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,17000,15200,1.0,0.8877284595300261,periodic,21.90006658938893,5.551507674105775,15.348558915283116,1.3878769185264435,3.837139728820779,7,6
depth4_bal_AAMAAMMM,4,AAMAAMMM,0,18000,16200,0.9556135770234987,0.8172323759791122,periodic,22.499127143064054,5.547946961519785,15.951180181544228,1.3869867403799463,3.987795045386057,7,6
