epoch,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc
1,4.734258489175276,4.731935761191628,4.731687426567078,0.009375,0.011428571428571429,0.009
2,4.724568031050942,4.733309962532737,4.731596330801646,0.012142857142857143,0.0064285714285714285,0.008833333333333334
3,4.721060406077992,4.731233336708763,4.733672857284546,0.012232142857142856,0.0067857142857142855,0.008666666666666666
4,4.716200546784834,4.736285166306929,4.7381472786267596,0.012857142857142857,0.0075,0.010666666666666666
5,4.707968538457697,4.736430905082009,4.743113140265147,0.013660714285714286,0.008928571428571428,0.008833333333333334
6,4.698896754871715,4.74567274613814,4.7518371144930525,0.015982142857142858,0.005357142857142857,0.010166666666666666
7,4.685631199316545,4.752098777077415,4.7592848141988116,0.019196428571428573,0.008928571428571428,0.010666666666666666
8,4.671179240400141,4.7625414674932305,4.773457467556,0.021607142857142856,0.012857142857142857,0.0085
9,4.662779927253723,4.76261568069458,4.773396511872609,0.020982142857142855,0.015714285714285715,0.010833333333333334
10,4.645897854458202,4.79287897456776,4.8000666697820025,0.02642857142857143,0.01,0.009333333333333334
11,4.632625070485202,4.797637375918302,4.810933152834575,0.02517857142857143,0.009642857142857142,0.0095
12,4.613662167028948,4.814609831029719,4.8247082233428955,0.029017857142857144,0.009642857142857142,0.0095
13,4.600341200828552,4.817320390181108,4.825186908245087,0.031160714285714285,0.01107142857142857,0.009333333333333334
14,4.582794417034496,4.846099463376132,4.845941364765167,0.03276785714285714,0.012142857142857143,0.010833333333333334
15,4.559920852834528,4.871808225458318,4.8709999322891235,0.037767857142857145,0.015,0.012
16,4.5415203029459175,4.877466158433394,4.866274793942769,0.038035714285714284,0.015357142857142857,0.011
17,4.518269202925942,4.921539089896462,4.9117125272750854,0.04321428571428571,0.012142857142857143,0.012833333333333334
18,4.490298661318692,4.932877020402388,4.9229482014973955,0.04517857142857143,0.01107142857142857,0.011166666666666667
19,4.4580559947273946,4.956834316253662,4.944976309935252,0.049107142857142856,0.010714285714285714,0.012666666666666666
20,4.420841618017717,4.9926627766002305,4.972180465857188,0.05285714285714286,0.013571428571428571,0.013
21,4.38476819341833,5.016037204048851,4.985804041226705,0.05901785714285714,0.012857142857142857,0.013833333333333333
22,4.332407420331782,5.031254638325084,5.003938098748525,0.06589285714285714,0.016785714285714286,0.015833333333333335
23,4.284795197573575,5.091649358922785,5.0602536996205645,0.07383928571428572,0.013571428571428571,0.015166666666666667
24,4.227478981018066,5.132639148018577,5.102644602457683,0.07919642857142857,0.015714285714285715,0.013666666666666667
25,4.170424564318224,5.1731016419150615,5.129190782705943,0.0875,0.014642857142857143,0.015166666666666667
26,4.109554269097068,5.21098535711115,5.181361178557078,0.09732142857142857,0.0175,0.0165
27,4.050307934934443,5.241237076846036,5.191903352737427,0.105625,0.015,0.017166666666666667
28,3.9813534671610054,5.260474898598411,5.212645550568898,0.11642857142857142,0.014642857142857143,0.0185
29,3.9193973649631846,5.305918130007657,5.257192075252533,0.12303571428571429,0.019285714285714285,0.0155
30,3.8442881161516365,5.35812555659901,5.311240057150523,0.13357142857142856,0.0175,0.018666666666666668
31,3.7746540741486982,5.392071030356667,5.352274080117543,0.14785714285714285,0.023214285714285715,0.019333333333333334
32,3.706991807980971,5.436300451105291,5.401331802209218,0.15767857142857142,0.018214285714285714,0.0215
33,3.633843714540655,5.507394530556419,5.472714722156525,0.17214285714285715,0.01892857142857143,0.018666666666666668
34,3.5592735463922676,5.54733250357888,5.51222022374471,0.1805357142857143,0.02,0.0215
35,3.4905069903893904,5.6265034242109815,5.580438594023387,0.18767857142857142,0.021785714285714287,0.020833333333333332
36,3.4115715568715874,5.7215634692798965,5.67094882329305,0.2030357142857143,0.0225,0.023
37,3.353385963223197,5.722818157889626,5.673958162466685,0.21473214285714284,0.02035714285714286,0.019833333333333335
38,3.2890571518377825,5.800792867487127,5.743466258049011,0.22723214285714285,0.019642857142857142,0.023
39,3.2316702116619456,5.8054539507085625,5.746921479701996,0.24044642857142856,0.02035714285714286,0.020833333333333332
40,3.1577553315596147,5.8707334345037285,5.826922436555226,0.2530357142857143,0.023571428571428573,0.022
41,3.0824980519034644,5.94248780337247,5.89179386695226,0.2663392857142857,0.025357142857142856,0.020666666666666667
42,3.051776506684043,5.9687206961891865,5.918261567751567,0.2729464285714286,0.025,0.022333333333333334
43,2.995824710889296,6.0300233580849385,6.006436924139659,0.28267857142857145,0.02107142857142857,0.0235
44,2.950640635056929,6.082615462216464,6.004605352878571,0.2914285714285714,0.022857142857142857,0.021333333333333333
45,2.872555521401492,6.110211502421986,6.064101994037628,0.3075,0.024642857142857143,0.022833333333333334
46,2.8544557690620422,6.093168605457652,6.022132635116577,0.3063392857142857,0.02642857142857143,0.0265
47,2.764275361191143,6.228641943498091,6.177275359630585,0.33035714285714285,0.025357142857142856,0.023
48,2.725686192512512,6.2823099223050205,6.224174817403157,0.33267857142857143,0.0275,0.023666666666666666
49,2.667283979329196,6.332467816092751,6.29668253660202,0.3475892857142857,0.025,0.020666666666666667
50,2.6156432845375757,6.370544000105425,6.296660602092743,0.3545535714285714,0.025357142857142856,0.022333333333333334
51,2.60697661746632,6.400637669996782,6.340982894102733,0.36142857142857143,0.031785714285714285,0.023
52,2.5526498285206882,6.44477670842951,6.3515859842300415,0.3757142857142857,0.029285714285714286,0.024666666666666667
