epoch,layer_0_pre,layer_0_mid,layer_0_post,layer_0_delta_attn,layer_0_delta_mlp,layer_1_pre,layer_1_mid,layer_1_post,layer_1_delta_attn,layer_1_delta_mlp,layer_2_pre,layer_2_mid,layer_2_post,layer_2_delta_attn,layer_2_delta_mlp,layer_3_pre,layer_3_mid,layer_3_post,layer_3_delta_attn,layer_3_delta_mlp
1000,1.0000000000000437,14.386507095226523,14.386507095226523,13.386507095226479,0.0,14.386507095226523,16.320703479430836,16.320703479430836,1.9341963842043128,0.0,16.320703479430836,39.776495656769804,39.776495656769804,23.455792177338967,0.0,39.776495656769804,70.25787981389311,70.25787981389311,30.48138415712331,0.0
2000,1.0000000000000446,13.060525798236569,13.060525798236569,12.060525798236524,0.0,13.060525798236569,15.518361641628967,15.518361641628967,2.457835843392399,0.0,15.518361641628967,39.95390831740593,39.95390831740593,24.435546675776965,0.0,39.95390831740593,71.39491323034636,71.39491323034636,31.44100491294043,0.0
3000,1.0000000000000329,12.471967361196498,12.471967361196498,11.471967361196466,0.0,12.471967361196498,14.665632342758594,14.665632342758594,2.1936649815620957,0.0,14.665632342758594,39.49993771829503,39.49993771829503,24.834305375536438,0.0,39.49993771829503,71.87250321825387,71.87250321825387,32.37256549995884,0.0
4000,1.0000000000000426,12.22358381861645,12.22358381861645,11.223583818616408,0.0,12.22358381861645,14.290500454895035,14.290500454895035,2.0669166362785845,0.0,14.290500454895035,38.70598258565061,38.70598258565061,24.415482130755574,0.0,38.70598258565061,71.52559044851405,71.52559044851405,32.81960786286344,0.0
5000,1.0000000000000446,11.66326065827547,11.66326065827547,10.663260658275426,0.0,11.66326065827547,13.99383061157499,13.99383061157499,2.33056995329952,0.0,13.99383061157499,38.98242764752979,38.98242764752979,24.988597035954797,0.0,38.98242764752979,72.21820587200817,72.21820587200817,33.23577822447838,0.0
6000,1.0000000000000397,11.117015133330385,11.117015133330385,10.117015133330346,0.0,11.117015133330385,13.743151384428339,13.743151384428339,2.626136251097954,0.0,13.743151384428339,38.68050261753107,38.68050261753107,24.93735123310273,0.0,38.68050261753107,72.24021403584344,72.24021403584344,33.55971141831237,0.0
7000,1.0000000000000495,10.910453797143356,10.910453797143356,9.910453797143306,0.0,10.910453797143356,13.522182611910852,13.522182611910852,2.6117288147674955,0.0,13.522182611910852,38.09056020875739,38.09056020875739,24.56837759684654,0.0,38.09056020875739,71.9117890675531,71.9117890675531,33.82122885879571,0.0
8000,1.00000000000004,10.974255913579434,10.974255913579434,9.974255913579395,0.0,10.974255913579434,13.769458320595854,13.769458320595854,2.7952024070164203,0.0,13.769458320595854,39.00538162219719,39.00538162219719,25.23592330160134,0.0,39.00538162219719,73.15682321030735,73.15682321030735,34.15144158811016,0.0
9000,1.0000000000000393,10.955423066873806,10.955423066873806,9.955423066873767,0.0,10.955423066873806,13.75732352628008,13.75732352628008,2.8019004594062746,0.0,13.75732352628008,38.946383078031126,38.946383078031126,25.189059551751043,0.0,38.946383078031126,73.17370896233133,73.17370896233133,34.22732588430021,0.0
10000,1.0000000000000426,10.926098545011142,10.926098545011142,9.926098545011099,0.0,10.926098545011142,13.683926621652654,13.683926621652654,2.7578280766415126,0.0,13.683926621652654,38.85996570657452,38.85996570657452,25.176039084921868,0.0,38.85996570657452,73.03615480502478,73.03615480502478,34.17618909845026,0.0
11000,1.0000000000000442,10.863169495387083,10.863169495387083,9.863169495387039,0.0,10.863169495387083,13.652844228958712,13.652844228958712,2.789674733571628,0.0,13.652844228958712,38.52862685908984,38.52862685908984,24.875782630131127,0.0,38.52862685908984,72.59225435225257,72.59225435225257,34.06362749316273,0.0
12000,1.00000000000004,10.817792230266859,10.817792230266859,9.817792230266818,0.0,10.817792230266859,13.538318377213669,13.538318377213669,2.72052614694681,0.0,13.538318377213669,37.82512001386477,37.82512001386477,24.2868016366511,0.0,37.82512001386477,71.65541346770262,71.65541346770262,33.83029345383785,0.0
13000,1.0000000000000415,10.997273526284786,10.997273526284786,9.997273526284745,0.0,10.997273526284786,14.11340766989555,14.11340766989555,3.116134143610763,0.0,14.11340766989555,39.72177585734289,39.72177585734289,25.60836818744734,0.0,39.72177585734289,74.01733737048852,74.01733737048852,34.29556151314563,0.0
14000,1.0000000000000404,10.772370792658421,10.772370792658421,9.77237079265838,0.0,10.772370792658421,13.597567790371937,13.597567790371937,2.8251969977135154,0.0,13.597567790371937,38.281357412271745,38.281357412271745,24.68378962189981,0.0,38.281357412271745,72.11191037018814,72.11191037018814,33.830552957916396,0.0
15000,1.0000000000000406,10.838775989599192,10.838775989599192,9.838775989599151,0.0,10.838775989599192,13.97386323558225,13.97386323558225,3.1350872459830583,0.0,13.97386323558225,39.39502486637922,39.39502486637922,25.421161630796966,0.0,39.39502486637922,73.61386345879168,73.61386345879168,34.21883859241247,0.0
16000,1.0000000000000417,10.78168245486859,10.78168245486859,9.781682454868548,0.0,10.78168245486859,13.839212076565955,13.839212076565955,3.0575296216973644,0.0,13.839212076565955,38.81942497067314,38.81942497067314,24.980212894107183,0.0,38.81942497067314,72.95564585748502,72.95564585748502,34.136220886811884,0.0
17000,1.0000000000000364,10.677541440465834,10.677541440465834,9.677541440465799,0.0,10.677541440465834,13.599467683985043,13.599467683985043,2.9219262435192093,0.0,13.599467683985043,37.89483182097254,37.89483182097254,24.295364136987498,0.0,37.89483182097254,71.93538460440467,71.93538460440467,34.04055278343213,0.0
18000,1.0000000000000442,10.708991721956263,10.708991721956263,9.708991721956219,0.0,10.708991721956263,13.838212356517102,13.838212356517102,3.1292206345608395,0.0,13.838212356517102,38.63733938752967,38.63733938752967,24.799127031012567,0.0,38.63733938752967,73.06670390333046,73.06670390333046,34.42936451580079,0.0
19000,1.0000000000000384,10.760958032520815,10.760958032520815,9.760958032520776,0.0,10.760958032520815,14.089523662407252,14.089523662407252,3.3285656298864374,0.0,14.089523662407252,38.95385865614892,38.95385865614892,24.864334993741664,0.0,38.95385865614892,73.22868441445175,73.22868441445175,34.27482575830283,0.0
20000,1.0000000000000362,10.608615361622318,10.608615361622318,9.608615361622283,0.0,10.608615361622318,13.462616505867041,13.462616505867041,2.854001144244723,0.0,13.462616505867041,37.52733565516225,37.52733565516225,24.064719149295208,0.0,37.52733565516225,71.56697306520161,71.56697306520161,34.03963741003936,0.0
21000,1.0000000000000453,10.47650530948255,10.47650530948255,9.476505309482505,0.0,10.47650530948255,13.226289631451536,13.226289631451536,2.7497843219689866,0.0,13.226289631451536,36.86958903604872,36.86958903604872,23.643299404597187,0.0,36.86958903604872,70.7632845405516,70.7632845405516,33.89369550450287,0.0
22000,1.000000000000042,10.576668031174323,10.576668031174323,9.57666803117428,0.0,10.576668031174323,13.711558514946164,13.711558514946164,3.1348904837718408,0.0,13.711558514946164,38.48349522952184,38.48349522952184,24.77193671457568,0.0,38.48349522952184,72.92496932552767,72.92496932552767,34.44147409600583,0.0
23000,1.0000000000000364,10.5585225170522,10.5585225170522,9.558522517052165,0.0,10.5585225170522,13.733122027298986,13.733122027298986,3.174599510246786,0.0,13.733122027298986,38.258729175357225,38.258729175357225,24.52560714805824,0.0,38.258729175357225,72.72054575864688,72.72054575864688,34.461816583289654,0.0
24000,1.0000000000000384,10.647389258546893,10.647389258546893,9.647389258546854,0.0,10.647389258546893,13.889084963055387,13.889084963055387,3.241695704508494,0.0,13.889084963055387,38.65145453404402,38.65145453404402,24.762369570988632,0.0,38.65145453404402,73.0200668023169,73.0200668023169,34.368612268272884,0.0
25000,1.000000000000036,10.492796082597582,10.492796082597582,9.492796082597547,0.0,10.492796082597582,13.325290140654332,13.325290140654332,2.8324940580567493,0.0,13.325290140654332,37.282341004092814,37.282341004092814,23.957050863438482,0.0,37.282341004092814,71.54308899706695,71.54308899706695,34.26074799297413,0.0
26000,1.0000000000000404,10.397373344428157,10.397373344428157,9.397373344428116,0.0,10.397373344428157,13.023970372564994,13.023970372564994,2.626597028136837,0.0,13.023970372564994,36.553077165626654,36.553077165626654,23.529106793061658,0.0,36.553077165626654,70.66320744595994,70.66320744595994,34.11013028033329,0.0
27000,1.0000000000000404,10.3888691468009,10.3888691468009,9.38886914680086,0.0,10.3888691468009,13.209306907958812,13.209306907958812,2.820437761157912,0.0,13.209306907958812,37.15355188064457,37.15355188064457,23.94424497268576,0.0,37.15355188064457,71.35094225460085,71.35094225460085,34.19739037395628,0.0
28000,1.0000000000000462,10.49388186682089,10.49388186682089,9.493881866820844,0.0,10.49388186682089,13.531841759119585,13.531841759119585,3.0379598922986943,0.0,13.531841759119585,38.056392786482,38.056392786482,24.524551027362413,0.0,38.056392786482,72.46550232309404,72.46550232309404,34.40910953661204,0.0
29000,1.0000000000000395,10.43596234509891,10.43596234509891,9.43596234509887,0.0,10.43596234509891,13.05893782006082,13.05893782006082,2.62297547496191,0.0,13.05893782006082,36.59799536030484,36.59799536030484,23.539057540244023,0.0,36.59799536030484,70.8840170817957,70.8840170817957,34.28602172149086,0.0
30000,1.000000000000044,10.459347045237443,10.459347045237443,9.459347045237399,0.0,10.459347045237443,13.373240841806204,13.373240841806204,2.913893796568761,0.0,13.373240841806204,37.556550727887824,37.556550727887824,24.18330988608162,0.0,37.556550727887824,71.83152621359653,71.83152621359653,34.27497548570871,0.0
31000,1.0000000000000422,10.461102759251947,10.461102759251947,9.461102759251904,0.0,10.461102759251947,13.230235114684517,13.230235114684517,2.7691323554325695,0.0,13.230235114684517,37.02416601977427,37.02416601977427,23.793930905089752,0.0,37.02416601977427,71.2439868305843,71.2439868305843,34.219820810810035,0.0
32000,1.0000000000000417,10.491285178159135,10.491285178159135,9.491285178159092,0.0,10.491285178159135,13.73924948089313,13.73924948089313,3.2479643027339957,0.0,13.73924948089313,38.47892626100439,38.47892626100439,24.73967678011126,0.0,38.47892626100439,72.84875125928555,72.84875125928555,34.36982499828116,0.0
33000,1.0000000000000364,10.465580665022877,10.465580665022877,9.465580665022841,0.0,10.465580665022877,13.708544744949542,13.708544744949542,3.242964079926665,0.0,13.708544744949542,37.40986403546724,37.40986403546724,23.701319290517695,0.0,37.40986403546724,71.71065017619698,71.71065017619698,34.30078614072974,0.0
34000,1.0000000000000333,10.310293420454233,10.310293420454233,9.3102934204542,0.0,10.310293420454233,13.087775655251598,13.087775655251598,2.7774822347973647,0.0,13.087775655251598,36.61320731494935,36.61320731494935,23.52543165969775,0.0,36.61320731494935,70.98880727581388,70.98880727581388,34.375599960864534,0.0
35000,1.0000000000000397,10.517383814183924,10.517383814183924,9.517383814183885,0.0,10.517383814183924,13.73947550552368,13.73947550552368,3.222091691339756,0.0,13.73947550552368,38.39516636561283,38.39516636561283,24.655690860089152,0.0,38.39516636561283,73.32026212051962,73.32026212051962,34.925095754906785,0.0
36000,1.0000000000000406,10.356897089747944,10.356897089747944,9.356897089747903,0.0,10.356897089747944,13.217456774477679,13.217456774477679,2.8605596847297345,0.0,13.217456774477679,37.05601960180708,37.05601960180708,23.8385628273294,0.0,37.05601960180708,71.47952800088422,71.47952800088422,34.423508399077136,0.0
37000,1.0000000000000375,10.350047113200333,10.350047113200333,9.350047113200295,0.0,10.350047113200333,13.383776370857758,13.383776370857758,3.0337292576574253,0.0,13.383776370857758,37.572716499998464,37.572716499998464,24.188940129140704,0.0,37.572716499998464,72.22009989466764,72.22009989466764,34.64738339466918,0.0
38000,1.0000000000000473,10.358652894287074,10.358652894287074,9.358652894287026,0.0,10.358652894287074,13.369443961872468,13.369443961872468,3.0107910675853944,0.0,13.369443961872468,37.56158331389832,37.56158331389832,24.192139352025848,0.0,37.56158331389832,72.0815198714436,72.0815198714436,34.519936557545286,0.0
39000,1.0000000000000449,10.426387450066047,10.426387450066047,9.426387450066002,0.0,10.426387450066047,13.590508737267228,13.590508737267228,3.1641212872011817,0.0,13.590508737267228,38.39853522993084,38.39853522993084,24.808026492663615,0.0,38.39853522993084,73.08667047776078,73.08667047776078,34.68813524782993,0.0
40000,1.0000000000000397,10.40359731326693,10.40359731326693,9.403597313266891,0.0,10.40359731326693,13.593133576836081,13.593133576836081,3.189536263569151,0.0,13.593133576836081,38.12340397299835,38.12340397299835,24.530270396162265,0.0,38.12340397299835,72.58626625886413,72.58626625886413,34.46286228586578,0.0
41000,1.000000000000038,10.392946923329786,10.392946923329786,9.392946923329749,0.0,10.392946923329786,13.258091933726632,13.258091933726632,2.865145010396846,0.0,13.258091933726632,37.440880048081375,37.440880048081375,24.182788114354743,0.0,37.440880048081375,71.92485482558412,71.92485482558412,34.483974777502745,0.0
42000,1.0000000000000453,10.46345996937488,10.46345996937488,9.463459969374835,0.0,10.46345996937488,13.56792691617992,13.56792691617992,3.10446694680504,0.0,13.56792691617992,38.26652893134232,38.26652893134232,24.6986020151624,0.0,38.26652893134232,73.00819459729134,73.00819459729134,34.741665665949014,0.0
43000,1.00000000000004,10.352142354603691,10.352142354603691,9.35214235460365,0.0,10.352142354603691,13.296505913745616,13.296505913745616,2.944363559141925,0.0,13.296505913745616,37.67163568156229,37.67163568156229,24.375129767816677,0.0,37.67163568156229,72.10022020078537,72.10022020078537,34.42858451922308,0.0
44000,1.0000000000000417,10.284421786604133,10.284421786604133,9.284421786604092,0.0,10.284421786604133,12.963544903645817,12.963544903645817,2.6791231170416836,0.0,12.963544903645817,36.6206803316415,36.6206803316415,23.657135427995684,0.0,36.6206803316415,70.7270205800294,70.7270205800294,34.1063402483879,0.0
45000,1.00000000000004,10.275267653405393,10.275267653405393,9.275267653405354,0.0,10.275267653405393,12.74622509788781,12.74622509788781,2.4709574444824174,0.0,12.74622509788781,35.964956795941994,35.964956795941994,23.218731698054185,0.0,35.964956795941994,69.99658565751731,69.99658565751731,34.03162886157532,0.0
46000,1.0000000000000362,10.469027088201313,10.469027088201313,9.469027088201278,0.0,10.469027088201313,13.604873781948704,13.604873781948704,3.135846693747391,0.0,13.604873781948704,38.43399946347296,38.43399946347296,24.829125681524253,0.0,38.43399946347296,73.10688652851036,73.10688652851036,34.6728870650374,0.0
47000,1.000000000000037,10.374809879894192,10.374809879894192,9.374809879894155,0.0,10.374809879894192,13.33800736921568,13.33800736921568,2.9631974893214874,0.0,13.33800736921568,37.79529953174306,37.79529953174306,24.45729216252738,0.0,37.79529953174306,72.2236814551023,72.2236814551023,34.42838192335923,0.0
