epoch,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc
1,4.733927130699158,4.733416716257731,4.7350580079214915,0.008485639686684074,0.007832898172323759,0.00928515493903121
25,4.383145689964294,5.178109169006348,5.17656854901995,0.04014360313315927,0.0026109660574412533,0.0027967334153708467
50,3.813279410203298,6.067643642425537,6.073415347508022,0.09954308093994778,0.0026109660574412533,0.001789909385837342
75,3.299906293551127,6.778184572855632,6.808833871568952,0.1837467362924282,0.0039164490861618795,0.0022373867322966774
100,2.9008728861808777,7.39140526453654,7.471864209856306,0.2575065274151436,0.0026109660574412533,0.0031323414252153485
125,2.6070669293403625,7.9557785987854,8.015036092485701,0.33779373368146215,0.0026109660574412533,0.0031323414252153485
150,2.3921236395835876,8.404234568277994,8.416625894818987,0.3893603133159269,0.0013054830287206266,0.002908602751985681
175,2.21915336449941,8.783320426940918,8.853802490234376,0.4347258485639687,0.0,0.002908602751985681
200,2.0808834532896676,9.136852582295736,9.233672986711774,0.47323759791122716,0.0013054830287206266,0.0031323414252153485
225,1.9635408520698547,9.229950904846191,9.341712052481515,0.5058746736292428,0.0013054830287206266,0.003691688108289518
250,1.8641316592693329,9.713775634765625,9.841420718601771,0.5362271540469974,0.0013054830287206266,0.0034679494350598502
275,1.7632554074128468,10.126394589742025,10.282451602390834,0.568864229765013,0.0013054830287206266,0.0031323414252153485
300,1.5937857329845428,10.294299125671387,10.51144826071603,0.6214099216710183,0.0013054830287206266,0.003356080098445016
325,1.5129076739152272,10.354790369669596,10.620738792419434,0.6517624020887729,0.0013054830287206266,0.0038035574449043516
350,1.458642025788625,10.930230458577475,11.185377774919782,0.6573107049608355,0.0026109660574412533,0.0031323414252153485
375,1.479320337375005,11.017556190490723,11.251918138776507,0.652088772845953,0.0039164490861618795,0.00402729611813402
400,1.2797334094842274,11.356698036193848,11.556820596967425,0.7193211488250653,0.0039164490861618795,0.003579818771674684
425,1.3153923749923706,11.110698699951172,11.3081908089774,0.7114882506527415,0.0026109660574412533,0.0038035574449043516
450,1.40505384405454,11.276112874348959,11.514271463666644,0.6654699738903395,0.0039164490861618795,0.003691688108289518
