run_id,depth,schedule,epoch,step,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,best_val_acc_so_far,learning_rate,weight_decay,elapsed_time_seconds
depth4_bal_MAMAAAMM,4,MAMAAAMM,1,12,4.738221685091655,4.7466355959574384,4.737389755249024,0.004242819843342037,0.007832898172323759,0.008725808255957042,0.007832898172323759,0.0003,1.0,0.6857807636260986
depth4_bal_MAMAAAMM,4,MAMAAAMM,25,300,4.046308676401774,5.7482954661051435,5.793516377040318,0.08681462140992167,0.005221932114882507,0.002572994742141179,0.007832898172323759,0.0003,1.0,8.732216358184814
depth4_bal_MAMAAAMM,4,MAMAAAMM,50,600,1.8231258591016133,10.084589640299479,10.260526520865303,0.5081592689295039,0.0039164490861618795,0.004698512137823023,0.007832898172323759,0.0003,1.0,17.8711416721344
depth4_bal_MAMAAAMM,4,MAMAAAMM,75,900,0.6125221153100332,14.948901494344076,15.117984798976353,0.8443211488250653,0.007832898172323759,0.006824029533504867,0.007832898172323759,0.0003,1.0,26.939383506774902
depth4_bal_MAMAAAMM,4,MAMAAAMM,100,1200,0.20819684490561485,16.71177323659261,16.8180661882673,0.9696475195822454,0.006527415143603133,0.007383376216579036,0.007832898172323759,0.0003,1.0,35.08370232582092
depth4_bal_MAMAAAMM,4,MAMAAAMM,125,1500,0.0553679633885622,16.626217206319172,16.695841189793178,1.0,0.005221932114882507,0.006600290860275198,0.007832898172323759,0.0003,1.0,43.05700612068176
depth4_bal_MAMAAAMM,4,MAMAAAMM,150,1800,0.1604808308184147,15.265018781026205,15.343680953979492,0.9846605744125326,0.007832898172323759,0.006264682850430697,0.007832898172323759,0.0003,1.0,50.964457273483276
depth4_bal_MAMAAAMM,4,MAMAAAMM,175,2100,0.04171511127303044,15.395474433898926,15.359914997645786,1.0,0.006527415143603133,0.007047768206734534,0.007832898172323759,0.0003,1.0,59.166409969329834
depth4_bal_MAMAAAMM,4,MAMAAAMM,200,2400,0.05781666934490204,15.860324223836264,15.769671848842076,0.9973890339425587,0.006527415143603133,0.007047768206734534,0.007832898172323759,0.0003,1.0,67.37627720832825
depth4_bal_MAMAAAMM,4,MAMAAAMM,225,2700,0.03536257706582546,15.084757486979166,15.090355355398996,1.0,0.010443864229765013,0.008278330909497707,0.010443864229765013,0.0003,1.0,75.5146119594574
