epoch,layer_0_pre,layer_0_mid,layer_0_post,layer_0_delta_attn,layer_0_delta_mlp,layer_1_pre,layer_1_mid,layer_1_post,layer_1_delta_attn,layer_1_delta_mlp,layer_2_pre,layer_2_mid,layer_2_post,layer_2_delta_attn,layer_2_delta_mlp,layer_3_pre,layer_3_mid,layer_3_post,layer_3_delta_attn,layer_3_delta_mlp
1000,1.0000000000000389,13.967218216951402,13.967218216951402,12.967218216951363,0.0,13.967218216951402,13.967218216951402,12.357924106205513,0.0,-1.6092941107458891,12.357924106205513,12.357924106205513,12.962423009960146,0.0,0.6044989037546333,12.962423009960146,12.962423009960146,57.845490409424634,0.0,44.88306739946449
2000,1.000000000000031,13.06634069135479,13.06634069135479,12.06634069135476,0.0,13.06634069135479,13.06634069135479,12.026849505447874,0.0,-1.0394911859069165,12.026849505447874,12.026849505447874,12.620315845995247,0.0,0.5934663405473728,12.620315845995247,12.620315845995247,50.821388956712426,0.0,38.201073110717175
3000,1.000000000000043,12.983387234723942,12.983387234723942,11.9833872347239,0.0,12.983387234723942,12.983387234723942,12.047294394506046,0.0,-0.9360928402178956,12.047294394506046,12.047294394506046,12.507185151922137,0.0,0.4598907574160904,12.507185151922137,12.507185151922137,51.27559209742781,0.0,38.768406945505674
4000,1.0000000000000397,12.918803325802811,12.918803325802811,11.918803325802772,0.0,12.918803325802811,12.918803325802811,12.023512286573629,0.0,-0.895291039229182,12.023512286573629,12.023512286573629,12.38738149711341,0.0,0.3638692105397805,12.38738149711341,12.38738149711341,50.617184531315964,0.0,38.229803034202554
5000,1.0000000000000435,12.770754657662778,12.770754657662778,11.770754657662735,0.0,12.770754657662778,12.770754657662778,11.951997034578646,0.0,-0.8187576230841316,11.951997034578646,11.951997034578646,12.236959160444576,0.0,0.2849621258659294,12.236959160444576,12.236959160444576,49.24792699391119,0.0,37.010967833466616
6000,1.000000000000036,12.756607293337254,12.756607293337254,11.756607293337218,0.0,12.756607293337254,12.756607293337254,11.771448995744151,0.0,-0.9851582975931024,11.771448995744151,11.771448995744151,11.949028142945268,0.0,0.17757914720111678,11.949028142945268,11.949028142945268,49.91079501450546,0.0,37.961766871560194
7000,1.0000000000000402,12.809653057648786,12.809653057648786,11.809653057648745,0.0,12.809653057648786,12.809653057648786,11.585863711285096,0.0,-1.2237893463636897,11.585863711285096,11.585863711285096,11.761204001185428,0.0,0.17534028990033157,11.761204001185428,11.761204001185428,50.36943181777502,0.0,38.6082278165896
8000,1.000000000000038,13.11723383656316,13.11723383656316,12.117233836563123,0.0,13.11723383656316,13.11723383656316,12.131111067588268,0.0,-0.9861227689748926,12.131111067588268,12.131111067588268,12.196751936130791,0.0,0.06564086854252338,12.196751936130791,12.196751936130791,49.258800935057536,0.0,37.06204899892674
9000,1.0000000000000373,12.644361924487836,12.644361924487836,11.644361924487798,0.0,12.644361924487836,12.644361924487836,11.372835761630848,0.0,-1.271526162856988,11.372835761630848,11.372835761630848,11.176811693224053,0.0,-0.19602406840679443,11.176811693224053,11.176811693224053,39.286400288164636,0.0,28.109588594940583
10000,1.0000000000000335,12.724584985513209,12.724584985513209,11.724584985513175,0.0,12.724584985513209,12.724584985513209,11.598308960784745,0.0,-1.1262760247284636,11.598308960784745,11.598308960784745,11.170343529332598,0.0,-0.42796543145214727,11.170343529332598,11.170343529332598,37.511931714890366,0.0,26.341588185557768
11000,1.000000000000034,11.72429013119218,11.72429013119218,10.724290131192147,0.0,11.72429013119218,11.72429013119218,9.930022502235085,0.0,-1.7942676289570958,9.930022502235085,9.930022502235085,7.763320209611453,0.0,-2.166702292623632,7.763320209611453,7.763320209611453,22.277764155187246,0.0,14.514443945575792
12000,1.0000000000000486,7.164935516104137,7.164935516104137,6.164935516104088,0.0,7.164935516104137,7.164935516104137,6.813006420539276,0.0,-0.35192909556486107,6.813006420539276,6.813006420539276,6.110142609754717,0.0,-0.7028638107845593,6.110142609754717,6.110142609754717,12.407871267649995,0.0,6.297728657895278
13000,1.0000000000000362,6.705444238086791,6.705444238086791,5.705444238086755,0.0,6.705444238086791,6.705444238086791,6.471528525268295,0.0,-0.23391571281849632,6.471528525268295,6.471528525268295,5.949502200866668,0.0,-0.5220263244016268,5.949502200866668,5.949502200866668,12.517089129587651,0.0,6.567586928720983
14000,1.0000000000000333,5.9549090340010915,5.9549090340010915,4.954909034001059,0.0,5.9549090340010915,5.9549090340010915,6.3681921192126465,0.0,0.413283085211555,6.3681921192126465,6.3681921192126465,6.34650157798769,0.0,-0.02169054122495684,6.34650157798769,6.34650157798769,12.713377082876569,0.0,6.366875504888879
15000,1.0000000000000504,5.987648949600559,5.987648949600559,4.9876489496005085,0.0,5.987648949600559,5.987648949600559,6.483070684452904,0.0,0.49542173485234464,6.483070684452904,6.483070684452904,6.484445716615036,0.0,0.0013750321621319728,6.484445716615036,6.484445716615036,12.615595736912566,0.0,6.13115002029753
16000,1.0000000000000364,6.0540905184567855,6.0540905184567855,5.054090518456749,0.0,6.0540905184567855,6.0540905184567855,6.347197653145865,0.0,0.29310713468907945,6.347197653145865,6.347197653145865,6.095994098210869,0.0,-0.251203554934996,6.095994098210869,6.095994098210869,12.29187300293599,0.0,6.195878904725121
17000,1.0000000000000415,6.049736602197822,6.049736602197822,5.04973660219778,0.0,6.049736602197822,6.049736602197822,6.584193988063808,0.0,0.534457385865986,6.584193988063808,6.584193988063808,6.654316211160235,0.0,0.07012222309642713,6.654316211160235,6.654316211160235,12.952314894510806,0.0,6.2979986833505714
18000,1.0000000000000426,6.015644537335762,6.015644537335762,5.015644537335719,0.0,6.015644537335762,6.015644537335762,6.267416464034034,0.0,0.25177192669827253,6.267416464034034,6.267416464034034,6.030002624986723,0.0,-0.23741383904731084,6.030002624986723,6.030002624986723,12.339175929771606,0.0,6.309173304784883
19000,1.000000000000042,6.012835514433148,6.012835514433148,5.012835514433106,0.0,6.012835514433148,6.012835514433148,6.261039184156685,0.0,0.24820366972353725,6.261039184156685,6.261039184156685,6.096535513100827,0.0,-0.16450367105585784,6.096535513100827,6.096535513100827,12.471470788443256,0.0,6.374935275342429
20000,1.0000000000000357,5.95982769642441,5.95982769642441,4.959827696424375,0.0,5.95982769642441,5.95982769642441,6.437548552355902,0.0,0.4777208559314916,6.437548552355902,6.437548552355902,6.500851847764204,0.0,0.06330329540830171,6.500851847764204,6.500851847764204,12.763893555595837,0.0,6.263041707831634
21000,1.0000000000000293,5.9208134944885344,5.9208134944885344,4.920813494488505,0.0,5.9208134944885344,5.9208134944885344,6.40490134151472,0.0,0.4840878470261858,6.40490134151472,6.40490134151472,6.765052256646586,0.0,0.36015091513186537,6.765052256646586,6.765052256646586,13.073295798479652,0.0,6.3082435418330665
22000,1.0000000000000397,5.918757809513031,5.918757809513031,4.918757809512991,0.0,5.918757809513031,5.918757809513031,6.2919194364648074,0.0,0.37316162695177635,6.2919194364648074,6.2919194364648074,6.5879170222518155,0.0,0.2959975857870081,6.5879170222518155,6.5879170222518155,12.340911766243716,0.0,5.7529947439919
23000,1.0000000000000355,5.908505581228516,5.908505581228516,4.90850558122848,0.0,5.908505581228516,5.908505581228516,6.313724486087125,0.0,0.405218904858609,6.313724486087125,6.313724486087125,6.552124527618873,0.0,0.2384000415317482,6.552124527618873,6.552124527618873,12.716096275085235,0.0,6.163971747466362
24000,1.0000000000000357,5.870479535929182,5.870479535929182,4.870479535929147,0.0,5.870479535929182,5.870479535929182,6.13649545906805,0.0,0.2660159231388679,6.13649545906805,6.13649545906805,6.180109754625779,0.0,0.04361429555772833,6.180109754625779,6.180109754625779,12.168563078490084,0.0,5.988453323864306
25000,1.0000000000000384,5.93032564509705,5.93032564509705,4.930325645097012,0.0,5.93032564509705,5.93032564509705,6.078508681246274,0.0,0.14818303614922357,6.078508681246274,6.078508681246274,6.028781452530121,0.0,-0.04972722871615254,6.028781452530121,6.028781452530121,11.100834996834474,0.0,5.072053544304352
