layer,erank_pre,erank_mid,erank_post,delta_attn,delta_mlp
0,,,,0.9827938652137176,0.13656746862020142
1,,,,5.015871307651647,11.102291636144464
2,,,,7.486499118144177,14.542239272086345

sum_delta_attn,13.485164291009543
sum_delta_mlp,25.78109837685101
