run_name,variant,seed,epoch,checkpoint_label,train_acc,val_acc,train_loss,val_loss,checkpoint_path,is_model_only,is_full_checkpoint
normal_seed0,normal,0,0,random_init,,,,,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/random_init_checkpoint.pt,0,1
normal_seed0,normal,0,10,periodic_modelonly,0.031657963446475194,0.006527415143603133,4.489503900210063,4.746164321899414,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/periodic_modelonly_ep10.pt,1,0
normal_seed0,normal,0,20,periodic_modelonly,0.07473890339425587,0.006527415143603133,4.047263065973918,4.746164321899414,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/periodic_modelonly_ep20.pt,1,0
normal_seed0,normal,0,30,periodic_modelonly,0.19255874673629242,0.0013054830287206266,3.308907369772593,6.33457883199056,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/periodic_modelonly_ep30.pt,1,0
normal_seed0,normal,0,40,periodic_modelonly,0.43407310704960833,0.0013054830287206266,2.1433531840642295,6.33457883199056,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/periodic_modelonly_ep40.pt,1,0
normal_seed0,normal,0,50,periodic_modelonly,0.7137728459530026,0.006527415143603133,1.121528724829356,11.934902826944986,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/periodic_modelonly_ep50.pt,1,0
normal_seed0,normal,0,60,periodic_modelonly,0.820822454308094,0.006527415143603133,0.7685195803642273,11.934902826944986,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/periodic_modelonly_ep60.pt,1,0
normal_seed0,normal,0,70,periodic_modelonly,0.9866187989556136,0.006527415143603133,0.23267466947436333,11.934902826944986,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/periodic_modelonly_ep70.pt,1,0
normal_seed0,normal,0,75,first_train_acc_ge_0.99,1.0,0.006527415143603133,0.1286488100886345,15.553197860717773,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/event_first_train_acc_ge_0.99_ep75.pt,0,1
normal_seed0,normal,0,80,periodic_modelonly,0.9964099216710183,0.006527415143603133,0.11681242783864339,15.553197860717773,/jumbo/lisp/f006j44/erank/erank-interp/outputs/layer0_freeze_modadd/normal_seed0/checkpoints/periodic_modelonly_ep80.pt,1,0
