epoch,train_acc,val_acc,test_acc,layer,hook,erank,delta_attn,delta_mlp
300,0.32114882506527415,0.0026109660574412533,0.002684864078756013,0,post,21.541670118638347,,
300,0.32114882506527415,0.0026109660574412533,0.002684864078756013,1,pre,21.541670118638347,33.266459799655976,0.0
300,0.32114882506527415,0.0026109660574412533,0.002684864078756013,1,mid,54.80812991829432,,
300,0.32114882506527415,0.0026109660574412533,0.002684864078756013,1,post,54.80812991829432,,
500,0.4131853785900783,0.0,0.0023492560689115116,0,pre,1.0000000000000495,19.431414263747147,0.0
500,0.4131853785900783,0.0,0.0023492560689115116,0,mid,20.431414263747197,,
500,0.4131853785900783,0.0,0.0023492560689115116,0,post,20.431414263747197,,
500,0.4131853785900783,0.0,0.0023492560689115116,1,pre,20.431414263747197,36.01992854619526,0.0
500,0.4131853785900783,0.0,0.0023492560689115116,1,mid,56.45134280994246,,
500,0.4131853785900783,0.0,0.0023492560689115116,1,post,56.45134280994246,,
750,0.4970626631853786,0.0013054830287206266,0.001789909385837342,0,pre,1.000000000000046,19.333979196756076,0.0
750,0.4970626631853786,0.0013054830287206266,0.001789909385837342,0,mid,20.333979196756122,,
750,0.4970626631853786,0.0013054830287206266,0.001789909385837342,0,post,20.333979196756122,,
750,0.4970626631853786,0.0013054830287206266,0.001789909385837342,1,pre,20.333979196756122,37.69337459382217,0.0
750,0.4970626631853786,0.0013054830287206266,0.001789909385837342,1,mid,58.027353790578296,,
750,0.4970626631853786,0.0013054830287206266,0.001789909385837342,1,post,58.027353790578296,,
1000,0.575065274151436,0.0013054830287206266,0.0024611254055263453,0,pre,1.0000000000000409,19.572257075740445,0.0
1000,0.575065274151436,0.0013054830287206266,0.0024611254055263453,0,mid,20.572257075740488,,
1000,0.575065274151436,0.0013054830287206266,0.0024611254055263453,0,post,20.572257075740488,,
1000,0.575065274151436,0.0013054830287206266,0.0024611254055263453,1,pre,20.572257075740488,38.6007687732417,0.0
1000,0.575065274151436,0.0013054830287206266,0.0024611254055263453,1,mid,59.173025848982185,,
1000,0.575065274151436,0.0013054830287206266,0.0024611254055263453,1,post,59.173025848982185,,
1250,0.6364229765013055,0.0,0.00201364805906701,0,pre,1.000000000000045,19.718219635450502,0.0
1250,0.6364229765013055,0.0,0.00201364805906701,0,mid,20.71821963545055,,
1250,0.6364229765013055,0.0,0.00201364805906701,0,post,20.71821963545055,,
1250,0.6364229765013055,0.0,0.00201364805906701,1,pre,20.71821963545055,39.21821674048995,0.0
1250,0.6364229765013055,0.0,0.00201364805906701,1,mid,59.936436375940495,,
1250,0.6364229765013055,0.0,0.00201364805906701,1,post,59.936436375940495,,
1500,0.6706919060052219,0.0026109660574412533,0.001789909385837342,0,pre,1.0000000000000413,19.958111774075338,0.0
1500,0.6706919060052219,0.0026109660574412533,0.001789909385837342,0,mid,20.95811177407538,,
1500,0.6706919060052219,0.0026109660574412533,0.001789909385837342,0,post,20.95811177407538,,
1500,0.6706919060052219,0.0026109660574412533,0.001789909385837342,1,pre,20.95811177407538,39.58538631858683,0.0
1500,0.6706919060052219,0.0026109660574412533,0.001789909385837342,1,mid,60.54349809266221,,
1500,0.6706919060052219,0.0026109660574412533,0.001789909385837342,1,post,60.54349809266221,,
1750,0.712467362924282,0.0,0.0024611254055263453,0,pre,1.0000000000000409,20.16721995155384,0.0
1750,0.712467362924282,0.0,0.0024611254055263453,0,mid,21.167219951553882,,
1750,0.712467362924282,0.0,0.0024611254055263453,0,post,21.167219951553882,,
1750,0.712467362924282,0.0,0.0024611254055263453,1,pre,21.167219951553882,39.81657064225995,0.0
1750,0.712467362924282,0.0,0.0024611254055263453,1,mid,60.98379059381383,,
1750,0.712467362924282,0.0,0.0024611254055263453,1,post,60.98379059381383,,
2000,0.7493472584856397,0.0,0.002572994742141179,0,pre,1.0000000000000353,20.251211147681477,0.0
2000,0.7493472584856397,0.0,0.002572994742141179,0,mid,21.251211147681513,,
2000,0.7493472584856397,0.0,0.002572994742141179,0,post,21.251211147681513,,
2000,0.7493472584856397,0.0,0.002572994742141179,1,pre,21.251211147681513,40.18538908559081,0.0
2000,0.7493472584856397,0.0,0.002572994742141179,1,mid,61.43660023327232,,
2000,0.7493472584856397,0.0,0.002572994742141179,1,post,61.43660023327232,,
2250,0.787532637075718,0.0013054830287206266,0.002684864078756013,0,pre,1.0000000000000375,20.278700469947868,0.0
2250,0.787532637075718,0.0013054830287206266,0.002684864078756013,0,mid,21.278700469947907,,
2250,0.787532637075718,0.0013054830287206266,0.002684864078756013,0,post,21.278700469947907,,
2250,0.787532637075718,0.0013054830287206266,0.002684864078756013,1,pre,21.278700469947907,40.457380326942484,0.0
2250,0.787532637075718,0.0013054830287206266,0.002684864078756013,1,mid,61.73608079689039,,
2250,0.787532637075718,0.0013054830287206266,0.002684864078756013,1,post,61.73608079689039,,
2500,0.8162532637075718,0.0013054830287206266,0.0030204720886005147,0,pre,1.0000000000000464,20.27006250017473,0.0
2500,0.8162532637075718,0.0013054830287206266,0.0030204720886005147,0,mid,21.270062500174777,,
2500,0.8162532637075718,0.0013054830287206266,0.0030204720886005147,0,post,21.270062500174777,,
2500,0.8162532637075718,0.0013054830287206266,0.0030204720886005147,1,pre,21.270062500174777,40.637762866023664,0.0
2500,0.8162532637075718,0.0013054830287206266,0.0030204720886005147,1,mid,61.90782536619844,,
2500,0.8162532637075718,0.0013054830287206266,0.0030204720886005147,1,post,61.90782536619844,,
2750,0.841710182767624,0.0013054830287206266,0.003356080098445016,0,pre,1.000000000000041,20.25670921045081,0.0
2750,0.841710182767624,0.0013054830287206266,0.003356080098445016,0,mid,21.256709210450854,,
2750,0.841710182767624,0.0013054830287206266,0.003356080098445016,0,post,21.256709210450854,,
2750,0.841710182767624,0.0013054830287206266,0.003356080098445016,1,pre,21.256709210450854,40.8199047583973,0.0
2750,0.841710182767624,0.0013054830287206266,0.003356080098445016,1,mid,62.07661396884815,,
2750,0.841710182767624,0.0013054830287206266,0.003356080098445016,1,post,62.07661396884815,,
3000,0.8691253263707572,0.0013054830287206266,0.002908602751985681,0,pre,1.0000000000000313,20.22802346314981,0.0
3000,0.8691253263707572,0.0013054830287206266,0.002908602751985681,0,mid,21.228023463149842,,
3000,0.8691253263707572,0.0013054830287206266,0.002908602751985681,0,post,21.228023463149842,,
3000,0.8691253263707572,0.0013054830287206266,0.002908602751985681,1,pre,21.228023463149842,41.03051443932483,0.0
3000,0.8691253263707572,0.0013054830287206266,0.002908602751985681,1,mid,62.25853790247468,,
3000,0.8691253263707572,0.0013054830287206266,0.002908602751985681,1,post,62.25853790247468,,
3500,0.89588772845953,0.005221932114882507,0.0030204720886005147,0,pre,1.0000000000000433,20.13981920620905,0.0
3500,0.89588772845953,0.005221932114882507,0.0030204720886005147,0,mid,21.139819206209093,,
3500,0.89588772845953,0.005221932114882507,0.0030204720886005147,0,post,21.139819206209093,,
3500,0.89588772845953,0.005221932114882507,0.0030204720886005147,1,pre,21.139819206209093,41.54069092927202,0.0
3500,0.89588772845953,0.005221932114882507,0.0030204720886005147,1,mid,62.68051013548111,,
3500,0.89588772845953,0.005221932114882507,0.0030204720886005147,1,post,62.68051013548111,,
4000,0.9272193211488251,0.0039164490861618795,0.0032442107618301822,0,pre,1.000000000000038,20.20560427028541,0.0
4000,0.9272193211488251,0.0039164490861618795,0.0032442107618301822,0,mid,21.20560427028545,,
4000,0.9272193211488251,0.0039164490861618795,0.0032442107618301822,0,post,21.20560427028545,,
4000,0.9272193211488251,0.0039164490861618795,0.0032442107618301822,1,pre,21.20560427028545,41.88938767113782,0.0
4000,0.9272193211488251,0.0039164490861618795,0.0032442107618301822,1,mid,63.09499194142327,,
4000,0.9272193211488251,0.0039164490861618795,0.0032442107618301822,1,post,63.09499194142327,,
5000,0.9654046997389034,0.0,0.003691688108289518,0,pre,1.0000000000000404,20.25649635575147,0.0
5000,0.9654046997389034,0.0,0.003691688108289518,0,mid,21.25649635575151,,
5000,0.9654046997389034,0.0,0.003691688108289518,0,post,21.25649635575151,,
5000,0.9654046997389034,0.0,0.003691688108289518,1,pre,21.25649635575151,42.38425642496824,0.0
5000,0.9654046997389034,0.0,0.003691688108289518,1,mid,63.64075278071975,,
5000,0.9654046997389034,0.0,0.003691688108289518,1,post,63.64075278071975,,
6000,0.9820496083550914,0.0013054830287206266,0.003691688108289518,0,pre,1.0000000000000393,20.202864198288008,0.0
6000,0.9820496083550914,0.0013054830287206266,0.003691688108289518,0,mid,21.202864198288047,,
6000,0.9820496083550914,0.0013054830287206266,0.003691688108289518,0,post,21.202864198288047,,
6000,0.9820496083550914,0.0013054830287206266,0.003691688108289518,1,pre,21.202864198288047,42.42286894860409,0.0
6000,0.9820496083550914,0.0013054830287206266,0.003691688108289518,1,mid,63.62573314689214,,
6000,0.9820496083550914,0.0013054830287206266,0.003691688108289518,1,post,63.62573314689214,,
7000,0.991514360313316,0.0039164490861618795,0.00402729611813402,0,pre,1.0000000000000426,20.08854780258137,0.0
7000,0.991514360313316,0.0039164490861618795,0.00402729611813402,0,mid,21.088547802581413,,
7000,0.991514360313316,0.0039164490861618795,0.00402729611813402,0,post,21.088547802581413,,
7000,0.991514360313316,0.0039164490861618795,0.00402729611813402,1,pre,21.088547802581413,42.51437442077889,0.0
7000,0.991514360313316,0.0039164490861618795,0.00402729611813402,1,mid,63.60292222336031,,
7000,0.991514360313316,0.0039164490861618795,0.00402729611813402,1,post,63.60292222336031,,
8000,0.9905352480417755,0.006527415143603133,0.004139165454748853,0,pre,1.000000000000043,19.989915549225785,0.0
8000,0.9905352480417755,0.006527415143603133,0.004139165454748853,0,mid,20.989915549225827,,
8000,0.9905352480417755,0.006527415143603133,0.004139165454748853,0,post,20.989915549225827,,
8000,0.9905352480417755,0.006527415143603133,0.004139165454748853,1,pre,20.989915549225827,42.85417797611471,0.0
8000,0.9905352480417755,0.006527415143603133,0.004139165454748853,1,mid,63.84409352534054,,
8000,0.9905352480417755,0.006527415143603133,0.004139165454748853,1,post,63.84409352534054,,
10000,0.9980417754569191,0.0039164490861618795,0.004251034791363687,0,pre,1.0000000000000393,19.754770364210838,0.0
10000,0.9980417754569191,0.0039164490861618795,0.004251034791363687,0,mid,20.754770364210877,,
10000,0.9980417754569191,0.0039164490861618795,0.004251034791363687,0,post,20.754770364210877,,
10000,0.9980417754569191,0.0039164490861618795,0.004251034791363687,1,pre,20.754770364210877,43.204227881724826,0.0
10000,0.9980417754569191,0.0039164490861618795,0.004251034791363687,1,mid,63.9589982459357,,
10000,0.9980417754569191,0.0039164490861618795,0.004251034791363687,1,post,63.9589982459357,,
15000,0.9996736292428199,0.006527415143603133,0.004139165454748853,0,pre,1.0000000000000344,19.56869649307687,0.0
15000,0.9996736292428199,0.006527415143603133,0.004139165454748853,0,mid,20.568696493076907,,
15000,0.9996736292428199,0.006527415143603133,0.004139165454748853,0,post,20.568696493076907,,
15000,0.9996736292428199,0.006527415143603133,0.004139165454748853,1,pre,20.568696493076907,43.27631033587981,0.0
15000,0.9996736292428199,0.006527415143603133,0.004139165454748853,1,mid,63.84500682895672,,
15000,0.9996736292428199,0.006527415143603133,0.004139165454748853,1,post,63.84500682895672,,
20000,1.0,0.0039164490861618795,0.004810381474437857,0,pre,1.0000000000000375,19.338653204346144,0.0
20000,1.0,0.0039164490861618795,0.004810381474437857,0,mid,20.338653204346183,,
20000,1.0,0.0039164490861618795,0.004810381474437857,0,post,20.338653204346183,,
20000,1.0,0.0039164490861618795,0.004810381474437857,1,pre,20.338653204346183,43.54045964330584,0.0
20000,1.0,0.0039164490861618795,0.004810381474437857,1,mid,63.87911284765202,,
20000,1.0,0.0039164490861618795,0.004810381474437857,1,post,63.87911284765202,,
25000,1.0,0.006527415143603133,0.004698512137823023,0,pre,1.0000000000000406,19.056332341819637,0.0
25000,1.0,0.006527415143603133,0.004698512137823023,0,mid,20.056332341819676,,
25000,1.0,0.006527415143603133,0.004698512137823023,0,post,20.056332341819676,,
25000,1.0,0.006527415143603133,0.004698512137823023,1,pre,20.056332341819676,43.85071837350245,0.0
25000,1.0,0.006527415143603133,0.004698512137823023,1,mid,63.90705071532213,,
25000,1.0,0.006527415143603133,0.004698512137823023,1,post,63.90705071532213,,
30000,1.0,0.005221932114882507,0.004922250811052691,0,pre,1.0000000000000446,18.816568545822847,0.0
30000,1.0,0.005221932114882507,0.004922250811052691,0,mid,19.816568545822893,,
30000,1.0,0.005221932114882507,0.004922250811052691,0,post,19.816568545822893,,
30000,1.0,0.005221932114882507,0.004922250811052691,1,pre,19.816568545822893,44.00360107947087,0.0
30000,1.0,0.005221932114882507,0.004922250811052691,1,mid,63.820169625293765,,
30000,1.0,0.005221932114882507,0.004922250811052691,1,post,63.820169625293765,,
40000,1.0,0.010443864229765013,0.005593466830741693,0,pre,1.0000000000000433,18.33929680290984,0.0
40000,1.0,0.010443864229765013,0.005593466830741693,0,mid,19.33929680290988,,
40000,1.0,0.010443864229765013,0.005593466830741693,0,post,19.33929680290988,,
40000,1.0,0.010443864229765013,0.005593466830741693,1,pre,19.33929680290988,43.38097750744336,0.0
40000,1.0,0.010443864229765013,0.005593466830741693,1,mid,62.72027431035325,,
40000,1.0,0.010443864229765013,0.005593466830741693,1,post,62.72027431035325,,
50000,1.0,0.009138381201044387,0.005817205503971362,0,pre,1.0000000000000282,18.1028801168502,0.0
50000,1.0,0.009138381201044387,0.005817205503971362,0,mid,19.10288011685023,,
50000,1.0,0.009138381201044387,0.005817205503971362,0,post,19.10288011685023,,
50000,1.0,0.009138381201044387,0.005817205503971362,1,pre,19.10288011685023,43.44106947086988,0.0
50000,1.0,0.009138381201044387,0.005817205503971362,1,mid,62.54394958772011,,
50000,1.0,0.009138381201044387,0.005817205503971362,1,post,62.54394958772011,,
