epoch,train_acc,val_acc,test_acc,layer,hook,erank,delta_attn,delta_mlp
1,0.009138381201044387,0.009138381201044387,0.007159637543349368,0,pre,1.0000000000000464,66.89580060849549,-3.243758031963978
1,0.009138381201044387,0.009138381201044387,0.007159637543349368,0,mid,67.89580060849553,,
1,0.009138381201044387,0.009138381201044387,0.007159637543349368,0,post,64.65204257653156,,
1,0.009138381201044387,0.009138381201044387,0.007159637543349368,1,pre,64.65204257653156,9.725463379431275,-5.294969419104319
1,0.009138381201044387,0.009138381201044387,0.007159637543349368,1,mid,74.37750595596283,,
1,0.009138381201044387,0.009138381201044387,0.007159637543349368,1,post,69.08253653685851,,
5,0.018276762402088774,0.005221932114882507,0.007047768206734534,0,pre,1.0000000000000409,65.8576777156397,-4.371200987530798
5,0.018276762402088774,0.005221932114882507,0.007047768206734534,0,mid,66.85767771563974,,
5,0.018276762402088774,0.005221932114882507,0.007047768206734534,0,post,62.48647672810894,,
5,0.018276762402088774,0.005221932114882507,0.007047768206734534,1,pre,62.48647672810894,6.948966973843483,-7.640694435875211
5,0.018276762402088774,0.005221932114882507,0.007047768206734534,1,mid,69.43544370195242,,
5,0.018276762402088774,0.005221932114882507,0.007047768206734534,1,post,61.79474926607721,,
10,0.025130548302872063,0.005221932114882507,0.005817205503971362,0,pre,1.0000000000000406,60.76093151753114,-10.067505359564471
10,0.025130548302872063,0.005221932114882507,0.005817205503971362,0,mid,61.76093151753118,,
10,0.025130548302872063,0.005221932114882507,0.005817205503971362,0,post,51.69342615796671,,
10,0.025130548302872063,0.005221932114882507,0.005817205503971362,1,pre,51.69342615796671,-1.4042226085234617,-11.78150576220294
10,0.025130548302872063,0.005221932114882507,0.005817205503971362,1,mid,50.28920354944325,,
10,0.025130548302872063,0.005221932114882507,0.005817205503971362,1,post,38.50769778724031,,
25,0.06788511749347259,0.0026109660574412533,0.002572994742141179,0,pre,1.000000000000041,50.766612527762206,-14.991329100890376
25,0.06788511749347259,0.0026109660574412533,0.002572994742141179,0,mid,51.76661252776225,,
25,0.06788511749347259,0.0026109660574412533,0.002572994742141179,0,post,36.77528342687187,,
25,0.06788511749347259,0.0026109660574412533,0.002572994742141179,1,pre,36.77528342687187,13.383926282643223,-3.664300252155769
25,0.06788511749347259,0.0026109660574412533,0.002572994742141179,1,mid,50.159209709515096,,
25,0.06788511749347259,0.0026109660574412533,0.002572994742141179,1,post,46.49490945735933,,
50,0.2630548302872063,0.0,0.0019017787224521758,0,pre,1.0000000000000433,39.45364249175287,-13.514077345657476
50,0.2630548302872063,0.0,0.0019017787224521758,0,mid,40.453642491752916,,
50,0.2630548302872063,0.0,0.0019017787224521758,0,post,26.93956514609544,,
50,0.2630548302872063,0.0,0.0019017787224521758,1,pre,26.93956514609544,20.544921506704213,23.341924621920732
50,0.2630548302872063,0.0,0.0019017787224521758,1,mid,47.48448665279965,,
50,0.2630548302872063,0.0,0.0019017787224521758,1,post,70.82641127472039,,
100,0.9262402088772846,0.0039164490861618795,0.0027967334153708467,0,pre,1.0000000000000382,28.394347470735244,-9.172136000192783
100,0.9262402088772846,0.0039164490861618795,0.0027967334153708467,0,mid,29.394347470735283,,
100,0.9262402088772846,0.0039164490861618795,0.0027967334153708467,0,post,20.2222114705425,,
100,0.9262402088772846,0.0039164490861618795,0.0027967334153708467,1,pre,20.2222114705425,23.790025012549545,38.85356915688566
100,0.9262402088772846,0.0039164490861618795,0.0027967334153708467,1,mid,44.012236483092046,,
100,0.9262402088772846,0.0039164490861618795,0.0027967334153708467,1,post,82.86580563997771,,
200,1.0,0.005221932114882507,0.0032442107618301822,0,pre,1.0000000000000377,21.147099865089547,-5.850332789969073
200,1.0,0.005221932114882507,0.0032442107618301822,0,mid,22.147099865089587,,
200,1.0,0.005221932114882507,0.0032442107618301822,0,post,16.296767075120513,,
200,1.0,0.005221932114882507,0.0032442107618301822,1,pre,16.296767075120513,23.44073277313357,42.012205440671515
200,1.0,0.005221932114882507,0.0032442107618301822,1,mid,39.73749984825408,,
200,1.0,0.005221932114882507,0.0032442107618301822,1,post,81.7497052889256,,
300,1.0,0.005221932114882507,0.003579818771674684,0,pre,1.000000000000037,17.139403261220764,-3.3674697456104354
300,1.0,0.005221932114882507,0.003579818771674684,0,mid,18.1394032612208,,
300,1.0,0.005221932114882507,0.003579818771674684,0,post,14.771933515610364,,
300,1.0,0.005221932114882507,0.003579818771674684,1,pre,14.771933515610364,22.205204332408748,42.26324984822715
300,1.0,0.005221932114882507,0.003579818771674684,1,mid,36.97713784801911,,
300,1.0,0.005221932114882507,0.003579818771674684,1,post,79.24038769624626,,
500,1.0,0.005221932114882507,0.003356080098445016,0,pre,1.0000000000000402,14.530179810754204,-1.5546939778374824
500,1.0,0.005221932114882507,0.003356080098445016,0,mid,15.530179810754245,,
500,1.0,0.005221932114882507,0.003356080098445016,0,post,13.975485832916762,,
500,1.0,0.005221932114882507,0.003356080098445016,1,pre,13.975485832916762,21.690256038100905,42.52978138359118
500,1.0,0.005221932114882507,0.003356080098445016,1,mid,35.665741871017666,,
500,1.0,0.005221932114882507,0.003356080098445016,1,post,78.19552325460884,,
750,1.0,0.005221932114882507,0.0031323414252153485,0,pre,1.0000000000000437,13.336700576667221,-0.9519541246071661
750,1.0,0.005221932114882507,0.0031323414252153485,0,mid,14.336700576667265,,
750,1.0,0.005221932114882507,0.0031323414252153485,0,post,13.3847464520601,,
750,1.0,0.005221932114882507,0.0031323414252153485,1,pre,13.3847464520601,21.73200093369072,41.7210917604172
750,1.0,0.005221932114882507,0.0031323414252153485,1,mid,35.11674738575082,,
750,1.0,0.005221932114882507,0.0031323414252153485,1,post,76.83783914616802,,
1000,1.0,0.0039164490861618795,0.003915426781519186,0,pre,1.000000000000044,12.702901428814894,-0.8877804383637216
1000,1.0,0.0039164490861618795,0.003915426781519186,0,mid,13.702901428814938,,
1000,1.0,0.0039164490861618795,0.003915426781519186,0,post,12.815120990451216,,
1000,1.0,0.0039164490861618795,0.003915426781519186,1,pre,12.815120990451216,21.22986546932906,38.56869754449325
1000,1.0,0.0039164490861618795,0.003915426781519186,1,mid,34.044986459780276,,
1000,1.0,0.0039164490861618795,0.003915426781519186,1,post,72.61368400427352,,
1250,1.0,0.005221932114882507,0.003915426781519186,0,pre,1.0000000000000462,12.47341518303927,-0.624536934615346
1250,1.0,0.005221932114882507,0.003915426781519186,0,mid,13.473415183039316,,
1250,1.0,0.005221932114882507,0.003915426781519186,0,post,12.84887824842397,,
1250,1.0,0.005221932114882507,0.003915426781519186,1,pre,12.84887824842397,21.904678110395317,39.8511361345683
1250,1.0,0.005221932114882507,0.003915426781519186,1,mid,34.75355635881929,,
1250,1.0,0.005221932114882507,0.003915426781519186,1,post,74.60469249338759,,
1500,1.0,0.0039164490861618795,0.00402729611813402,0,pre,1.0000000000000349,12.251297578071599,-0.660080475707634
1500,1.0,0.0039164490861618795,0.00402729611813402,0,mid,13.251297578071634,,
1500,1.0,0.0039164490861618795,0.00402729611813402,0,post,12.591217102364,,
1500,1.0,0.0039164490861618795,0.00402729611813402,1,pre,12.591217102364,21.482263678238624,37.955813875765244
1500,1.0,0.0039164490861618795,0.00402729611813402,1,mid,34.07348078060262,,
1500,1.0,0.0039164490861618795,0.00402729611813402,1,post,72.02929465636787,,
1750,1.0,0.0039164490861618795,0.004139165454748853,0,pre,1.0000000000000422,11.921711251129313,-0.6295041540109665
1750,1.0,0.0039164490861618795,0.004139165454748853,0,mid,12.921711251129356,,
1750,1.0,0.0039164490861618795,0.004139165454748853,0,post,12.29220709711839,,
1750,1.0,0.0039164490861618795,0.004139165454748853,1,pre,12.29220709711839,21.026460244190265,36.09976021458729
1750,1.0,0.0039164490861618795,0.004139165454748853,1,mid,33.318667341308654,,
1750,1.0,0.0039164490861618795,0.004139165454748853,1,post,69.41842755589595,,
2000,1.0,0.005221932114882507,0.004698512137823023,0,pre,1.0000000000000389,11.75058975836254,-0.5263210531306619
2000,1.0,0.005221932114882507,0.004698512137823023,0,mid,12.75058975836258,,
2000,1.0,0.005221932114882507,0.004698512137823023,0,post,12.224268705231918,,
2000,1.0,0.005221932114882507,0.004698512137823023,1,pre,12.224268705231918,20.926913133271153,35.69012081246425
2000,1.0,0.005221932114882507,0.004698512137823023,1,mid,33.15118183850307,,
2000,1.0,0.005221932114882507,0.004698512137823023,1,post,68.84130265096732,,
2250,1.0,0.0039164490861618795,0.005257858820897192,0,pre,1.0000000000000426,11.698881514100602,-0.5316152080577403
2250,1.0,0.0039164490861618795,0.005257858820897192,0,mid,12.698881514100645,,
2250,1.0,0.0039164490861618795,0.005257858820897192,0,post,12.167266306042904,,
2250,1.0,0.0039164490861618795,0.005257858820897192,1,pre,12.167266306042904,20.57961329625192,34.796076779959975
2250,1.0,0.0039164490861618795,0.005257858820897192,1,mid,32.746879602294825,,
2250,1.0,0.0039164490861618795,0.005257858820897192,1,post,67.5429563822548,,
2500,1.0,0.007832898172323759,0.005257858820897192,0,pre,1.0000000000000382,11.691774583015128,-0.5308392991003679
2500,1.0,0.007832898172323759,0.005257858820897192,0,mid,12.691774583015166,,
2500,1.0,0.007832898172323759,0.005257858820897192,0,post,12.160935283914798,,
2500,1.0,0.007832898172323759,0.005257858820897192,1,pre,12.160935283914798,20.792365724941398,35.78002292199245
2500,1.0,0.007832898172323759,0.005257858820897192,1,mid,32.953301008856194,,
2500,1.0,0.007832898172323759,0.005257858820897192,1,post,68.73332393084864,,
2750,1.0,0.005221932114882507,0.006376552187045531,0,pre,1.0000000000000309,11.687653901575228,-0.5563490495275687
2750,1.0,0.005221932114882507,0.006376552187045531,0,mid,12.687653901575258,,
2750,1.0,0.005221932114882507,0.006376552187045531,0,post,12.13130485204769,,
2750,1.0,0.005221932114882507,0.006376552187045531,1,pre,12.13130485204769,20.586965090223487,35.48530530044839
2750,1.0,0.005221932114882507,0.006376552187045531,1,mid,32.71826994227118,,
2750,1.0,0.005221932114882507,0.006376552187045531,1,post,68.20357524271957,,
3000,0.9765013054830287,0.01174934725848564,0.0064884215236603645,0,pre,1.0000000000000342,11.766766611899827,-0.4076639060128109
3000,0.9765013054830287,0.01174934725848564,0.0064884215236603645,0,mid,12.766766611899861,,
3000,0.9765013054830287,0.01174934725848564,0.0064884215236603645,0,post,12.35910270588705,,
3000,0.9765013054830287,0.01174934725848564,0.0064884215236603645,1,pre,12.35910270588705,21.496774455291447,38.625210801861314
3000,0.9765013054830287,0.01174934725848564,0.0064884215236603645,1,mid,33.8558771611785,,
3000,0.9765013054830287,0.01174934725848564,0.0064884215236603645,1,post,72.48108796303981,,
3500,0.9157963446475196,0.014360313315926894,0.01040384830517955,0,pre,1.0000000000000497,11.79021956432753,-0.4871905274174786
3500,0.9157963446475196,0.014360313315926894,0.01040384830517955,0,mid,12.790219564327579,,
3500,0.9157963446475196,0.014360313315926894,0.01040384830517955,0,post,12.3030290369101,,
3500,0.9157963446475196,0.014360313315926894,0.01040384830517955,1,pre,12.3030290369101,20.99857941342726,37.61956471278021
3500,0.9157963446475196,0.014360313315926894,0.01040384830517955,1,mid,33.30160845033736,,
3500,0.9157963446475196,0.014360313315926894,0.01040384830517955,1,post,70.92117316311757,,
4000,0.6344647519582245,0.024804177545691905,0.02024834992728493,0,pre,1.0000000000000415,11.794102072747766,-0.6115877802970662
4000,0.6344647519582245,0.024804177545691905,0.02024834992728493,0,mid,12.794102072747807,,
4000,0.6344647519582245,0.024804177545691905,0.02024834992728493,0,post,12.18251429245074,,
4000,0.6344647519582245,0.024804177545691905,0.02024834992728493,1,pre,12.18251429245074,20.260550609174892,31.720382712377656
4000,0.6344647519582245,0.024804177545691905,0.02024834992728493,1,mid,32.44306490162563,,
4000,0.6344647519582245,0.024804177545691905,0.02024834992728493,1,post,64.16344761400329,,
5000,1.0,0.07571801566579635,0.08099339970913973,0,pre,1.000000000000027,11.73326151209763,-0.7542770453928735
5000,1.0,0.07571801566579635,0.08099339970913973,0,mid,12.733261512097657,,
5000,1.0,0.07571801566579635,0.08099339970913973,0,post,11.978984466704784,,
5000,1.0,0.07571801566579635,0.08099339970913973,1,pre,11.978984466704784,19.441773543714916,28.564055102907776
5000,1.0,0.07571801566579635,0.08099339970913973,1,mid,31.4207580104197,,
5000,1.0,0.07571801566579635,0.08099339970913973,1,post,59.984813113327476,,
5886,1.0,1.0,1.0,0,pre,1.0000000000000366,7.29364436965844,-0.45033458598520504
5886,1.0,1.0,1.0,0,mid,8.293644369658477,,
5886,1.0,1.0,1.0,0,post,7.843309783673272,,
5886,1.0,1.0,1.0,1,pre,7.843309783673272,9.942743572849496,6.96855219808895
5886,1.0,1.0,1.0,1,mid,17.786053356522768,,
5886,1.0,1.0,1.0,1,post,24.754605554611718,,
