run_id,depth,schedule,seed,checkpoint_label,epoch,train_acc,val_acc,final_rep_erank,rank_nonzero,top1_mass,top5_mass,top10_mass,top20_mass,singular_values_path
depth4_control_MMMMMMMM,4,MMMMMMMM,0,best_val,25,0.011422976501305483,0.007832898172323759,1.0000000000000373,1,1.0,1.0,1.0,1.0,/jumbo/lisp/f006j44/erank/erank-interp/outputs/arch_order_sweep_6gpu/spectra/depth4_control_MMMMMMMM_best_val_singular_values.npy
