run_id,depth,schedule,seed,epoch,relative_epoch_to_tau,train_acc,val_acc,checkpoint_label,final_rep_erank,sum_delta_A,sum_delta_M,mean_delta_A,mean_delta_M,max_positive_delta_block_index,max_negative_delta_block_index
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,0,-1575,,,random_init,78.69533647168961,78.95600953567833,-1.2606730639887633,19.739002383919583,-0.31516826599719083,1,6
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,275,-1300,0.9973890339425587,0.0039164490861618795,first_train_acc_ge_0.99,79.52746609851071,54.27549753323669,24.25196856527399,13.568874383309172,6.062992141318498,6,2
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,1000,,0.9494125326370757,0.03655352480417755,periodic,78.39851314256364,40.23441967331699,37.164093469246616,10.058604918329248,9.291023367311654,6,2
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,1125,-450,1.0,0.08616187989556136,first_val_acc_ge_0.05,74.96957803819232,39.97865629478984,33.990921743402446,9.99466407369746,8.497730435850611,6,3
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,1350,-225,0.9986945169712794,0.31070496083550914,first_val_acc_ge_0.25,62.21105652262714,37.370572478323396,23.840484044303704,9.342643119580849,5.960121011075926,6,3
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,1450,-125,1.0,0.5835509138381201,first_val_acc_ge_0.50,44.40307549274099,31.162813099789453,12.2402623929515,7.790703274947363,3.060065598237875,6,3
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,1525,-50,0.9996736292428199,0.814621409921671,first_val_acc_ge_0.75,41.56533597462109,29.41341741550906,11.151918559111992,7.353354353877265,2.787979639777998,6,3
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,1575,0,1.0,0.95822454308094,first_val_acc_ge_0.95,30.833212701726747,23.936907933248676,5.89630476847803,5.984226983312168,1.4740761921195076,1,3
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,1875,300,1.0,1.0,best_val,19.689225253047308,14.847481634312693,3.8417436187345775,3.7118704085781733,0.9604359046836444,1,3
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,2000,425,1.0,1.0,periodic,16.885859807889847,12.315380572843335,3.5704792350464727,3.0788451432108337,0.8926198087616182,1,3
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,3000,1425,1.0,1.0,periodic,5.82640834588089,2.6658459664823138,2.160562379398531,0.6664614916205784,0.5401405948496327,1,7
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,4000,2425,0.34366840731070497,0.17885117493472585,periodic,5.3599216427134095,0.10586997117856489,4.254051671534808,0.026467492794641334,1.063512917883702,6,7
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,5000,3425,0.3975195822454308,0.19321148825065274,periodic,17.38327964573207,6.453850220659743,9.929429425072282,1.6134625551649358,2.4823573562680705,6,3
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,6000,4425,0.5336161879895561,0.3733681462140992,periodic,15.82623364618474,7.153693588047708,7.672540058136986,1.788423397011927,1.9181350145342464,6,2
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,7000,5425,0.43798955613577023,0.2597911227154047,periodic,16.0642998162614,7.993813566567711,7.070486249693645,1.9984533916419278,1.7676215624234113,6,0
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,8000,6425,0.3002610966057441,0.206266318537859,periodic,15.565513924007481,7.316711157521442,7.248802766485999,1.8291777893803605,1.8122006916214997,6,0
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,9000,7425,0.37989556135770236,0.19712793733681463,periodic,16.651796688302188,6.245255341760104,9.406541346542046,1.561313835440026,2.3516353366355114,6,0
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,10000,8425,0.44321148825065276,0.3002610966057441,periodic,13.964397954183545,4.678774751813557,8.28562320236995,1.1696936879533892,2.0714058005924874,6,7
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,11000,9425,0.5241514360313316,0.3342036553524804,periodic,13.809880728079031,5.026858059969033,7.783022668109963,1.2567145149922583,1.9457556670274907,6,0
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,12000,10425,0.5623368146214099,0.39425587467362927,periodic,15.882388708052293,7.060433738386765,7.8219549696654855,1.7651084345966912,1.9554887424163714,6,0
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,13000,11425,0.612597911227154,0.42036553524804177,periodic,16.059650835665433,7.530701895708847,7.528948939956541,1.8826754739272118,1.8822372349891352,6,0
depth4_bal_MAMMAAMA,4,MAMMAAMA,0,14000,12425,0.5773498694516971,0.3472584856396867,periodic,16.348856922013876,8.25827696655119,7.090579955462639,2.0645692416377974,1.7726449888656597,6,0
